name,Season,Lg,Team,W,L,W/L%,Finish,SRS,Pace,Rel Pace,ORtg,Rel ORtg,DRtg,Rel DRtg,Playoffs,Coaches,Top WS
Atlanta Hawks,2020-21,NBA,Atlanta Hawks,41,31,.569,1st of 5,2.14,97.6,-1.6,115.7,3.4,113.3,1.0,Lost E. Conf. Finals,L. Pierce,C. Capela
Atlanta Hawks,2019-20,NBA,Atlanta Hawks,20,47,.299,5th of 5,-7.71,103.0,2.7,107.2,-3.4,114.8,4.2,,L. Pierce,T. Young
Atlanta Hawks,2018-19,NBA,Atlanta Hawks,29,53,.354,5th of 5,-6.06,103.9,3.9,108.1,-2.3,113.9,3.5,,L. Pierce,J. Collins
Atlanta Hawks,2017-18,NBA,Atlanta Hawks,24,58,.293,5th of 5,-5.30,98.3,1.0,105.0,-3.6,110.6,2.0,,M. Budenholzer,J. Collins
Atlanta Hawks,2016-17,NBA,Atlanta Hawks,43,39,.524,2nd of 5,-1.23,97.4,1.0,104.9,-3.9,105.7,-3.1,Lost E. Conf. 1st Rnd.,M. Budenholzer,D. Howard
Atlanta Hawks,2015-16,NBA,Atlanta Hawks,48,34,.585,2nd of 5,3.49,97.1,1.3,105.1,-1.3,101.4,-5.0,Lost E. Conf. Semis,M. Budenholzer,P. Millsap
Atlanta Hawks,2014-15,NBA,Atlanta Hawks,60,22,.732,1st of 5,4.75,93.9,0.0,108.9,3.3,103.1,-2.5,Lost E. Conf. Finals,M. Budenholzer,A. Horford
Atlanta Hawks,2013-14,NBA,Atlanta Hawks,38,44,.463,4th of 5,-0.88,94.6,0.7,105.9,-0.8,106.4,-0.3,Lost E. Conf. 1st Rnd.,M. Budenholzer,P. Millsap
Atlanta Hawks,2012-13,NBA,Atlanta Hawks,44,38,.537,2nd of 5,-0.08,92.6,0.6,104.8,-1.1,104.4,-1.5,Lost E. Conf. 1st Rnd.,L. Drew,A. Horford
Atlanta Hawks,2011-12,NBA,Atlanta Hawks,40,26,.606,2nd of 5,2.67,90.2,-1.1,104.9,0.3,101.2,-3.4,Lost E. Conf. 1st Rnd.,L. Drew,J. Smith
Atlanta Hawks,2010-11,NBA,Atlanta Hawks,44,38,.537,3rd of 5,-1.10,89.3,-2.8,106.1,-1.2,107.0,-0.3,Lost E. Conf. Semis,L. Drew,A. Horford
Atlanta Hawks,2009-10,NBA,Atlanta Hawks,53,29,.646,2nd of 5,4.44,90.1,-2.6,111.9,4.3,106.7,-0.9,Lost E. Conf. Semis,M. Woodson,A. Horford
Washington Wizards,2020-21,NBA,Washington Wizards,34,38,.472,3rd of 5,-1.85,104.1,4.9,111.2,-1.1,113.0,0.7,Lost E. Conf. 1st Rnd.,S. Brooks,B. Beal
Washington Wizards,2019-20,NBA,Washington Wizards,25,47,.347,4th of 5,-5.24,102.7,2.4,110.9,0.3,115.5,4.9,,S. Brooks,B. Beal
Washington Wizards,2018-19,NBA,Washington Wizards,32,50,.390,4th of 5,-3.30,101.4,1.4,111.1,0.7,113.9,3.5,,S. Brooks,B. Beal
Washington Wizards,2017-18,NBA,Washington Wizards,43,39,.524,2nd of 5,0.53,96.6,-0.7,109.3,0.7,108.7,0.1,Lost E. Conf. 1st Rnd.,S. Brooks,O. Porter
Washington Wizards,2016-17,NBA,Washington Wizards,49,33,.598,1st of 5,1.36,97.4,1.0,111.2,2.4,109.3,0.5,Lost E. Conf. Semis,S. Brooks,O. Porter
Washington Wizards,2015-16,NBA,Washington Wizards,41,41,.500,4th of 5,-0.50,98.5,2.7,105.3,-1.1,105.8,-0.6,,R. Wittman,M. Gortat
Washington Wizards,2014-15,NBA,Washington Wizards,46,36,.561,2nd of 5,0.17,93.7,-0.2,103.7,-1.9,103.0,-2.6,Lost E. Conf. Semis,R. Wittman,M. Gortat
Washington Wizards,2013-14,NBA,Washington Wizards,44,38,.537,2nd of 5,0.48,93.2,-0.7,106.0,-0.7,104.6,-2.1,Lost E. Conf. Semis,R. Wittman,M. Gortat
Washington Wizards,2012-13,NBA,Washington Wizards,29,53,.354,3rd of 5,-2.78,92.2,0.2,100.2,-5.7,103.0,-2.9,,R. Wittman,M. Webster
Washington Wizards,2011-12,NBA,Washington Wizards,20,46,.303,4th of 5,-5.14,92.5,1.2,101.0,-3.6,106.2,1.6,,F. Saunders,J. Wall
Washington Wizards,2010-11,NBA,Washington Wizards,23,59,.280,5th of 5,-7.30,93.8,1.7,102.4,-4.9,110.2,2.9,,F. Saunders,J. McGee
Washington Wizards,2009-10,NBA,Washington Wizards,26,56,.317,5th of 5,-4.72,91.6,-1.1,104.2,-3.4,109.4,1.8,,F. Saunders,B. Haywood
Utah Jazz,2020-21,NBA,Utah Jazz,52,20,.722,1st of 5,8.97,98.5,-0.7,117.6,5.3,108.3,-4.0,Lost W. Conf. Semis,Q. Snyder,R. Gobert
Utah Jazz,2019-20,NBA,Utah Jazz,44,28,.611,3rd of 5,2.52,98.6,-1.7,112.3,1.7,109.9,-0.7,Lost W. Conf. 1st Rnd.,Q. Snyder,R. Gobert
Utah Jazz,2018-19,NBA,Utah Jazz,50,32,.610,3rd of 5,5.28,100.3,0.3,110.9,0.5,105.7,-4.7,Lost W. Conf. 1st Rnd.,Q. Snyder,R. Gobert
Utah Jazz,2017-18,NBA,Utah Jazz,48,34,.585,3rd of 5,4.47,95.7,-1.6,108.4,-0.2,103.9,-4.7,Lost W. Conf. Semis,Q. Snyder,R. Gobert
Utah Jazz,2016-17,NBA,Utah Jazz,51,31,.622,1st of 5,4.00,91.6,-4.8,109.6,0.8,105.3,-3.5,Lost W. Conf. Semis,Q. Snyder,R. Gobert
Utah Jazz,2015-16,NBA,Utah Jazz,40,42,.488,3rd of 5,1.84,91.0,-4.8,105.9,-0.5,103.9,-2.5,,Q. Snyder,G. Hayward
Utah Jazz,2014-15,NBA,Utah Jazz,38,44,.463,3rd of 5,0.71,90.4,-3.5,105.1,-0.5,104.9,-0.7,,Q. Snyder,R. Gobert
Utah Jazz,2013-14,NBA,Utah Jazz,25,57,.305,5th of 5,-6.27,91.4,-2.5,103.5,-3.2,111.3,4.6,,T. Corbin,D. Favors
Utah Jazz,2012-13,NBA,Utah Jazz,43,39,.524,3rd of 5,0.30,90.9,-1.1,106.7,0.8,106.8,0.9,,T. Corbin,A. Jefferson
Utah Jazz,2011-12,NBA,Utah Jazz,36,30,.545,3rd of 5,0.92,91.4,0.1,106.8,2.2,106.1,1.5,Lost W. Conf. 1st Rnd.,T. Corbin,P. Millsap
Utah Jazz,2010-11,NBA,Utah Jazz,39,43,.476,4th of 5,-1.44,91.0,-1.1,108.1,0.8,110.1,2.8,,J. Sloan,A. Jefferson
Utah Jazz,2009-10,NBA,Utah Jazz,53,29,.646,2nd of 5,5.33,93.8,1.1,110.7,3.1,105.0,-2.6,Lost W. Conf. Semis,J. Sloan,D. Williams
Toronto Raptors,2020-21,NBA,Toronto Raptors,27,45,.375,5th of 5,-0.54,99.2,0.0,112.0,-0.3,112.5,0.2,,N. Nurse,C. Boucher
Toronto Raptors,2019-20,NBA,Toronto Raptors,53,19,.736,1st of 5,5.97,100.9,0.6,111.1,0.5,105.0,-5.6,Lost E. Conf. Semis,N. Nurse,K. Lowry
Toronto Raptors,2018-19,NBA,Toronto Raptors,58,24,.707,1st of 5,5.49,100.2,0.2,113.1,2.7,107.1,-3.3,Won Finals,N. Nurse,K. Leonard
Toronto Raptors,2017-18,NBA,Toronto Raptors,59,23,.720,1st of 5,7.29,97.4,0.1,113.8,5.2,105.9,-2.7,Lost E. Conf. Semis,D. Casey,K. Lowry
Toronto Raptors,2016-17,NBA,Toronto Raptors,51,31,.622,2nd of 5,3.65,94.7,-1.7,112.3,3.5,107.8,-1.0,Lost E. Conf. Semis,D. Casey,K. Lowry
Toronto Raptors,2015-16,NBA,Toronto Raptors,56,26,.683,1st of 5,4.08,92.9,-2.9,110.0,3.6,105.2,-1.2,Lost E. Conf. Finals,D. Casey,K. Lowry
Toronto Raptors,2014-15,NBA,Toronto Raptors,49,33,.598,1st of 5,2.45,92.8,-1.1,111.0,5.4,107.7,2.1,Lost E. Conf. 1st Rnd.,D. Casey,J. Valančiūnas
Toronto Raptors,2013-14,NBA,Toronto Raptors,48,34,.585,1st of 5,2.55,91.8,-2.1,108.8,2.1,105.3,-1.4,Lost E. Conf. 1st Rnd.,D. Casey,K. Lowry
Toronto Raptors,2012-13,NBA,Toronto Raptors,34,48,.415,5th of 5,-1.96,90.4,-1.6,105.9,0.0,107.5,1.6,,D. Casey,A. Johnson
Toronto Raptors,2011-12,NBA,Toronto Raptors,23,43,.348,4th of 5,-3.67,89.3,-2.0,100.8,-3.8,104.5,-0.1,,D. Casey,J. Calderón
Toronto Raptors,2010-11,NBA,Toronto Raptors,22,60,.268,5th of 5,-6.28,92.9,0.8,106.1,-1.2,112.9,5.6,,J. Triano,A. Johnson
Toronto Raptors,2009-10,NBA,Toronto Raptors,40,42,.488,2nd of 5,-1.83,93.1,0.4,111.3,3.7,113.2,5.6,,J. Triano,C. Bosh
San Antonio Spurs,2020-21,NBA,San Antonio Spurs,33,39,.458,3rd of 5,-1.58,98.9,-0.3,111.0,-1.3,112.8,0.5,,G. Popovich,D. DeRozan
San Antonio Spurs,2019-20,NBA,San Antonio Spurs,32,39,.451,4th of 5,-0.65,100.5,0.2,112.4,1.8,113.5,2.9,,G. Popovich,D. DeRozan
San Antonio Spurs,2018-19,NBA,San Antonio Spurs,48,34,.585,2nd of 5,1.80,98.3,-1.7,112.9,2.5,111.2,0.8,Lost W. Conf. 1st Rnd.,G. Popovich,L. Aldridge
San Antonio Spurs,2017-18,NBA,San Antonio Spurs,47,35,.573,3rd of 5,2.89,95.0,-2.3,107.9,-0.7,104.8,-3.8,Lost W. Conf. 1st Rnd.,G. Popovich,L. Aldridge
San Antonio Spurs,2016-17,NBA,San Antonio Spurs,61,21,.744,1st of 5,7.13,94.2,-2.2,111.1,2.3,103.5,-5.3,Lost W. Conf. Finals,G. Popovich,K. Leonard
San Antonio Spurs,2015-16,NBA,San Antonio Spurs,67,15,.817,1st of 5,10.28,93.8,-2.0,110.3,3.9,99.0,-7.4,Lost W. Conf. Semis,G. Popovich,K. Leonard
San Antonio Spurs,2014-15,NBA,San Antonio Spurs,55,27,.671,3rd of 5,6.34,93.8,-0.1,108.5,2.9,102.0,-3.6,Lost W. Conf. 1st Rnd.,G. Popovich,T. Duncan
San Antonio Spurs,2013-14,NBA,San Antonio Spurs,62,20,.756,1st of 5,8.00,95.0,1.1,110.5,3.8,102.4,-4.3,Won Finals,G. Popovich,K. Leonard
San Antonio Spurs,2012-13,NBA,San Antonio Spurs,58,24,.707,1st of 5,6.67,94.2,2.2,108.3,2.4,101.6,-4.3,Lost Finals,G. Popovich,T. Parker
San Antonio Spurs,2011-12,NBA,San Antonio Spurs,50,16,.758,1st of 5,7.28,92.9,1.6,110.9,6.3,103.2,-1.4,Lost W. Conf. Finals,G. Popovich,T. Parker
San Antonio Spurs,2010-11,NBA,San Antonio Spurs,61,21,.744,1st of 5,5.86,92.3,0.2,111.8,4.5,105.6,-1.7,Lost W. Conf. 1st Rnd.,G. Popovich,M. Ginóbili
