Name,Born,Year,Age,Team,Lg,Round,W/L,Opp,G,W,L,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP_PerG,PTS_PerG,TRB_PerG,AST_PerG
Theo Pinson,1995-11-05,2019,23,BRK,2019,,L,PHI,3,0,3,22,3,8,3,7,0,0,0,3,3,2,0,1,0,9,.375,.429,,7.3,3.0,1.0,1.0
Vincent Poirier,1993-10-17,2020,26,BOS,2020,,W,TOR,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,,1.8,0.0,0.0,1.0
Dexter Pittman,1988-03-02,2012,23,MIA,2012,,W,IND,2,1,1,7,0,2,0,0,0,0,0,0,1,0,1,0,2,0,.000,,,3.3,0.0,0.0,0.5
Dexter Pittman,1988-03-02,2012,23,MIA,2012,,W,BOS,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.9,0.0,0.0,0.0
Jakob Poeltl,1995-10-15,2017,21,TOR,2017,,W,MIL,4,2,2,17,3,7,0,0,0,2,4,8,0,1,0,0,3,6,.429,,.000,4.2,1.5,2.0,0.0
Miles Plumlee,1988-09-01,2015,26,MIL,2015,,L,CHI,1,0,1,16,1,8,0,0,1,2,3,6,1,0,1,1,1,3,.125,,.500,16.4,3.0,6.0,1.0
Mason Plumlee,1990-03-05,2014,23,BRK,2014,,W,TOR,7,4,3,87,5,11,0,0,8,18,4,17,1,2,6,6,17,18,.455,,.444,12.4,2.6,2.4,0.1
Mickaël Piétrus,1982-02-07,2009,26,ORL,2009,,W,PHI,6,4,2,125,11,28,6,19,3,8,4,16,2,0,5,7,15,31,.393,.316,.375,20.8,5.2,2.7,0.3
Kelenna Azubuike,1983-12-16,2012,28,DAL,2012,,L,OKC,1,0,1,5,1,3,1,1,0,0,1,1,0,1,0,1,0,3,.333,1.000,,4.9,3.0,1.0,0.0
Paul Pierce,1977-10-13,2009,31,BOS,2009,,W,CHI,7,4,3,311,56,131,12,36,38,45,3,48,14,8,5,23,22,162,.427,.333,.844,44.5,23.1,6.9,2.0
Johan Petro,1986-01-27,2009,23,DEN,2009,,W,NOH,4,4,0,17,1,6,0,0,4,6,2,6,1,0,1,1,2,6,.167,,.667,4.3,1.5,1.5,0.3
Jakob Poeltl,1995-10-15,2017,21,TOR,2017,,L,CLE,2,0,2,10,2,4,0,0,0,0,2,4,0,0,1,0,0,4,.500,,,4.8,2.0,2.0,0.0
Jakob Poeltl,1995-10-15,2018,22,TOR,2018,,W,WAS,6,4,2,96,14,22,0,1,9,13,12,26,5,2,3,7,20,37,.636,.000,.692,16.1,6.2,4.3,0.8
Mason Plumlee,1990-03-05,2014,23,BRK,2014,,L,MIA,3,1,2,28,2,5,0,0,0,0,1,6,1,1,1,3,7,4,.400,,,9.2,1.3,2.0,0.3
Mason Plumlee,1990-03-05,2015,24,BRK,2015,,L,ATL,6,2,4,49,4,6,0,0,4,11,2,8,2,4,2,3,10,12,.667,,.364,8.2,2.0,1.3,0.3
Mickaël Piétrus,1982-02-07,2009,26,ORL,2009,,W,BOS,7,4,3,182,27,53,10,29,21,27,6,17,5,10,3,4,24,85,.509,.345,.778,26.0,12.1,2.4,0.7
Mickaël Piétrus,1982-02-07,2009,26,ORL,2009,,W,CLE,6,4,2,171,27,53,17,36,12,16,7,19,5,5,4,8,22,83,.509,.472,.750,28.5,13.8,3.2,0.8
Paul Pierce,1977-10-13,2009,31,BOS,2009,,L,ORL,7,3,4,245,39,90,7,21,47,56,1,33,29,7,0,10,22,132,.433,.333,.839,35.0,18.9,4.7,4.1
Paul Pierce,1977-10-13,2010,32,BOS,2010,,W,MIA,5,4,1,193,32,70,11,27,23,30,2,28,16,3,4,13,13,98,.457,.407,.767,38.6,19.6,5.6,3.2
Johan Petro,1986-01-27,2009,23,DEN,2009,,W,DAL,4,4,0,6,0,1,0,0,1,2,0,0,0,0,0,0,2,1,.000,,.500,1.4,0.3,0.0,0.0
Johan Petro,1986-01-27,2009,23,DEN,2009,,L,LAL,2,1,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,2,.500,,,1.9,1.0,0.0,0.0
Gustavo Ayón,1985-04-01,2013,27,MIL,2013,,L,MIA,3,0,3,7,2,4,0,0,0,0,0,0,0,0,0,0,0,4,.500,,,2.5,1.3,0.0,0.0
Jakob Poeltl,1995-10-15,2018,22,TOR,2018,,L,CLE,3,0,3,44,3,9,0,0,6,6,3,10,1,1,1,1,5,12,.333,,1.000,14.5,4.0,3.3,0.3
Jakob Poeltl,1995-10-15,2019,23,SAS,2019,,L,DEN,7,3,4,177,23,36,0,1,5,9,25,54,12,2,5,3,26,51,.639,.000,.556,25.3,7.3,7.7,1.7
Jeff Ayres,1987-04-29,2010,22,POR,2010,,L,PHO,3,0,3,17,2,4,0,0,3,4,2,2,0,2,3,1,1,7,.500,,.750,5.5,2.3,0.7,0.0
Mason Plumlee,1990-03-05,2016,25,POR,2016,,W,LAC,6,4,2,177,16,35,0,0,16,23,21,79,34,6,6,10,23,48,.457,,.696,29.4,8.0,13.2,5.7
Mason Plumlee,1990-03-05,2016,25,POR,2016,,L,GSW,5,1,4,130,12,35,0,0,5,10,16,51,19,1,5,15,19,29,.343,,.500,25.9,5.8,10.2,3.8
Mickaël Piétrus,1982-02-07,2009,26,ORL,2009,,L,LAL,5,1,4,140,19,40,4,12,11,14,2,10,2,3,1,3,16,53,.475,.333,.786,28.0,10.6,2.0,0.4
Mickaël Piétrus,1982-02-07,2010,27,ORL,2010,,W,CHA,4,4,0,75,10,22,10,20,6,8,0,5,3,3,3,2,8,36,.455,.500,.750,18.7,9.0,1.3,0.8
Paul Pierce,1977-10-13,2010,32,BOS,2010,,W,CLE,6,4,2,208,29,84,8,26,15,19,8,28,22,7,1,15,20,81,.345,.308,.789,34.7,13.5,4.7,3.7
Paul Pierce,1977-10-13,2010,32,BOS,2010,,W,ORL,6,4,2,250,43,84,13,29,47,56,6,50,23,9,3,18,22,146,.512,.448,.839,41.6,24.3,8.3,3.8
Johan Petro,1986-01-27,2010,24,DEN,2010,,L,UTA,6,2,4,45,6,11,0,0,1,2,2,11,1,1,3,3,13,13,.545,,.500,7.5,2.2,1.8,0.2
Johan Petro,1986-01-27,2013,27,ATL,2013,,L,IND,6,2,4,101,14,27,0,0,1,2,4,22,4,1,4,3,18,29,.519,,.500,16.8,4.8,3.7,0.7
Jeff Ayres,1987-04-29,2012,24,IND,2012,,W,ORL,2,2,0,3,0,2,0,0,0,0,0,1,0,0,0,0,1,0,.000,,,1.4,0.0,0.5,0.0
Jeff Ayres,1987-04-29,2012,24,IND,2012,,L,MIA,2,1,1,6,1,1,0,0,0,0,0,1,0,0,0,0,1,2,1.000,,,2.9,1.0,0.5,0.0
Jason Maxiell,1983-02-18,2009,25,DET,2009,,L,CLE,4,0,4,64,5,10,0,0,5,9,7,13,2,1,1,1,5,15,.500,,.556,16.0,3.8,3.3,0.5
Wesley Matthews,1986-10-14,2010,23,UTA,2010,,W,DEN,6,4,2,227,22,57,8,23,31,37,5,22,12,9,3,8,19,83,.386,.348,.838,37.8,13.8,3.7,2.0
Mason Plumlee,1990-03-05,2019,28,DEN,2019,,W,SAS,7,4,3,104,14,26,0,0,5,12,11,26,13,1,3,3,23,33,.538,,.417,14.8,4.7,3.7,1.9
Mason Plumlee,1990-03-05,2019,28,DEN,2019,,L,POR,7,3,4,114,10,21,0,1,11,16,15,36,8,6,7,5,16,31,.476,.000,.688,16.3,4.4,5.1,1.1
Mickaël Piétrus,1982-02-07,2010,27,ORL,2010,,W,ATL,4,4,0,102,15,32,11,21,5,10,2,10,5,2,1,3,7,46,.469,.524,.500,25.4,11.5,2.5,1.3
Mickaël Piétrus,1982-02-07,2010,27,ORL,2010,,L,BOS,6,2,4,105,10,26,7,20,9,12,0,5,2,4,2,1,12,36,.385,.350,.750,17.6,6.0,0.8,0.3
Paul Pierce,1977-10-13,2010,32,BOS,2010,,L,LAL,7,3,4,278,43,98,8,20,32,37,4,37,21,5,6,18,25,126,.439,.400,.865,39.8,18.0,5.3,3.0
Paul Pierce,1977-10-13,2011,33,BOS,2011,,W,NYK,4,4,0,156,33,71,10,20,13,14,1,17,10,8,2,10,14,89,.465,.500,.929,38.9,22.3,4.3,2.5
Jeff Ayres,1987-04-29,2013,25,IND,2013,,W,ATL,5,4,1,59,7,22,0,1,0,0,4,16,1,0,1,2,12,14,.318,.000,,11.8,2.8,3.2,0.2
Jeff Ayres,1987-04-29,2013,25,IND,2013,,W,NYK,2,1,1,8,0,0,0,0,0,0,0,2,0,0,0,1,2,0,,,,3.8,0.0,1.0,0.0
Wesley Matthews,1986-10-14,2010,23,UTA,2010,,L,LAL,4,0,4,144,17,44,7,19,8,11,5,22,5,9,2,7,15,49,.386,.368,.727,36.1,12.3,5.5,1.3
Wesley Matthews,1986-10-14,2011,24,POR,2011,,L,DAL,6,2,4,202,27,57,8,21,16,19,2,7,6,4,1,7,15,78,.474,.381,.842,33.7,13.0,1.2,1.0
Mason Plumlee,1990-03-05,2020,29,DEN,2020,,W,UTA,7,4,3,70,5,11,0,0,0,0,14,32,8,2,5,3,11,10,.455,,,10.1,1.4,4.6,1.1
Mason Plumlee,1990-03-05,2020,29,DEN,2020,,W,LAC,7,4,3,70,5,10,0,1,5,8,8,16,9,2,3,5,19,15,.500,.000,.625,10.0,2.1,2.3,1.3
Mickaël Piétrus,1982-02-07,2012,29,BOS,2012,,W,ATL,6,4,2,100,4,15,2,13,0,0,1,8,0,3,1,3,15,10,.267,.154,,16.7,1.7,1.3,0.0
Mickaël Piétrus,1982-02-07,2012,29,BOS,2012,,W,PHI,7,4,3,135,13,35,7,24,5,6,4,14,2,6,2,2,11,38,.371,.292,.833,19.2,5.4,2.0,0.3
Roger Mason,1980-09-10,2009,28,SAS,2009,,L,DAL,5,1,4,108,12,32,7,19,2,3,0,8,9,1,0,4,10,33,.375,.368,.667,21.7,6.6,1.6,1.8
Paul Pierce,1977-10-13,2011,33,BOS,2011,,L,MIA,5,1,4,188,35,77,11,27,17,20,4,28,15,4,2,14,16,98,.455,.407,.850,37.6,19.6,5.6,3.0
Paul Pierce,1977-10-13,2012,34,BOS,2012,,W,ATL,6,4,2,226,42,98,9,26,34,39,3,38,23,8,4,21,17,127,.429,.346,.872,37.7,21.2,6.3,3.8
Jeff Ayres,1987-04-29,2013,25,IND,2013,,L,MIA,2,0,2,5,1,2,0,0,0,0,0,0,0,0,1,0,0,2,.500,,,2.4,1.0,0.0,0.0
Jeff Ayres,1987-04-29,2014,26,SAS,2014,,W,DAL,4,2,2,13,0,2,0,0,0,0,0,0,2,0,0,1,2,0,.000,,,3.1,0.0,0.0,0.5
Wesley Matthews,1986-10-14,2014,27,POR,2014,,W,HOU,6,4,2,239,33,80,12,40,14,18,3,16,6,10,3,14,25,92,.413,.300,.778,39.9,15.3,2.7,1.0
Wesley Matthews,1986-10-14,2014,27,POR,2014,,L,SAS,5,1,4,187,23,56,10,28,12,14,4,27,8,4,2,8,20,68,.411,.357,.857,37.4,13.6,5.4,1.6
Mason Plumlee,1990-03-05,2020,29,DEN,2020,,L,LAL,5,1,4,66,9,18,0,0,3,4,9,13,8,0,0,3,10,21,.500,,.750,13.2,4.2,2.6,1.6
Mickaël Piétrus,1982-02-07,2012,29,BOS,2012,,L,MIA,7,3,4,159,7,23,3,17,4,10,7,19,0,5,2,4,24,21,.304,.176,.400,22.7,3.0,2.7,0.0
Roger Mason,1980-09-10,2010,29,SAS,2010,,W,DAL,4,2,2,44,1,9,1,5,0,0,0,2,2,1,0,2,8,3,.111,.200,,10.9,0.8,0.5,0.5
Roger Mason,1980-09-10,2010,29,SAS,2010,,L,PHO,2,0,2,17,0,3,0,2,0,0,0,2,0,0,0,0,4,0,.000,.000,,8.6,0.0,1.0,0.0
Paul Pierce,1977-10-13,2012,34,BOS,2012,,W,PHI,7,4,3,272,33,82,8,23,50,53,5,52,23,12,9,18,22,124,.402,.348,.943,38.9,17.7,7.4,3.3
Paul Pierce,1977-10-13,2012,34,BOS,2012,,L,MIA,7,3,4,280,45,131,10,38,26,31,6,31,16,10,5,17,29,126,.344,.263,.839,39.9,18.0,4.4,2.3
Jeff Ayres,1987-04-29,2014,26,SAS,2014,,W,POR,5,4,1,15,2,4,0,0,0,0,3,6,2,0,0,0,0,4,.500,,,3.1,0.8,1.2,0.4
Jeff Ayres,1987-04-29,2014,26,SAS,2014,,W,OKC,5,3,2,31,3,6,0,0,2,4,2,11,0,0,0,0,3,8,.500,,.500,6.1,1.6,2.2,0.0
Wesley Matthews,1986-10-14,2016,29,DAL,2016,,L,OKC,5,1,4,173,20,60,10,35,15,19,4,18,6,6,0,4,14,65,.333,.286,.789,34.7,13.0,3.6,1.2
Wesley Matthews,1986-10-14,2019,32,IND,2019,,L,BOS,4,0,4,119,9,30,7,21,3,3,0,10,8,3,1,8,6,28,.300,.333,1.000,29.7,7.0,2.5,2.0
Roger Mason,1980-09-10,2011,30,NYK,2011,,L,BOS,3,0,3,55,7,18,5,13,0,0,3,4,3,1,0,1,6,19,.389,.385,,18.5,6.3,1.3,1.0
Paul Pierce,1977-10-13,2013,35,BOS,2013,,L,NYK,6,2,4,255,39,106,11,41,26,29,4,34,32,5,3,32,21,115,.368,.268,.897,42.5,19.2,5.7,5.3
Paul Pierce,1977-10-13,2014,36,BRK,2014,,W,TOR,7,4,3,210,33,71,11,33,17,20,3,31,17,10,4,13,24,94,.465,.333,.850,30.0,13.4,4.4,2.4
Jeff Ayres,1987-04-29,2014,26,SAS,2014,,W,MIA,3,3,0,7,1,1,0,0,3,4,1,2,1,0,0,0,1,5,1.000,,.750,2.2,1.7,0.7,0.3
Jeff Ayres,1987-04-29,2015,27,SAS,2015,,L,LAC,3,1,2,12,0,1,0,0,0,0,0,3,2,0,0,0,0,0,.000,,,4.0,0.0,1.0,0.7
Wesley Matthews,1986-10-14,2020,33,MIL,2020,,W,ORL,5,4,1,117,14,32,12,28,1,2,1,9,8,4,0,3,11,41,.438,.429,.500,23.5,8.2,1.8,1.6
Wesley Matthews,1986-10-14,2020,33,MIL,2020,,L,MIA,5,1,4,129,10,25,5,15,6,8,5,9,1,5,4,4,9,31,.400,.333,.750,25.8,6.2,1.8,0.2
Paul Pierce,1977-10-13,2014,36,BRK,2014,,L,MIA,5,1,4,158,27,58,8,20,8,12,1,23,7,4,0,7,20,70,.466,.400,.667,31.7,14.0,4.6,1.4
Paul Pierce,1977-10-13,2015,37,WAS,2015,,W,TOR,4,4,0,114,19,33,14,24,10,12,0,13,4,3,3,6,12,62,.576,.583,.833,28.4,15.5,3.3,1.0
Jeff Ayres,1987-04-29,2016,28,LAC,2016,,L,POR,2,0,2,2,1,1,0,0,1,1,0,0,0,0,0,0,0,3,1.000,,1.000,1.2,1.5,0.0,0.0
Paul Pierce,1977-10-13,2015,37,WAS,2015,,L,ATL,6,2,4,184,29,66,19,39,7,8,0,29,5,3,4,4,21,84,.439,.487,.875,30.7,14.0,4.8,0.8
Paul Pierce,1977-10-13,2016,38,LAC,2016,,L,POR,5,1,4,54,2,12,1,5,1,4,0,6,1,2,0,2,6,6,.167,.200,.250,10.7,1.2,1.2,0.2
Paul Pierce,1977-10-13,2017,39,LAC,2017,,L,UTA,7,3,4,101,8,18,4,10,1,1,2,14,7,2,0,4,11,21,.444,.400,1.000,14.5,3.0,2.0,1.0
Frank Mason III,1994-04-03,2020,25,MIL,2020,,W,ORL,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,0.4,0.0,0.0,1.0
Frank Mason III,1994-04-03,2020,25,MIL,2020,,L,MIA,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.7,0.0,0.0,0.0
Tim Duncan,1976-04-25,2009,32,SAS,2009,,L,DAL,5,1,4,164,41,77,0,0,17,28,12,40,16,3,6,7,11,99,.532,,.607,32.7,19.8,8.0,3.2
Chris Duhon,1982-08-31,2011,28,ORL,2011,,L,ATL,1,1,0,4,1,2,1,2,2,2,0,0,0,0,0,0,0,5,.500,.500,1.000,3.9,5.0,0.0,0.0
Mike Dunleavy,1980-09-15,2011,30,IND,2011,,L,CHI,5,1,4,72,7,20,3,10,8,12,0,6,8,4,0,1,3,25,.350,.300,.667,14.4,5.0,1.2,1.6
Jared Dudley,1985-07-10,2010,24,PHO,2010,,W,POR,6,4,2,128,14,35,10,27,6,9,3,15,12,5,3,3,14,44,.400,.370,.667,21.3,7.3,2.5,2.0
Tim Duncan,1976-04-25,2010,33,SAS,2010,,W,DAL,6,4,2,223,46,92,0,0,17,35,16,57,16,3,6,17,11,109,.500,,.486,37.1,18.2,9.5,2.7
Tim Duncan,1976-04-25,2010,33,SAS,2010,,L,PHO,4,0,4,150,32,58,1,2,16,34,14,42,10,5,11,7,16,81,.552,.500,.471,37.5,20.3,10.5,2.5
Andre Drummond,1993-08-10,2016,22,DET,2016,,L,CLE,4,0,4,131,28,54,0,1,11,34,12,36,0,1,6,4,8,67,.519,.000,.324,32.9,16.8,9.0,0.0
PJ Dozier,1996-10-25,2020,23,DEN,2020,,W,UTA,4,2,2,80,5,16,1,6,7,9,1,13,8,1,1,4,9,18,.313,.167,.778,20.1,4.5,3.3,2.0
Chris Duhon,1982-08-31,2012,29,ORL,2012,,L,IND,5,1,4,61,1,5,1,3,0,2,0,7,9,5,1,7,5,3,.200,.333,.000,12.2,0.6,1.4,1.8
Chris Duhon,1982-08-31,2013,30,LAL,2013,,L,SAS,2,0,2,68,4,11,3,8,0,0,1,3,7,2,1,5,4,11,.364,.375,,33.9,5.5,1.5,3.5
Mike Dunleavy,1980-09-15,2013,32,MIL,2013,,L,MIA,4,0,4,91,17,30,7,16,8,9,3,16,8,2,0,3,5,49,.567,.438,.889,22.9,12.3,4.0,2.0
Mike Dunleavy,1980-09-15,2014,33,CHI,2014,,L,WAS,5,1,4,163,25,53,12,26,4,6,5,18,12,3,1,5,7,66,.472,.462,.667,32.6,13.2,3.6,2.4
Lazar Hayward,1986-11-26,2012,25,OKC,2012,,W,DAL,1,1,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,,,4.9,0.0,1.0,0.0
Jared Dudley,1985-07-10,2010,24,PHO,2010,,W,SAS,4,4,0,106,11,21,4,10,4,8,7,20,7,5,0,2,11,30,.524,.400,.500,26.6,7.5,5.0,1.8
Jared Dudley,1985-07-10,2010,24,PHO,2010,,L,LAL,6,2,4,142,15,30,11,22,7,11,5,25,9,8,3,4,12,48,.500,.500,.636,23.7,8.0,4.2,1.5
Goran Dragić,1986-05-06,2010,23,PHO,2010,,W,POR,6,4,2,90,13,31,7,15,8,10,1,7,12,0,0,4,5,41,.419,.467,.800,15.0,6.8,1.2,2.0
Brendan Haywood,1979-11-27,2010,30,DAL,2010,,L,SAS,6,2,4,139,12,21,0,0,12,20,18,37,3,7,10,3,14,36,.571,,.600,23.1,6.0,6.2,0.5
Tim Duncan,1976-04-25,2011,34,SAS,2011,,L,MEM,6,2,4,212,33,69,0,0,10,16,16,63,16,3,15,18,17,76,.478,,.625,35.3,12.7,10.5,2.7
Tim Duncan,1976-04-25,2012,35,SAS,2012,,W,UTA,4,4,0,121,23,49,0,1,11,14,7,35,10,4,7,5,7,57,.469,.000,.786,30.1,14.3,8.8,2.5
Andre Drummond,1993-08-10,2019,25,DET,2019,,L,MIL,4,0,4,127,24,54,0,1,9,21,20,52,9,6,5,11,17,57,.444,.000,.429,31.8,14.3,13.0,2.3
PJ Dozier,1996-10-25,2020,23,DEN,2020,,W,LAC,4,2,2,12,3,7,0,1,0,0,0,0,1,0,0,2,0,6,.429,.000,,2.9,1.5,0.0,0.3
PJ Dozier,1996-10-25,2020,23,DEN,2020,,L,LAL,4,0,4,33,6,10,1,1,1,5,1,5,3,1,1,2,4,14,.600,1.000,.200,8.2,3.5,1.3,0.8
Gordon Hayward,1990-03-23,2012,21,UTA,2012,,L,SAS,4,0,4,123,6,33,1,12,16,16,2,11,12,3,0,3,4,29,.182,.083,1.000,30.6,7.3,2.8,3.0
Mike Dunleavy,1980-09-15,2015,34,CHI,2015,,W,MIL,6,4,2,181,20,40,17,31,6,6,3,24,18,4,1,8,17,63,.500,.548,1.000,30.2,10.5,4.0,3.0
Mike Dunleavy,1980-09-15,2015,34,CHI,2015,,L,CLE,6,2,4,208,23,48,10,25,12,13,4,24,13,6,4,7,14,68,.479,.400,.923,34.6,11.3,4.0,2.2
Lazar Hayward,1986-11-26,2012,25,OKC,2012,,W,LAL,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2.0,0.0,0.0,0.0
Lazar Hayward,1986-11-26,2012,25,OKC,2012,,W,SAS,1,1,0,5,1,1,0,0,0,0,0,1,0,0,0,0,1,2,1.000,,,5.0,2.0,1.0,0.0
Jared Dudley,1985-07-10,2014,28,LAC,2014,,W,GSW,3,1,2,9,1,2,1,1,0,0,0,1,0,1,0,0,0,3,.500,1.000,,2.8,1.0,0.3,0.0
Jared Dudley,1985-07-10,2014,28,LAC,2014,,L,OKC,4,1,3,36,2,9,2,5,0,0,0,5,2,0,0,0,5,6,.222,.400,,9.0,1.5,1.3,0.5
Goran Dragić,1986-05-06,2010,23,PHO,2010,,W,SAS,4,4,0,53,14,31,5,12,3,6,4,9,8,2,1,4,6,36,.452,.417,.500,13.2,9.0,2.3,2.0
Goran Dragić,1986-05-06,2010,23,PHO,2010,,L,LAL,6,2,4,94,16,38,1,13,12,15,5,13,16,2,0,8,7,45,.421,.077,.800,15.7,7.5,2.2,2.7
Brendan Haywood,1979-11-27,2011,31,DAL,2011,,W,POR,6,4,2,113,6,11,0,0,3,15,17,31,1,1,7,5,16,15,.545,,.200,18.8,2.5,5.2,0.2
Brendan Haywood,1979-11-27,2011,31,DAL,2011,,W,LAL,4,4,0,62,4,7,0,0,3,5,10,23,2,0,5,6,12,11,.571,,.600,15.5,2.8,5.8,0.5
Tim Duncan,1976-04-25,2012,35,SAS,2012,,W,LAC,4,4,0,136,38,64,0,0,8,10,7,37,13,4,8,5,7,84,.594,,.800,33.9,21.0,9.3,3.3
Tim Duncan,1976-04-25,2012,35,SAS,2012,,L,OKC,6,2,4,207,40,91,0,0,22,34,18,59,16,2,14,11,16,102,.440,,.647,34.5,17.0,9.8,2.7
Gordon Hayward,1990-03-23,2017,26,UTA,2017,,W,LAC,7,4,3,255,53,113,17,38,43,45,5,51,20,5,2,17,16,166,.469,.447,.956,36.5,23.7,7.3,2.9
Gordon Hayward,1990-03-23,2017,26,UTA,2017,,L,GSW,4,0,4,155,30,75,11,30,28,31,2,16,17,5,1,7,7,99,.400,.367,.903,38.8,24.8,4.0,4.3
Mike Dunleavy,1980-09-15,2017,36,ATL,2017,,L,WAS,6,2,4,53,3,7,2,5,4,4,1,5,2,1,0,6,3,12,.429,.400,1.000,8.8,2.0,0.8,0.3
Lazar Hayward,1986-11-26,2012,25,OKC,2012,,L,MIA,1,0,1,5,1,2,0,0,0,0,0,2,0,0,0,0,1,2,.500,,,4.7,2.0,2.0,0.0
Jared Dudley,1985-07-10,2015,29,MIL,2015,,L,CHI,6,2,4,110,14,30,8,14,4,7,3,11,8,12,2,5,12,40,.467,.571,.571,18.4,6.7,1.8,1.3
Jared Dudley,1985-07-10,2019,33,BRK,2019,,L,PHI,4,1,3,82,3,11,2,9,4,4,0,2,11,3,1,4,10,12,.273,.222,1.000,20.6,3.0,0.5,2.8
Goran Dragić,1986-05-06,2016,29,MIA,2016,,W,CHO,7,4,3,209,39,92,7,21,14,20,3,32,30,4,2,12,22,99,.424,.333,.700,29.8,14.1,4.6,4.3
Goran Dragić,1986-05-06,2016,29,MIA,2016,,L,TOR,7,3,4,263,52,114,9,25,19,23,8,37,24,2,1,19,24,132,.456,.360,.826,37.6,18.9,5.3,3.4
Brendan Haywood,1979-11-27,2011,31,DAL,2011,,W,OKC,5,4,1,74,7,10,0,0,11,17,5,12,1,0,3,1,14,25,.700,,.647,14.9,5.0,2.4,0.2
Brendan Haywood,1979-11-27,2011,31,DAL,2011,,W,MIA,3,2,1,25,1,3,0,0,3,6,2,7,0,1,3,1,6,5,.333,,.500,8.5,1.7,2.3,0.0
Tim Duncan,1976-04-25,2013,36,SAS,2013,,W,LAL,4,4,0,129,30,58,0,1,10,12,8,30,6,6,4,6,12,70,.517,.000,.833,32.3,17.5,7.5,1.5
Tim Duncan,1976-04-25,2013,36,SAS,2013,,W,GSW,6,4,2,214,44,104,0,0,29,34,12,62,11,3,8,11,12,117,.423,,.853,35.7,19.5,10.3,1.8
Gordon Hayward,1990-03-23,2019,28,BOS,2019,,W,IND,4,4,0,124,17,35,4,9,11,11,2,20,7,4,1,7,10,49,.486,.444,1.000,31.1,12.3,5.0,1.8
Gordon Hayward,1990-03-23,2019,28,BOS,2019,,L,MIL,5,1,4,142,12,35,5,15,8,8,1,16,15,2,2,8,6,37,.343,.333,1.000,28.4,7.4,3.2,3.0
Jared Dudley,1985-07-10,2020,34,LAL,2020,,W,POR,3,3,0,16,0,2,0,1,0,0,0,2,0,3,0,1,1,0,.000,.000,,5.2,0.0,0.7,0.0
Jared Dudley,1985-07-10,2020,34,LAL,2020,,W,HOU,2,1,1,8,0,1,0,1,0,0,0,0,0,0,0,1,1,0,.000,.000,,4.1,0.0,0.0,0.0
Goran Dragić,1986-05-06,2018,31,MIA,2018,,L,PHI,5,1,4,156,35,75,8,21,15,22,3,13,23,5,0,15,15,93,.467,.381,.682,31.3,18.6,2.6,4.6
Goran Dragić,1986-05-06,2020,33,MIA,2020,,W,IND,4,4,0,137,36,75,12,29,7,12,5,16,20,5,0,10,10,91,.480,.414,.583,34.2,22.8,4.0,5.0
Brendan Haywood,1979-11-27,2012,32,DAL,2012,,L,OKC,4,0,4,61,4,14,0,0,5,8,7,13,1,1,2,2,8,13,.286,,.625,15.3,3.3,3.3,0.3
Brendan Haywood,1979-11-27,2015,35,CLE,2015,,W,ATL,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.000,,,2.0,0.0,0.0,0.0
Tim Duncan,1976-04-25,2013,36,SAS,2013,,W,MEM,4,4,0,137,27,57,0,0,8,13,8,37,13,3,12,9,13,62,.474,,.615,34.4,15.5,9.3,3.3
Tim Duncan,1976-04-25,2013,36,SAS,2013,,L,MIA,7,3,4,254,50,102,0,0,32,39,26,85,10,6,10,16,16,132,.490,,.821,36.3,18.9,12.1,1.4
Gordon Hayward,1990-03-23,2020,29,BOS,2020,,W,PHI,1,1,0,34,5,13,2,6,0,0,0,4,3,4,0,1,0,12,.385,.333,,34.5,12.0,4.0,3.0
Gordon Hayward,1990-03-23,2020,29,BOS,2020,,L,MIA,4,2,2,123,15,37,5,18,7,8,3,16,11,3,2,6,10,42,.405,.278,.875,30.7,10.5,4.0,2.8
Jared Dudley,1985-07-10,2020,34,LAL,2020,,W,DEN,1,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,4.1,0.0,0.0,0.0
Jared Dudley,1985-07-10,2020,34,LAL,2020,,W,MIA,3,2,1,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,.000,.000,,0.9,0.0,0.0,0.0
Goran Dragić,1986-05-06,2020,33,MIA,2020,,W,MIL,5,4,1,176,35,80,12,34,17,20,5,24,22,6,1,10,17,99,.438,.353,.850,35.2,19.8,4.8,4.4
Goran Dragić,1986-05-06,2020,33,MIA,2020,,W,BOS,6,4,2,207,43,97,13,39,24,27,2,23,28,3,1,17,20,123,.443,.333,.889,34.5,20.5,3.8,4.7
Tim Duncan,1976-04-25,2014,37,SAS,2014,,W,DAL,7,4,3,244,51,88,0,0,19,26,20,59,9,1,13,5,18,121,.580,,.731,34.9,17.3,8.4,1.3
