Name,Born,Year,Age,Team,Lg,Round,W/L,Opp,G,W,L,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP_PerG,PTS_PerG,TRB_PerG,AST_PerG
Josh Selby,1991-03-27,2012,20,MEM,2012,,L,LAC,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0
Tyrus Thomas,1986-08-17,2010,23,CHA,2010,,L,ORL,4,0,4,68,15,24,0,0,5,6,6,22,2,2,2,4,9,35,.625,,.833,16.9,8.8,5.5,0.5
Kurt Thomas,1972-10-04,2010,37,MIL,2010,,L,ATL,7,3,4,199,17,35,0,0,4,5,12,55,11,3,4,8,26,38,.486,,.800,28.5,5.4,7.9,1.6
Kurt Thomas,1972-10-04,2011,38,CHI,2011,,W,IND,4,3,1,47,7,11,0,1,0,0,5,10,2,1,2,2,7,14,.636,.000,,11.9,3.5,2.5,0.5
Landry Shamet,1997-03-13,2020,22,LAC,2020,,W,DAL,6,4,2,137,17,35,11,24,3,3,0,12,8,6,2,6,10,48,.486,.458,1.000,22.8,8.0,2.0,1.3
Landry Shamet,1997-03-13,2020,22,LAC,2020,,L,DEN,7,3,4,106,7,24,4,18,2,4,0,10,9,0,1,7,8,20,.292,.222,.500,15.2,2.9,1.4,1.3
Ramon Sessions,1986-04-11,2012,25,LAL,2012,,L,OKC,5,1,4,152,12,34,0,4,10,12,2,12,15,0,1,12,11,34,.353,.000,.833,30.3,6.8,2.4,3.0
Ramon Sessions,1986-04-11,2015,28,WAS,2015,,W,TOR,4,4,0,66,8,18,5,9,5,6,0,8,6,0,1,3,7,26,.444,.556,.833,16.5,6.5,2.0,1.5
Kevin Séraphin,1989-12-07,2014,24,WAS,2014,,L,IND,3,1,2,5,0,3,0,0,0,0,1,2,0,0,0,1,1,0,.000,,,1.6,0.0,0.7,0.0
Kevin Séraphin,1989-12-07,2015,25,WAS,2015,,W,TOR,3,3,0,33,9,16,0,0,2,4,0,7,2,1,0,2,6,20,.563,,.500,11.1,6.7,2.3,0.7
Thabo Sefolosha,1984-05-02,2010,25,OKC,2010,,L,LAL,6,2,4,127,8,27,3,13,8,9,3,18,7,5,6,2,15,27,.296,.231,.889,21.2,4.5,3.0,1.2
Nikola Jokić,1995-02-19,2019,23,DEN,2019,,W,SAS,7,4,3,261,62,127,10,30,28,32,26,85,64,9,5,12,23,162,.488,.333,.875,37.3,23.1,12.1,9.1
Kurt Thomas,1972-10-04,2011,38,CHI,2011,,W,ATL,2,1,1,8,1,2,0,1,0,0,0,1,0,0,0,0,3,2,.500,.000,,4.2,1.0,0.5,0.0
Kurt Thomas,1972-10-04,2011,38,CHI,2011,,L,MIA,1,0,1,18,2,5,0,0,0,0,4,8,1,0,1,1,2,4,.400,,,18.2,4.0,8.0,1.0
Ramon Sessions,1986-04-11,2015,28,WAS,2015,,L,ATL,6,2,4,152,18,52,5,16,8,13,2,16,17,4,0,7,7,49,.346,.313,.615,25.3,8.2,2.7,2.8
Kevin Séraphin,1989-12-07,2015,25,WAS,2015,,L,ATL,3,1,2,39,6,15,0,0,1,2,3,12,0,1,1,2,4,13,.400,,.500,12.9,4.3,4.0,0.0
Kevin Séraphin,1989-12-07,2017,27,IND,2017,,L,CLE,4,0,4,59,12,26,0,0,5,7,8,14,4,0,2,4,10,29,.462,,.714,14.7,7.3,3.5,1.0
Thabo Sefolosha,1984-05-02,2011,26,OKC,2011,,W,DEN,5,4,1,107,9,24,1,8,6,6,5,21,4,6,0,3,7,25,.375,.125,1.000,21.3,5.0,4.2,0.8
Thabo Sefolosha,1984-05-02,2011,26,OKC,2011,,W,MEM,7,4,3,136,11,25,1,12,5,5,4,16,5,3,2,10,7,28,.440,.083,1.000,19.5,4.0,2.3,0.7
Nikola Jokić,1995-02-19,2019,23,DEN,2019,,L,POR,7,3,4,295,70,134,12,26,38,46,28,97,54,7,8,24,31,190,.522,.462,.826,42.2,27.1,13.9,7.7
Nikola Jokić,1995-02-19,2020,24,DEN,2020,,W,UTA,7,4,3,263,70,136,22,46,22,26,14,57,38,5,3,16,22,184,.515,.478,.846,37.6,26.3,8.1,5.4
Wesley Johnson,1987-07-11,2016,28,LAC,2016,,L,POR,6,2,4,77,5,14,3,9,3,3,5,18,2,1,4,2,6,16,.357,.333,1.000,12.8,2.7,3.0,0.3
Thabo Sefolosha,1984-05-02,2011,26,OKC,2011,,L,DAL,5,1,4,102,11,18,2,6,2,2,3,16,3,7,3,2,10,26,.611,.333,1.000,20.3,5.2,3.2,0.6
Thabo Sefolosha,1984-05-02,2012,27,OKC,2012,,W,DAL,4,4,0,69,5,13,3,6,0,0,0,7,6,2,2,0,8,13,.385,.500,,17.3,3.3,1.8,1.5
Nikola Jokić,1995-02-19,2020,24,DEN,2020,,W,LAC,7,4,3,264,67,130,15,38,22,27,10,94,46,5,10,33,23,171,.515,.395,.815,37.7,24.4,13.4,6.6
Nikola Jokić,1995-02-19,2020,24,DEN,2020,,L,LAL,5,1,4,167,41,77,5,14,22,26,13,36,25,10,2,13,23,109,.532,.357,.846,33.4,21.8,7.2,5.0
Wesley Johnson,1987-07-11,2017,29,LAC,2017,,L,UTA,3,1,2,11,0,0,0,0,1,2,0,2,0,1,0,0,2,1,,,.500,3.6,0.3,0.7,0.0
Thabo Sefolosha,1984-05-02,2012,27,OKC,2012,,W,LAL,5,4,1,95,8,20,4,12,2,2,0,10,9,7,1,3,15,22,.400,.333,1.000,19.1,4.4,2.0,1.8
Thabo Sefolosha,1984-05-02,2012,27,OKC,2012,,W,SAS,6,4,2,152,20,42,7,20,1,1,8,26,6,14,2,4,10,48,.476,.350,1.000,25.4,8.0,4.3,1.0
Thabo Sefolosha,1984-05-02,2012,27,OKC,2012,,L,MIA,5,1,4,130,8,27,2,11,5,6,3,10,5,7,4,4,11,23,.296,.182,.833,25.9,4.6,2.0,1.0
Thabo Sefolosha,1984-05-02,2013,28,OKC,2013,,W,HOU,6,4,2,192,14,39,10,28,2,2,7,32,16,9,5,4,21,40,.359,.357,1.000,32.0,6.7,5.3,2.7
Thabo Sefolosha,1984-05-02,2013,28,OKC,2013,,L,MEM,5,1,4,108,7,22,2,10,7,9,6,17,7,3,0,4,5,23,.318,.200,.778,21.6,4.6,3.4,1.4
Thabo Sefolosha,1984-05-02,2014,29,OKC,2014,,W,MEM,5,2,3,97,6,18,2,7,3,3,5,14,6,5,0,3,5,17,.333,.286,1.000,19.4,3.4,2.8,1.2
Thabo Sefolosha,1984-05-02,2014,29,OKC,2014,,W,LAC,6,4,2,105,16,26,4,13,1,2,1,14,4,4,0,2,4,37,.615,.308,.500,17.5,6.2,2.3,0.7
Thabo Sefolosha,1984-05-02,2014,29,OKC,2014,,L,SAS,4,0,4,34,1,11,0,3,0,0,1,3,0,1,0,2,1,2,.091,.000,,8.4,0.5,0.8,0.0
Thabo Sefolosha,1984-05-02,2016,31,ATL,2016,,W,BOS,6,4,2,112,7,22,1,11,8,13,4,28,9,7,5,7,10,23,.318,.091,.615,18.6,3.8,4.7,1.5
Thabo Sefolosha,1984-05-02,2016,31,ATL,2016,,L,CLE,4,0,4,91,15,24,6,8,0,2,4,13,8,3,1,3,7,36,.625,.750,.000,22.7,9.0,3.3,2.0
Orlando Johnson,1989-03-11,2013,23,IND,2013,,W,ATL,4,3,1,12,0,5,0,1,3,5,0,2,0,0,0,1,0,3,.000,.000,.600,3.0,0.8,0.5,0.0
Trey Johnson,1984-08-30,2011,26,LAL,2011,,W,NOH,2,1,1,7,1,2,0,0,1,2,1,3,1,0,0,0,1,3,.500,,.500,3.4,1.5,1.5,0.5
Thabo Sefolosha,1984-05-02,2017,32,ATL,2017,,L,WAS,4,2,2,9,0,1,0,0,1,4,0,0,0,0,0,0,1,1,.000,,.250,2.2,0.3,0.0,0.0
Thabo Sefolosha,1984-05-02,2019,34,UTA,2019,,L,HOU,4,1,3,42,2,14,1,8,0,0,1,8,2,0,0,1,3,5,.143,.125,,10.5,1.3,2.0,0.5
Orlando Johnson,1989-03-11,2013,23,IND,2013,,W,NYK,3,2,1,7,1,2,1,1,1,2,0,0,0,0,0,0,0,4,.500,1.000,.500,2.4,1.3,0.0,0.0
Orlando Johnson,1989-03-11,2013,23,IND,2013,,L,MIA,5,2,3,9,1,4,0,1,1,2,0,1,1,0,0,0,0,3,.250,.000,.500,1.8,0.6,0.2,0.2
Nick Johnson,1992-12-22,2015,22,HOU,2015,,W,DAL,3,2,1,9,0,3,0,2,0,0,0,3,1,0,0,0,1,0,.000,.000,,3.1,0.0,1.0,0.3
Trey Johnson,1984-08-30,2011,26,LAL,2011,,L,DAL,1,0,1,5,0,3,0,1,0,0,0,1,0,0,0,0,1,0,.000,.000,,4.8,0.0,1.0,0.0
Stephen Graham,1982-06-11,2010,27,CHA,2010,,L,ORL,2,0,2,5,0,4,0,1,0,0,0,0,1,1,0,1,1,0,.000,.000,,2.3,0.0,0.0,0.5
Linton Johnson,1980-06-13,2009,28,CHI,2009,,L,BOS,3,1,2,10,1,2,0,0,2,2,2,4,1,0,0,0,1,4,.500,,1.000,3.3,1.3,1.3,0.3
Tyler Johnson,1992-05-07,2016,23,MIA,2016,,W,CHO,1,1,0,6,2,4,1,1,0,0,0,1,2,0,0,0,0,5,.500,1.000,,5.9,5.0,1.0,2.0
Stanley Johnson,1996-05-29,2016,19,DET,2016,,L,CLE,4,0,4,81,12,23,6,10,2,2,0,16,0,1,0,3,10,32,.522,.600,1.000,20.4,8.0,4.0,0.0
Andrew Goudelock,1988-12-07,2012,23,LAL,2012,,W,DEN,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.2,0.0,0.0,0.0
Nick Johnson,1992-12-22,2015,22,HOU,2015,,W,LAC,4,2,2,21,3,8,1,2,3,3,1,1,3,0,0,2,2,10,.375,.500,1.000,5.3,2.5,0.3,0.8
Nick Johnson,1992-12-22,2015,22,HOU,2015,,L,GSW,2,0,2,19,1,6,0,3,0,0,0,0,0,0,1,2,4,2,.167,.000,,9.3,1.0,0.0,0.0
Joey Graham,1982-06-11,2010,27,DEN,2010,,L,UTA,4,1,3,29,10,17,1,3,3,5,4,10,0,2,1,1,6,24,.588,.333,.600,7.4,6.0,2.5,0.0
Marcin Gortat,1984-02-17,2009,24,ORL,2009,,W,PHI,6,4,2,86,8,15,0,0,1,2,7,28,2,5,4,4,9,17,.533,,.500,14.3,2.8,4.7,0.3
Tyler Johnson,1992-05-07,2016,23,MIA,2016,,L,TOR,4,2,2,55,3,7,2,5,8,11,2,6,6,1,0,2,8,16,.429,.400,.727,13.7,4.0,1.5,1.5
Tyler Johnson,1992-05-07,2018,25,MIA,2018,,L,PHI,5,1,4,81,14,26,6,10,6,7,1,8,4,2,0,2,14,40,.538,.600,.857,16.2,8.0,1.6,0.8
Stanley Johnson,1996-05-29,2020,23,TOR,2020,,W,BRK,2,2,0,16,4,10,2,5,1,1,1,4,5,0,0,0,2,11,.400,.400,1.000,8.1,5.5,2.0,2.5
Stanley Johnson,1996-05-29,2020,23,TOR,2020,,L,BOS,1,0,1,4,1,1,0,0,0,0,0,0,1,0,0,1,1,2,1.000,,,4.1,2.0,0.0,1.0
Eric Gordon,1988-12-25,2015,26,NOP,2015,,L,GSW,4,0,4,143,28,63,13,32,5,6,2,9,15,2,2,10,11,74,.444,.406,.833,35.8,18.5,2.3,3.8
Ben Gordon,1983-04-04,2009,25,CHI,2009,,L,BOS,7,3,4,304,52,134,17,46,49,56,3,20,21,3,1,8,22,170,.388,.370,.875,43.5,24.3,2.9,3.0
Aaron Gordon,1995-09-16,2019,23,ORL,2019,,L,TOR,5,1,4,164,29,62,8,20,10,19,11,36,18,6,1,13,16,76,.468,.400,.526,32.8,15.2,7.2,3.6
Andrew Goudelock,1988-12-07,2012,23,LAL,2012,,L,OKC,2,0,2,8,2,3,1,1,0,0,0,1,0,0,0,0,1,5,.667,1.000,,4.0,2.5,0.5,0.0
Andrew Goudelock,1988-12-07,2013,24,LAL,2013,,L,SAS,3,0,3,80,16,36,2,10,2,2,1,5,3,5,0,4,7,36,.444,.200,1.000,26.7,12.0,1.7,1.0
Marcin Gortat,1984-02-17,2009,24,ORL,2009,,W,BOS,7,4,3,67,12,13,0,0,6,6,6,14,1,2,1,3,13,30,.923,,1.000,9.5,4.3,2.0,0.1
Marcin Gortat,1984-02-17,2009,24,ORL,2009,,W,CLE,6,4,2,65,7,9,0,0,1,4,3,21,0,0,5,1,12,15,.778,,.250,10.8,2.5,3.5,0.0
Tyler Johnson,1992-05-07,2020,27,BRK,2020,,L,TOR,4,0,4,93,21,46,11,28,2,2,0,7,9,0,1,3,11,55,.457,.393,1.000,23.2,13.8,1.8,2.3
Eric Gordon,1988-12-25,2017,28,HOU,2017,,W,OKC,5,4,1,167,24,56,11,31,9,12,3,23,8,3,4,5,12,68,.429,.355,.750,33.3,13.6,4.6,1.6
Eric Gordon,1988-12-25,2017,28,HOU,2017,,L,SAS,6,2,4,192,27,65,16,39,4,6,2,20,14,5,2,9,8,74,.415,.410,.667,31.9,12.3,3.3,2.3
Andrew Goudelock,1988-12-07,2016,27,HOU,2016,,L,GSW,2,0,2,11,3,6,0,1,0,0,0,2,0,0,0,3,0,6,.500,.000,,5.7,3.0,1.0,0.0
Marcin Gortat,1984-02-17,2009,24,ORL,2009,,L,LAL,5,1,4,53,7,15,0,0,2,4,2,13,0,2,5,3,5,16,.467,,.500,10.7,3.2,2.6,0.0
Marcin Gortat,1984-02-17,2010,25,ORL,2010,,W,CHA,4,4,0,86,6,10,0,0,3,4,10,21,2,1,2,1,9,15,.600,,.750,21.5,3.8,5.3,0.5
Drew Gooden,1981-09-24,2009,27,SAS,2009,,L,DAL,4,1,3,71,11,33,0,2,7,7,5,15,1,1,1,3,13,29,.333,.000,1.000,17.7,7.3,3.8,0.3
Eric Gordon,1988-12-25,2018,29,HOU,2018,,W,MIN,5,4,1,154,22,64,13,43,11,14,5,9,5,3,2,3,6,68,.344,.302,.786,30.8,13.6,1.8,1.0
Eric Gordon,1988-12-25,2018,29,HOU,2018,,W,UTA,5,4,1,152,18,53,9,27,16,18,2,16,9,3,2,7,11,61,.340,.333,.889,30.5,12.2,3.2,1.8
Marcin Gortat,1984-02-17,2010,25,ORL,2010,,W,ATL,4,4,0,45,7,10,0,0,2,3,6,15,3,1,0,1,7,16,.700,,.667,11.1,4.0,3.8,0.8
Marcin Gortat,1984-02-17,2010,25,ORL,2010,,L,BOS,6,2,4,82,4,6,0,0,3,4,8,26,4,1,2,1,13,11,.667,,.750,13.6,1.8,4.3,0.7
Drew Gooden,1981-09-24,2014,32,WAS,2014,,W,CHI,4,3,1,36,1,4,0,1,0,0,2,3,1,1,1,0,8,2,.250,.000,,9.0,0.5,0.8,0.3
Drew Gooden,1981-09-24,2014,32,WAS,2014,,L,IND,6,2,4,110,13,34,0,3,6,8,18,39,3,2,3,4,22,32,.382,.000,.750,18.3,5.3,6.5,0.5
Eric Gordon,1988-12-25,2018,29,HOU,2018,,L,GSW,7,3,4,243,44,104,21,60,24,29,2,20,14,4,4,14,12,133,.423,.350,.828,34.6,19.0,2.9,2.0
Eric Gordon,1988-12-25,2019,30,HOU,2019,,W,UTA,5,4,1,176,25,57,18,37,8,10,3,13,6,4,6,9,12,76,.439,.486,.800,35.2,15.2,2.6,1.2
Marcin Gortat,1984-02-17,2014,29,WAS,2014,,W,CHI,5,4,1,180,21,54,0,0,12,20,17,48,9,3,10,9,10,54,.389,,.600,36.0,10.8,9.6,1.8
Marcin Gortat,1984-02-17,2014,29,WAS,2014,,L,IND,6,2,4,202,37,64,0,0,15,21,19,61,7,2,4,11,12,89,.578,,.714,33.6,14.8,10.2,1.2
Drew Gooden,1981-09-24,2015,33,WAS,2015,,W,TOR,4,4,0,82,13,33,7,14,3,5,9,27,4,0,5,5,7,36,.394,.500,.600,20.6,9.0,6.8,1.0
Drew Gooden,1981-09-24,2015,33,WAS,2015,,L,ATL,6,2,4,96,10,28,5,12,7,8,4,28,4,2,5,9,14,32,.357,.417,.875,15.9,5.3,4.7,0.7
Eric Gordon,1988-12-25,2019,30,HOU,2019,,L,GSW,6,2,4,233,42,93,20,58,16,18,2,14,8,3,5,18,10,120,.452,.345,.889,38.9,20.0,2.3,1.3
Eric Gordon,1988-12-25,2020,31,HOU,2020,,W,OKC,7,4,3,239,47,116,13,52,20,22,5,23,24,9,6,19,18,127,.405,.250,.909,34.2,18.1,3.3,3.4
Marcin Gortat,1984-02-17,2015,30,WAS,2015,,W,TOR,4,4,0,125,29,39,0,0,11,17,12,40,12,3,8,9,12,69,.744,,.647,31.2,17.3,10.0,3.0
Marcin Gortat,1984-02-17,2015,30,WAS,2015,,L,ATL,6,2,4,182,25,47,0,0,5,7,15,48,10,3,3,7,17,55,.532,,.714,30.4,9.2,8.0,1.7
Eric Gordon,1988-12-25,2020,31,HOU,2020,,L,LAL,5,1,4,170,25,60,16,38,15,18,1,9,12,1,1,5,8,81,.417,.421,.833,34.1,16.2,1.8,2.4
Marcin Gortat,1984-02-17,2017,32,WAS,2017,,W,ATL,6,4,2,188,18,39,0,0,3,4,21,64,10,1,14,6,19,39,.462,,.750,31.3,6.5,10.7,1.7
Marcin Gortat,1984-02-17,2017,32,WAS,2017,,L,BOS,7,3,4,221,29,54,0,0,8,14,31,79,14,4,6,11,21,66,.537,,.571,31.5,9.4,11.3,2.0
Marcin Gortat,1984-02-17,2018,33,WAS,2018,,L,TOR,6,2,4,160,24,43,0,0,4,7,13,38,6,0,2,6,15,52,.558,,.571,26.6,8.7,6.3,1.0
Jerome Robinson,1997-02-22,2019,21,LAC,2019,,L,GSW,5,1,4,46,5,14,3,6,5,5,2,6,7,2,0,1,4,18,.357,.500,1.000,9.2,3.6,1.2,1.4
Glenn Robinson III,1994-01-08,2016,22,IND,2016,,L,TOR,4,2,2,10,3,4,0,0,1,1,0,0,0,0,1,0,0,7,.750,,1.000,2.6,1.8,0.0,0.0
Thomas Robinson,1991-03-17,2014,22,POR,2014,,W,HOU,6,4,2,58,7,15,0,0,3,4,6,15,2,4,4,5,11,17,.467,,.750,9.6,2.8,2.5,0.3
Nate Robinson,1984-05-31,2010,25,BOS,2010,,W,MIA,3,2,1,12,3,7,1,4,0,0,0,1,0,2,0,2,1,7,.429,.250,,4.1,2.3,0.3,0.0
Duncan Robinson,1994-04-22,2020,25,MIA,2020,,W,IND,4,4,0,101,15,32,12,27,8,10,1,12,5,2,1,5,11,50,.469,.444,.800,25.1,12.5,3.0,1.3
Brian Roberts,1985-12-03,2016,30,POR,2016,,W,LAC,5,3,2,6,0,1,0,1,0,0,0,0,0,0,0,0,1,0,.000,.000,,1.2,0.0,0.0,0.0
Anthony Roberson,1983-02-14,2009,25,CHI,2009,,L,BOS,1,0,1,4,3,4,2,2,0,0,1,1,0,2,0,1,0,8,.750,1.000,,4.2,8.0,1.0,0.0
Glenn Robinson III,1994-01-08,2017,23,IND,2017,,L,CLE,3,0,3,31,6,6,2,2,1,2,0,3,1,0,0,0,2,15,1.000,1.000,.500,10.4,5.0,1.0,0.3
Glenn Robinson III,1994-01-08,2018,24,IND,2018,,L,CLE,2,1,1,6,1,1,0,0,0,0,0,1,0,0,0,0,0,2,1.000,,,2.8,1.0,0.5,0.0
Thomas Robinson,1991-03-17,2014,22,POR,2014,,L,SAS,5,1,4,64,6,16,0,0,3,3,4,13,4,1,1,0,12,15,.375,,1.000,12.7,3.0,2.6,0.8
Nate Robinson,1984-05-31,2010,25,BOS,2010,,W,CLE,3,2,1,16,3,10,2,4,3,4,1,2,2,1,0,1,2,11,.300,.500,.750,5.4,3.7,0.7,0.7
Nate Robinson,1984-05-31,2010,25,BOS,2010,,W,ORL,4,2,2,29,6,17,3,10,4,6,1,3,3,2,1,0,7,19,.353,.300,.667,7.2,4.8,0.8,0.8
Duncan Robinson,1994-04-22,2020,25,MIA,2020,,W,MIL,5,4,1,136,15,37,12,34,3,4,0,14,8,3,1,6,14,45,.405,.353,.750,27.2,9.0,2.8,1.6
Duncan Robinson,1994-04-22,2020,25,MIA,2020,,W,BOS,6,4,2,171,24,55,20,49,7,9,3,16,10,4,2,1,19,75,.436,.408,.778,28.5,12.5,2.7,1.7
Brian Roberts,1985-12-03,2016,30,POR,2016,,L,GSW,5,1,4,30,2,8,0,3,4,6,1,1,3,0,0,1,4,8,.250,.000,.667,5.9,1.6,0.2,0.6
Glenn Robinson III,1994-01-08,2019,25,DET,2019,,L,MIL,3,0,3,36,4,15,1,8,4,4,2,7,2,2,0,1,5,13,.267,.125,1.000,11.9,4.3,2.3,0.7
Nate Robinson,1984-05-31,2010,25,BOS,2010,,L,LAL,7,3,4,71,12,30,5,15,5,5,2,8,13,1,0,4,6,34,.400,.333,1.000,10.1,4.9,1.1,1.9
Nate Robinson,1984-05-31,2011,26,OKC,2011,,W,MEM,2,2,0,6,2,4,2,4,2,2,0,0,1,0,0,0,1,8,.500,.500,1.000,3.1,4.0,0.0,0.5
Rodrigue Beaubois,1988-02-24,2010,21,DAL,2010,,L,SAS,4,1,3,31,9,19,2,6,1,3,2,6,4,0,0,3,5,21,.474,.333,.333,7.7,5.3,1.5,1.0
Jordan Bell,1995-01-07,2018,23,GSW,2018,,W,SAS,3,3,0,11,1,3,0,0,1,2,1,2,1,0,0,0,1,3,.333,,.500,3.7,1.0,0.7,0.3
Charlie Bell,1979-03-12,2010,30,MIL,2010,,L,ATL,3,2,1,8,0,2,0,1,0,0,0,0,0,0,0,0,2,0,.000,.000,,2.7,0.0,0.0,0.0
Marco Belinelli,1986-03-25,2011,24,NOH,2011,,L,LAL,6,2,4,173,23,63,8,26,4,4,0,5,4,5,0,4,12,58,.365,.308,1.000,28.8,9.7,0.8,0.7
Duncan Robinson,1994-04-22,2020,25,MIA,2020,,L,LAL,6,2,4,192,21,52,18,46,15,15,1,16,15,5,2,4,21,75,.404,.391,1.000,32.0,12.5,2.7,2.5
Nate Robinson,1984-05-31,2011,26,OKC,2011,,L,DAL,1,0,1,6,0,3,0,2,0,0,0,0,0,0,0,0,0,0,.000,.000,,5.7,0.0,0.0,0.0
Nate Robinson,1984-05-31,2013,28,CHI,2013,,W,BRK,7,4,3,210,49,97,12,33,9,11,0,12,25,7,0,14,20,119,.505,.364,.818,30.0,17.0,1.7,3.6
Rodrigue Beaubois,1988-02-24,2012,23,DAL,2012,,L,OKC,2,0,2,12,0,2,0,1,0,0,0,1,2,0,0,1,1,0,.000,.000,,5.9,0.0,0.5,1.0
Jordan Bell,1995-01-07,2018,23,GSW,2018,,W,NOP,4,3,1,23,1,4,0,0,1,2,1,6,5,2,2,0,2,3,.250,,.500,5.8,0.8,1.5,1.3
Jordan Bell,1995-01-07,2018,23,GSW,2018,,W,HOU,6,3,3,85,5,11,0,0,2,4,9,26,5,3,5,6,11,12,.455,,.500,14.2,2.0,4.3,0.8
Marco Belinelli,1986-03-25,2013,26,CHI,2013,,W,BRK,7,4,3,156,28,60,7,20,19,21,0,19,18,4,0,6,10,82,.467,.350,.905,22.3,11.7,2.7,2.6
Marco Belinelli,1986-03-25,2013,26,CHI,2013,,L,MIA,5,1,4,169,16,47,9,27,10,12,0,16,13,1,0,9,16,51,.340,.333,.833,33.7,10.2,3.2,2.6
Michael Beasley,1989-01-09,2009,20,MIA,2009,,L,ATL,7,3,4,178,34,88,4,13,13,17,10,51,7,2,7,11,14,85,.386,.308,.765,25.5,12.1,7.3,1.0
Nate Robinson,1984-05-31,2013,28,CHI,2013,,L,MIA,5,1,4,194,22,66,10,32,22,30,6,20,28,5,2,18,18,76,.333,.313,.733,38.9,15.2,4.0,5.6
Malik Beasley,1996-11-26,2019,22,DEN,2019,,W,SAS,7,4,3,157,21,50,11,22,9,11,5,30,9,1,0,5,6,62,.420,.500,.818,22.5,8.9,4.3,1.3
Jordan Bell,1995-01-07,2018,23,GSW,2018,,W,CLE,4,4,0,54,10,14,0,1,3,6,4,13,4,1,2,0,4,23,.714,.000,.500,13.5,5.8,3.3,1.0
Jordan Bell,1995-01-07,2019,24,GSW,2019,,W,LAC,4,3,1,15,2,6,0,0,0,0,1,3,1,1,1,0,1,4,.333,,,3.8,1.0,0.8,0.3
Marco Belinelli,1986-03-25,2014,27,SAS,2014,,W,DAL,7,4,3,94,9,24,4,7,0,0,0,13,2,0,0,2,8,22,.375,.571,,13.4,3.1,1.9,0.3
Marco Belinelli,1986-03-25,2014,27,SAS,2014,,W,POR,5,4,1,106,17,33,6,14,9,9,2,16,7,2,0,0,6,49,.515,.429,1.000,21.2,9.8,3.2,1.4
Michael Beasley,1989-01-09,2010,21,MIA,2010,,L,BOS,5,1,4,135,22,49,1,2,7,9,10,29,3,4,0,13,10,52,.449,.500,.778,27.0,10.4,5.8,0.6
Michael Beasley,1989-01-09,2014,25,MIA,2014,,W,BRK,2,1,1,3,1,2,0,0,0,0,0,1,1,0,0,0,1,2,.500,,,1.6,1.0,0.5,0.5
Malik Beasley,1996-11-26,2019,22,DEN,2019,,L,POR,7,3,4,124,15,43,8,25,13,20,6,18,5,2,1,2,14,51,.349,.320,.650,17.6,7.3,2.6,0.7
Jordan Bell,1995-01-07,2019,24,GSW,2019,,W,HOU,3,2,1,11,1,2,0,0,2,2,1,2,1,0,2,0,2,4,.500,,1.000,3.7,1.3,0.7,0.3
Jordan Bell,1995-01-07,2019,24,GSW,2019,,W,POR,4,4,0,54,11,19,0,0,5,8,3,9,8,3,2,2,8,27,.579,,.625,13.5,6.8,2.3,2.0
Marco Belinelli,1986-03-25,2014,27,SAS,2014,,W,OKC,6,4,2,97,10,25,2,8,9,9,2,17,7,0,0,7,6,31,.400,.250,1.000,16.2,5.2,2.8,1.2
Marco Belinelli,1986-03-25,2014,27,SAS,2014,,W,MIA,5,4,1,59,8,17,4,9,3,4,0,6,3,1,0,3,3,23,.471,.444,.750,11.8,4.6,1.2,0.6
Michael Beasley,1989-01-09,2014,25,MIA,2014,,W,IND,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.000,,,3.2,0.0,0.0,0.0
Michael Beasley,1989-01-09,2014,25,MIA,2014,,L,SAS,1,0,1,17,4,7,0,0,1,3,2,3,1,0,0,1,2,9,.571,,.333,17.0,9.0,3.0,1.0
Jordan Bell,1995-01-07,2019,24,GSW,2019,,L,TOR,4,2,2,25,3,4,0,0,0,0,2,5,1,0,2,0,2,6,.750,,,6.3,1.5,1.3,0.3
Marco Belinelli,1986-03-25,2015,28,SAS,2015,,L,LAC,7,3,4,116,20,39,14,30,11,13,2,13,10,2,0,5,10,65,.513,.467,.846,16.6,9.3,1.9,1.4
Marco Belinelli,1986-03-25,2018,31,PHI,2018,,W,MIA,5,4,1,154,28,62,11,30,16,20,1,13,12,6,0,1,10,83,.452,.367,.800,30.8,16.6,2.6,2.4
Michael Beasley,1989-01-09,2016,27,HOU,2016,,L,GSW,5,1,4,80,22,46,2,6,6,7,4,21,3,1,0,7,8,52,.478,.333,.857,16.1,10.4,4.2,0.6
Michael Beasley,1989-01-09,2017,28,MIL,2017,,L,TOR,4,2,2,48,7,20,3,5,0,4,2,9,1,1,1,2,8,17,.350,.600,.000,12.0,4.3,2.3,0.3
Marco Belinelli,1986-03-25,2018,31,PHI,2018,,L,BOS,5,1,4,120,15,44,5,16,11,11,0,8,8,1,0,3,10,46,.341,.313,1.000,23.9,9.2,1.6,1.6
Marco Belinelli,1986-03-25,2019,32,SAS,2019,,L,DEN,7,3,4,131,14,38,8,21,5,6,0,13,8,0,2,2,7,41,.368,.381,.833,18.8,5.9,1.9,1.1
