Name,Born,Is_playoff,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
Elfrid Payton,1994-02-22,0,2014-15,20,ORL,NBA,PG,82,63,2489,6.2,14.5,.425,0.2,0.9,.262,6.0,13.7,.435,2.4,4.4,.551,2.2,5.0,7.2,11.0,2.9,0.4,4.2,4.0,15.0,97,107
Justin Patton,1997-06-14,0,2017-18,20,MIN,NBA,C,1,0,4,12.5,25.0,.500,0.0,0.0,,12.5,25.0,.500,0.0,0.0,,0.0,0.0,0.0,0.0,12.5,0.0,0.0,12.5,25.0,101,92
Cameron Payne,1994-08-08,0,2015-16,21,OKC,NBA,PG,57,1,698,8.1,19.8,.410,2.6,7.9,.324,5.5,11.9,.467,1.4,1.7,.792,0.6,5.4,6.0,7.7,2.6,0.4,3.1,5.7,20.1,104,105
Sasha Pavlović,1983-11-15,0,2009-10,26,MIN,NBA,SF,71,0,877,6.2,17.1,.363,2.0,6.7,.297,4.2,10.4,.407,0.6,1.5,.385,0.7,6.0,6.7,3.3,1.3,0.3,3.0,4.8,15.0,83,113
Chris Paul,1985-05-06,0,2009-10,24,NOH,NBA,PG,45,45,1712,9.5,19.3,.493,1.6,3.8,.409,7.9,15.4,.514,4.9,5.8,.847,0.6,5.2,5.8,14.5,2.9,0.2,3.4,3.6,25.5,122,109
Norvel Pelle,1993-02-03,0,2020-21,27,SAC,NBA,C,1,0,4,0.0,12.0,.000,0.0,0.0,,0.0,12.0,.000,36.0,48.0,.750,12.0,0.0,12.0,12.0,0.0,0.0,0.0,12.0,36.0,145,125
Norvel Pelle,1993-02-03,0,2020-21,27,NYK,NBA,C,9,0,52,4.8,6.7,.714,0.0,0.0,,4.8,6.7,.714,1.0,1.9,.500,1.9,8.7,10.6,1.0,1.0,5.8,0.0,3.8,10.6,150,103
Nikola Peković,1986-01-03,0,2013-14,28,MIN,NBA,C,54,54,1663,11.2,20.8,.541,0.0,0.0,,11.2,20.8,.541,5.5,7.4,.747,6.1,7.8,13.9,1.5,0.9,0.7,2.5,3.8,28.0,117,108
Nikola Peković,1986-01-03,0,2014-15,29,MIN,NBA,C,31,29,815,8.7,20.5,.424,0.0,0.0,,8.7,20.5,.424,6.7,8.0,.837,5.6,9.0,14.6,1.7,1.2,0.7,2.6,3.7,24.1,105,112
J.J. Redick,1984-06-24,0,2010-11,26,ORL,NBA,SG,59,5,1513,6.9,15.5,.441,3.0,7.6,.397,3.8,7.9,.482,3.9,4.5,.875,0.2,3.7,3.9,3.5,1.0,0.1,1.8,2.8,20.6,117,106
J.J. Redick,1984-06-24,0,2011-12,27,ORL,NBA,SG,65,22,1765,7.6,17.8,.425,3.4,8.2,.418,4.2,9.7,.430,4.4,4.8,.911,0.5,4.0,4.6,5.0,0.8,0.2,2.1,2.8,22.9,117,109
Michael Redd,1979-08-24,0,2010-11,31,MIL,NBA,SG,10,0,134,7.2,18.0,.400,1.6,6.8,.235,5.6,11.2,.500,1.6,1.6,1.000,0.0,3.2,3.2,4.8,0.8,0.4,1.6,1.6,17.6,99,108
Michael Redd,1979-08-24,0,2011-12,32,PHO,NBA,SG,51,2,770,9.7,24.2,.400,2.8,8.9,.318,6.9,15.3,.447,5.9,7.5,.793,0.9,4.2,5.2,2.2,0.9,0.0,2.5,2.0,28.1,102,111
Gary Payton II,1992-12-01,0,2017-18,25,TOT,NBA,PG,23,6,221,6.6,16.3,.405,1.3,5.5,.240,5.3,10.8,.490,0.7,2.0,.333,2.9,6.8,9.7,4.6,1.5,0.7,1.5,6.6,15.2,99,110
Gary Payton II,1992-12-01,0,2017-18,25,MIL,NBA,PG,12,6,106,6.1,15.5,.394,0.9,5.6,.167,5.2,9.9,.524,0.9,1.4,.667,1.9,6.1,8.0,4.2,1.4,0.5,1.4,8.0,14.1,97,112
Adreian Payne,1991-02-19,0,2014-15,23,ATL,NBA,PF,3,0,19,5.4,18.8,.286,0.0,2.7,.000,5.4,16.1,.333,2.7,5.4,.500,2.7,8.1,10.8,0.0,2.7,0.0,0.0,10.8,13.4,76,101
Adreian Payne,1991-02-19,0,2014-15,23,MIN,NBA,PF,29,22,720,6.3,15.0,.418,0.1,0.6,.125,6.2,14.5,.429,2.0,3.1,.659,3.3,7.8,11.2,2.1,1.3,0.6,3.1,5.9,14.7,89,112
Brandon Paul,1991-04-30,1,2017-18,26,SAS,NBA,SG,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,17.1,17.1,17.1,0.0,0.0,0.0,0.0,0.0,224,111
Elfrid Payton,1994-02-22,0,2015-16,21,ORL,NBA,PG,73,69,2145,7.4,17.0,.436,0.7,2.1,.326,6.7,14.9,.451,2.6,4.4,.589,1.8,4.3,6.1,10.9,2.1,0.5,4.1,3.7,18.1,100,108
Elfrid Payton,1994-02-22,0,2016-17,22,ORL,NBA,PG,82,58,2412,8.8,18.7,.471,0.8,3.0,.274,8.0,15.7,.509,3.0,4.3,.692,1.8,6.1,8.0,10.9,1.8,0.8,3.7,3.6,21.5,107,111
Justin Patton,1997-06-14,0,2018-19,21,PHI,NBA,C,3,0,21,4.5,15.7,.286,0.0,4.5,.000,4.5,11.2,.400,2.2,4.5,.500,4.5,9.0,13.5,6.7,4.5,0.0,0.0,11.2,11.2,99,103
Justin Patton,1997-06-14,0,2019-20,22,OKC,NBA,C,5,0,24,8.1,20.2,.400,2.0,8.1,.250,6.1,12.1,.500,0.0,0.0,,2.0,8.1,10.1,4.0,0.0,0.0,4.0,8.1,18.2,86,113
Cameron Payne,1994-08-08,0,2016-17,22,TOT,NBA,PG,31,0,462,6.9,20.7,.332,2.9,9.2,.314,4.0,11.5,.346,0.5,0.9,.625,0.3,4.8,5.1,5.9,1.5,0.4,3.1,5.6,17.1,86,110
Cameron Payne,1994-08-08,0,2016-17,22,OKC,NBA,PG,20,0,320,6.6,19.9,.331,2.5,8.0,.308,4.1,12.0,.346,0.6,0.6,1.000,0.3,4.4,4.8,6.1,1.5,0.6,2.5,5.8,16.3,90,110
Sasha Pavlović,1983-11-15,0,2010-11,27,TOT,NBA,"SF,SG",31,7,362,4.2,10.5,.403,1.8,4.5,.387,2.5,6.0,.415,0.9,1.5,.600,0.1,4.5,4.7,2.3,1.5,1.0,1.8,5.0,11.1,92,105
Sasha Pavlović,1983-11-15,0,2010-11,27,DAL,NBA,SF,10,6,163,4.8,11.3,.429,2.3,5.2,.438,2.6,6.1,.421,1.3,1.6,.800,0.0,3.9,3.9,2.3,1.6,1.0,1.6,4.8,13.2,103,107
Chris Paul,1985-05-06,0,2010-11,25,NOH,NBA,PG,80,80,2880,8.1,17.4,.463,1.3,3.4,.388,6.7,14.0,.482,6.3,7.2,.878,0.7,5.4,6.1,14.7,3.5,0.1,3.3,3.7,23.8,122,103
Chris Paul,1985-05-06,0,2011-12,26,LAC,NBA,PG,60,60,2181,10.5,22.0,.478,1.9,5.3,.371,8.5,16.7,.511,6.4,7.5,.861,1.0,4.2,5.3,13.4,3.8,0.1,3.1,3.4,29.3,126,104
Norvel Pelle,1993-02-03,1,2019-20,26,PHI,NBA,C,1,0,7,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,7.2,7.2,0.0,0.0,0.0,,100
Lamar Patterson,1991-08-12,0,2015-16,24,ATL,NBA,SG,35,0,395,3.5,10.0,.350,1.5,6.1,.245,2.0,3.9,.516,2.0,2.8,.727,0.5,5.8,6.3,4.9,1.1,0.3,2.9,5.6,10.5,89,105
Nikola Peković,1986-01-03,0,2015-16,30,MIN,NBA,C,12,3,156,6.1,16.2,.380,0.0,0.0,,6.1,16.2,.380,5.2,6.5,.800,2.3,4.5,6.8,3.6,0.3,0.0,2.9,7.1,17.4,94,115
J.J. Redick,1984-06-24,0,2012-13,28,TOT,NBA,SG,78,13,2379,8.3,19.1,.434,3.6,9.8,.366,4.7,9.3,.506,3.7,4.1,.900,0.4,3.3,3.7,6.4,0.8,0.2,3.0,2.5,23.9,111,113
J.J. Redick,1984-06-24,0,2012-13,28,ORL,NBA,SG,50,11,1575,8.7,19.2,.450,3.9,9.9,.390,4.8,9.3,.514,3.8,4.3,.891,0.3,3.6,3.9,7.3,1.0,0.2,3.5,2.3,25.0,112,113
Gary Payton II,1992-12-01,0,2017-18,25,LAL,NBA,PG,11,0,115,7.1,17.1,.415,1.7,5.4,.308,5.4,11.6,.464,0.4,2.5,.167,3.7,7.5,11.2,5.0,1.7,0.8,1.7,5.4,16.2,101,108
Gary Payton II,1992-12-01,0,2018-19,26,WAS,NBA,PG,3,0,16,14.8,23.7,.625,3.0,5.9,.500,11.8,17.8,.667,0.0,0.0,,3.0,3.0,5.9,11.8,8.9,3.0,3.0,5.9,32.6,135,97
Patrick Patterson,1989-03-14,0,2010-11,21,HOU,NBA,PF,52,6,868,8.7,15.7,.558,0.0,0.1,.000,8.7,15.6,.562,1.8,2.5,.714,5.0,6.7,11.7,2.4,1.0,2.2,1.8,4.5,19.3,118,109
Daniel Orton,1990-08-06,0,2011-12,21,ORL,NBA,PF,16,2,187,4.9,8.7,.567,0.0,0.3,.000,4.9,8.4,.586,3.2,7.2,.440,5.5,5.8,11.2,1.4,2.3,2.6,2.0,8.7,13.0,112,101
Chinanu Onuaku,1996-11-01,0,2016-17,20,HOU,NBA,C,5,1,52,4.6,6.5,.714,0.0,0.0,,4.6,6.5,.714,3.7,3.7,1.000,1.8,7.4,9.2,2.8,2.8,0.9,3.7,5.5,12.9,119,106
Adreian Payne,1991-02-19,0,2015-16,24,MIN,NBA,PF,52,2,486,5.5,15.0,.366,0.9,3.3,.281,4.6,11.7,.389,1.8,2.7,.654,2.1,9.4,11.5,3.0,1.7,1.1,3.7,8.0,13.7,81,108
Adreian Payne,1991-02-19,0,2016-17,25,MIN,NBA,PF,18,0,135,8.6,20.3,.426,1.1,5.6,.200,7.5,14.7,.513,5.3,7.1,.737,3.4,9.0,12.4,2.6,3.0,2.6,3.0,12.0,23.7,103,105
Arinze Onuaku,1987-07-13,0,2013-14,26,TOT,NBA,PF,5,0,30,1.7,8.7,.200,0.0,0.0,,1.7,8.7,.200,1.7,3.5,.500,3.5,10.4,13.9,5.2,0.0,0.0,1.7,5.2,5.2,81,112
Miye Oni,1997-08-04,0,2019-20,22,UTA,NBA,SF,10,1,109,5.4,14.3,.375,3.1,8.5,.368,2.2,5.8,.385,1.8,2.2,.800,2.2,5.4,7.6,1.8,1.8,0.9,1.8,4.0,15.6,104,110
Elfrid Payton,1994-02-22,0,2017-18,23,TOT,NBA,PG,63,63,1808,8.8,17.9,.493,0.8,2.5,.326,8.0,15.5,.520,2.9,4.5,.649,1.7,5.6,7.4,10.6,2.2,0.6,4.5,4.0,21.4,105,111
Elfrid Payton,1994-02-22,0,2017-18,23,ORL,NBA,PG,44,44,1257,9.3,17.8,.520,1.0,2.6,.373,8.3,15.2,.545,2.8,4.4,.632,1.8,4.9,6.8,10.7,2.5,0.6,4.4,3.8,22.3,109,110
Justin Patton,1997-06-14,0,2020-21,23,HOU,NBA,C,13,6,247,5.6,13.4,.414,1.7,6.5,.265,3.8,6.9,.556,0.6,0.8,.750,2.7,6.7,9.4,2.7,2.3,2.7,0.8,6.5,13.4,108,111
Cameron Payne,1994-08-08,0,2016-17,22,CHI,NBA,PG,11,0,142,7.4,22.3,.333,3.9,12.1,.324,3.5,10.3,.345,0.4,1.4,.250,0.4,5.7,6.0,5.3,1.4,0.0,4.6,5.0,19.2,80,110
Cameron Payne,1994-08-08,0,2017-18,23,CHI,NBA,PG,25,14,582,7.3,18.0,.405,2.9,7.6,.385,4.4,10.4,.419,1.0,1.3,.750,1.5,4.3,5.8,9.5,2.2,0.8,3.0,3.7,18.5,104,111
Sasha Pavlović,1983-11-15,0,2010-11,27,NOH,NBA,SG,4,1,50,2.2,11.9,.182,0.0,5.4,.000,2.2,6.5,.333,0.0,0.0,,0.0,6.5,6.5,6.5,0.0,4.3,1.1,4.3,4.3,61,105
Sasha Pavlović,1983-11-15,0,2010-11,27,BOS,NBA,SG,17,0,149,4.3,9.3,.462,1.8,3.6,.500,2.5,5.7,.438,0.7,1.8,.400,0.4,4.6,5.0,1.1,1.8,0.0,2.1,5.3,11.1,91,103
Chris Paul,1985-05-06,0,2012-13,27,LAC,NBA,PG,70,70,2335,9.3,19.3,.481,1.7,5.2,.328,7.6,14.1,.538,6.5,7.3,.885,1.2,4.7,5.9,15.3,3.8,0.2,3.6,3.2,26.7,127,102
Lamar Patterson,1991-08-12,0,2016-17,25,ATL,NBA,SG,5,0,40,3.7,18.5,.200,1.2,7.4,.167,2.5,11.1,.222,2.5,3.7,.667,1.2,7.4,8.6,7.4,1.2,0.0,4.9,7.4,11.1,64,108
Lamar Patterson,1991-08-12,1,2015-16,24,ATL,NBA,SG,4,0,20,5.0,17.6,.286,2.5,7.5,.333,2.5,10.0,.250,2.5,2.5,1.000,0.0,12.5,12.5,7.5,2.5,0.0,10.0,2.5,15.0,64,101
J.J. Redick,1984-06-24,0,2012-13,28,MIL,NBA,SG,28,2,804,7.6,18.8,.403,3.0,9.5,.318,4.5,9.3,.490,3.5,3.8,.918,0.5,2.8,3.3,4.8,0.6,0.3,2.1,3.0,21.7,109,112
J.J. Redick,1984-06-24,0,2013-14,29,LAC,NBA,SG,35,34,987,9.2,20.2,.455,3.7,9.4,.395,5.5,10.8,.507,4.9,5.4,.915,0.5,3.3,3.8,4.0,1.4,0.2,2.1,3.3,27.0,117,109
Gary Payton II,1992-12-01,0,2019-20,27,WAS,NBA,SF,29,17,432,5.2,12.6,.414,1.4,5.0,.283,3.8,7.6,.500,0.4,0.9,.500,2.8,5.8,8.7,5.2,3.6,0.8,2.2,5.8,12.2,103,111
Gary Payton II,1992-12-01,0,2020-21,28,GSW,NBA,PG,10,0,40,11.7,15.3,.769,2.3,4.7,.500,9.4,10.6,.889,3.5,4.7,.750,2.3,10.6,12.9,1.2,7.0,1.2,1.2,9.4,29.4,152,95
Patrick Patterson,1989-03-14,0,2011-12,22,HOU,NBA,PF,64,1,1483,7.9,18.0,.440,0.0,0.1,.000,7.9,17.9,.443,1.4,2.0,.702,4.0,6.1,10.1,1.9,1.0,1.3,1.7,4.0,17.3,99,107
Patrick Patterson,1989-03-14,0,2012-13,23,TOT,NBA,PF,71,41,1775,9.0,17.7,.512,1.4,3.7,.386,7.6,13.9,.546,1.4,1.8,.762,3.2,6.4,9.6,2.3,0.9,1.1,1.7,3.9,20.9,114,110
Daniel Orton,1990-08-06,0,2012-13,22,OKC,NBA,C,13,0,104,5.9,12.9,.462,0.0,0.0,,5.9,12.9,.462,4.4,8.4,.529,6.4,6.4,12.9,2.0,2.0,1.5,2.0,6.4,16.3,110,103
Daniel Orton,1990-08-06,0,2013-14,23,PHI,NBA,C,22,4,251,4.1,9.1,.447,0.0,0.0,,4.1,9.1,.447,4.4,5.8,.767,3.1,8.7,11.8,2.9,1.2,3.1,3.5,7.3,12.5,99,107
Chinanu Onuaku,1996-11-01,0,2017-18,21,HOU,NBA,C,1,0,22,4.5,11.2,.400,0.0,0.0,,4.5,11.2,.400,0.0,0.0,,2.2,6.7,8.9,2.2,0.0,0.0,6.7,8.9,8.9,62,111
Chinanu Onuaku,1996-11-01,1,2017-18,21,HOU,NBA,C,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,16.7,0.0,16.7,16.7,16.7,0.0,0.0,16.7,0.0,233,79
Adreian Payne,1991-02-19,0,2017-18,26,ORL,NBA,PF,5,0,43,8.0,11.4,.700,2.3,3.4,.667,5.7,8.0,.714,5.7,6.8,.833,2.3,8.0,10.2,0.0,2.3,0.0,2.3,6.8,23.9,140,109
Arinze Onuaku,1987-07-13,0,2013-14,26,NOP,NBA,PF,3,0,25,2.1,8.3,.250,0.0,0.0,,2.1,8.3,.250,2.1,4.2,.500,4.2,10.4,14.6,6.2,0.0,0.0,2.1,6.2,6.2,90,113
Arinze Onuaku,1987-07-13,0,2013-14,26,CLE,NBA,PF,2,0,5,0.0,10.3,.000,0.0,0.0,,0.0,10.3,.000,0.0,0.0,,0.0,10.3,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0,110
Miye Oni,1997-08-04,0,2020-21,23,UTA,NBA,SG,54,0,519,3.3,9.3,.354,2.8,8.3,.341,0.5,1.0,.455,0.5,0.6,.833,2.2,5.7,7.9,2.6,1.0,0.8,1.5,5.7,9.9,110,110
Miye Oni,1997-08-04,1,2019-20,22,UTA,NBA,SF,2,0,14,11.2,22.5,.500,3.7,15.0,.250,7.5,7.5,1.000,0.0,0.0,,7.5,7.5,15.0,0.0,3.7,3.7,3.7,7.5,26.2,110,109
Elfrid Payton,1994-02-22,0,2017-18,23,PHO,NBA,PG,19,19,551,7.9,18.2,.435,0.4,2.2,.200,7.5,16.0,.467,3.2,4.7,.685,1.5,7.2,8.7,10.3,1.7,0.5,4.7,4.3,19.5,97,113
Elfrid Payton,1994-02-22,0,2018-19,24,NOP,NBA,PG,42,42,1250,6.7,15.3,.434,1.2,3.9,.314,5.4,11.4,.476,2.0,2.8,.743,1.8,6.4,8.2,11.9,1.6,0.6,4.2,3.0,16.6,106,113
Cameron Payne,1994-08-08,0,2018-19,24,TOT,NBA,PG,40,13,712,6.6,15.3,.430,1.7,5.8,.298,4.9,9.5,.511,2.3,2.8,.805,0.9,4.0,4.9,7.3,1.9,0.6,3.1,4.4,17.1,103,115
Cameron Payne,1994-08-08,0,2018-19,24,CHI,NBA,PG,31,12,536,6.2,15.2,.411,1.4,5.3,.271,4.8,9.9,.486,2.0,2.3,.880,0.9,3.9,4.8,7.5,1.8,0.5,3.1,4.4,15.9,99,115
Sasha Pavlović,1983-11-15,0,2011-12,28,BOS,NBA,SF,45,7,527,5.0,12.9,.391,1.7,5.8,.293,3.3,7.1,.471,0.3,0.8,.375,0.4,6.9,7.3,1.8,2.0,1.5,2.0,5.4,12.1,82,97
Sasha Pavlović,1983-11-15,0,2012-13,29,POR,NBA,SG,39,1,528,4.2,11.8,.353,1.8,6.0,.300,2.4,5.9,.407,0.1,0.6,.167,0.7,4.9,5.6,3.2,2.4,0.5,1.4,5.9,10.2,90,109
Chris Paul,1985-05-06,0,2013-14,28,LAC,NBA,PG,62,62,2171,9.4,20.0,.467,1.8,4.9,.368,7.6,15.2,.498,6.8,8.0,.855,0.9,5.3,6.2,15.3,3.5,0.1,3.3,3.6,27.3,125,103
Chris Paul,1985-05-06,0,2014-15,29,LAC,NBA,PG,82,82,2857,10.1,20.8,.485,2.5,6.2,.398,7.6,14.6,.523,5.1,5.7,.900,0.9,5.7,6.7,14.9,2.8,0.3,3.4,3.6,27.7,126,105
J.J. Redick,1984-06-24,0,2014-15,30,LAC,NBA,SG,78,78,2409,9.4,19.7,.477,4.2,9.6,.437,5.2,10.1,.515,3.9,4.3,.901,0.5,3.1,3.5,2.9,0.8,0.2,2.0,2.8,26.9,118,111
J.J. Redick,1984-06-24,0,2015-16,31,LAC,NBA,SG,75,75,2097,10.1,21.0,.480,4.8,10.1,.475,5.3,11.0,.484,4.3,4.9,.888,0.2,3.1,3.3,2.5,1.0,0.1,1.9,3.2,29.3,118,109
Patrick Patterson,1989-03-14,0,2012-13,23,HOU,NBA,PF,47,38,1219,9.7,18.6,.519,1.4,3.9,.365,8.2,14.7,.560,1.5,2.0,.755,3.0,6.1,9.1,2.1,0.7,1.1,1.7,3.7,22.3,114,109
Patrick Patterson,1989-03-14,0,2012-13,23,SAC,NBA,PF,24,3,556,7.7,15.5,.494,1.5,3.3,.444,6.2,12.2,.508,1.0,1.3,.786,3.7,7.0,10.7,2.8,1.2,1.2,1.8,4.4,17.8,114,112
Daniel Orton,1990-08-06,1,2011-12,21,ORL,NBA,PF,4,0,9,0.0,0.0,,0.0,0.0,,0.0,0.0,,24.6,24.6,1.000,0.0,12.3,12.3,0.0,0.0,0.0,0.0,18.5,24.6,250,106
Arinze Onuaku,1987-07-13,0,2014-15,27,MIN,NBA,C,6,1,68,9.0,10.5,.857,0.0,0.0,,9.0,10.5,.857,2.2,6.0,.375,5.2,10.5,15.7,3.0,0.7,2.2,1.5,4.5,20.2,143,110
Arinze Onuaku,1987-07-13,0,2016-17,29,ORL,NBA,C,8,0,28,3.5,7.1,.500,0.0,0.0,,3.5,7.1,.500,0.0,0.0,,3.5,7.1,10.6,3.5,0.0,1.8,3.5,5.3,7.1,90,113
Miye Oni,1997-08-04,1,2020-21,23,UTA,NBA,SG,8,0,41,0.0,6.1,.000,0.0,6.1,.000,0.0,0.0,,0.0,0.0,,3.6,0.0,3.6,0.0,1.2,0.0,0.0,9.7,0.0,50,127
Elfrid Payton,1994-02-22,0,2019-20,25,NYK,NBA,PG,45,36,1246,7.5,17.2,.439,0.5,2.7,.203,7.0,14.5,.482,1.9,3.4,.570,2.0,6.3,8.3,12.6,2.7,0.7,3.8,3.5,17.5,105,111
Elfrid Payton,1994-02-22,0,2020-21,26,NYK,NBA,PG,63,63,1484,9.1,21.0,.432,0.9,3.3,.286,8.1,17.7,.460,2.5,3.6,.682,2.2,5.1,7.3,6.8,1.6,0.3,3.5,3.9,21.5,99,110
Cameron Payne,1994-08-08,0,2018-19,24,CLE,NBA,PG,9,1,176,7.6,15.5,.491,2.5,7.1,.360,5.1,8.5,.600,3.1,4.5,.688,0.8,4.5,5.4,6.5,2.3,0.8,3.1,4.2,20.9,114,116
Cameron Payne,1994-08-08,0,2019-20,25,PHO,NBA,SG,8,0,183,8.5,17.6,.485,3.9,7.5,.517,4.7,10.1,.462,1.6,1.8,.857,1.0,7.0,8.0,6.2,2.1,0.5,2.8,5.2,22.5,115,110
Sasha Pavlović,1983-11-15,1,2011-12,28,BOS,NBA,SF,10,0,40,4.1,12.3,.333,1.4,6.8,.200,2.7,5.5,.500,0.0,0.0,,2.7,4.1,6.8,1.4,1.4,1.4,5.5,5.5,9.6,63,102
Chris Paul,1985-05-06,0,2015-16,30,LAC,NBA,PG,74,74,2420,10.7,23.1,.462,2.5,6.8,.371,8.1,16.3,.501,6.1,6.8,.896,0.8,5.6,6.4,15.3,3.1,0.3,4.0,3.8,29.9,119,103
Chris Paul,1985-05-06,0,2016-17,31,LAC,NBA,PG,61,61,1921,9.7,20.4,.476,3.2,7.9,.411,6.5,12.6,.518,6.0,6.8,.892,1.0,6.9,7.9,14.6,3.1,0.2,3.8,3.8,28.7,126,106
J.J. Redick,1984-06-24,0,2016-17,32,LAC,NBA,SG,78,78,2198,9.0,20.2,.445,4.6,10.6,.429,4.4,9.6,.462,4.1,4.6,.891,0.3,3.6,3.9,2.5,1.2,0.3,2.2,2.8,26.7,113,112
J.J. Redick,1984-06-24,0,2017-18,33,PHI,NBA,SG,70,70,2116,9.2,20.0,.460,4.4,10.5,.420,4.8,9.5,.504,4.5,5.0,.904,0.2,3.8,4.0,4.8,0.8,0.1,2.3,2.8,27.2,119,110
Patrick Patterson,1989-03-14,0,2013-14,24,TOT,NBA,PF,65,13,1533,7.6,16.6,.460,1.9,5.1,.364,5.8,11.4,.503,1.7,2.4,.704,4.0,7.6,11.6,2.6,1.9,1.3,2.2,5.4,18.8,109,105
Elfrid Payton,1994-02-22,1,2020-21,26,NYK,NBA,PG,2,2,13,0.0,19.7,.000,0.0,0.0,,0.0,19.7,.000,3.9,7.9,.500,0.0,0.0,0.0,3.9,3.9,0.0,0.0,3.9,3.9,31,110
Cameron Payne,1994-08-08,0,2020-21,26,PHO,NBA,PG,60,1,1079,8.7,18.1,.484,3.3,7.6,.440,5.4,10.5,.515,2.3,2.6,.893,0.7,5.9,6.6,9.9,1.6,0.7,2.7,4.4,23.1,122,112
Cameron Payne,1994-08-08,1,2015-16,21,OKC,NBA,PG,10,0,64,5.5,20.5,.269,1.6,7.9,.200,3.9,12.6,.313,1.6,3.2,.500,0.0,3.2,3.2,6.3,1.6,1.6,6.3,5.5,14.2,65,108
Chris Paul,1985-05-06,0,2017-18,32,HOU,NBA,PG,58,58,1847,9.8,21.3,.460,3.8,10.1,.380,5.9,11.2,.532,5.4,5.9,.919,1.0,7.4,8.3,12.2,2.6,0.4,3.4,3.8,28.8,126,105
Chris Paul,1985-05-06,0,2018-19,33,HOU,NBA,PG,58,58,1857,8.0,19.0,.419,3.4,9.4,.358,4.6,9.6,.479,4.6,5.4,.862,1.0,6.0,7.0,12.5,3.0,0.5,4.0,3.9,23.9,118,109
J.J. Redick,1984-06-24,0,2018-19,34,PHI,NBA,SG,76,63,2379,9.0,20.4,.440,4.8,12.0,.397,4.2,8.4,.502,4.5,5.1,.894,0.4,3.3,3.7,4.1,0.6,0.3,2.0,2.6,27.2,118,115
J.J. Redick,1984-06-24,0,2019-20,35,NOP,NBA,SG,60,36,1581,8.4,18.5,.453,5.3,11.6,.453,3.1,6.8,.453,4.8,5.4,.892,0.3,4.1,4.4,3.5,0.6,0.3,2.2,2.8,26.8,122,116
Patrick Patterson,1989-03-14,0,2013-14,24,SAC,NBA,PF,17,6,415,6.1,15.0,.410,1.1,4.8,.231,5.0,10.2,.494,1.1,2.0,.563,4.2,8.0,12.1,1.8,1.6,0.4,2.0,4.8,14.5,99,109
Patrick Patterson,1989-03-14,0,2013-14,24,TOR,NBA,PF,48,7,1118,8.2,17.2,.477,2.2,5.2,.411,6.0,11.9,.506,1.9,2.6,.745,3.9,7.5,11.4,2.9,2.0,1.6,2.3,5.6,20.4,113,103
Cameron Payne,1994-08-08,1,2016-17,22,CHI,NBA,PG,1,0,4,13.0,26.1,.500,13.0,13.0,1.000,0.0,13.0,.000,0.0,0.0,,0.0,13.0,13.0,0.0,0.0,0.0,13.0,0.0,39.1,83,114
Cameron Payne,1994-08-08,1,2020-21,26,PHO,NBA,PG,22,2,418,9.9,23.3,.425,3.0,8.3,.362,6.9,15.0,.460,1.9,2.2,.889,0.7,5.9,6.6,8.5,2.1,1.3,2.9,4.7,24.8,105,109
Chris Paul,1985-05-06,0,2019-20,34,OKC,NBA,PG,70,70,2208,9.6,19.5,.489,2.4,6.7,.365,7.1,12.8,.554,5.6,6.1,.907,0.6,7.1,7.7,10.4,2.4,0.2,3.5,3.5,27.1,120,108
Chris Paul,1985-05-06,0,2020-21,35,PHO,NBA,PG,70,70,2199,9.9,19.7,.499,2.3,5.8,.395,7.6,13.9,.543,3.8,4.1,.934,0.6,6.4,7.0,14.0,2.2,0.4,3.5,3.7,25.8,124,111
J.J. Redick,1984-06-24,0,2020-21,36,TOT,NBA,SG,44,0,723,7.1,17.8,.397,4.4,11.9,.371,2.7,5.9,.449,3.3,3.5,.942,0.3,4.0,4.3,3.4,0.7,0.2,2.4,3.3,21.8,109,118
J.J. Redick,1984-06-24,0,2020-21,36,NOP,NBA,SG,31,0,576,7.2,17.8,.407,4.2,11.7,.364,3.0,6.2,.486,3.7,3.9,.957,0.2,4.1,4.3,3.3,0.7,0.2,2.1,3.1,22.5,113,118
Patrick Patterson,1989-03-14,0,2014-15,25,TOR,NBA,PF,81,4,2156,5.8,12.8,.449,2.5,6.8,.371,3.2,6.0,.536,1.5,1.9,.788,3.0,7.3,10.4,3.7,1.4,1.1,1.3,3.6,15.5,122,108
Patrick Patterson,1989-03-14,0,2015-16,26,TOR,NBA,PF,79,0,2020,5.2,12.6,.414,2.7,7.5,.362,2.5,5.1,.490,0.7,0.9,.853,2.0,6.8,8.7,2.4,1.4,0.8,1.7,3.3,13.9,108,107
Chris Paul,1985-05-06,1,2010-11,25,NOH,NBA,PG,6,6,250,9.5,17.3,.545,2.0,4.3,.474,7.4,13.1,.569,8.8,11.0,.796,0.7,8.3,9.0,15.5,2.5,0.0,5.0,2.5,29.7,126,111
