Name,Born,Is_playoff,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
Isaiah Canaan,1991-05-21,0,2018-19,27,TOT,NBA,PG,30,16,629,4.9,12.4,.390,2.6,7.3,.354,2.3,5.2,.441,1.4,1.8,.792,0.5,3.9,4.4,6.4,1.1,0.2,2.7,3.9,13.7,102,118
Isaiah Canaan,1991-05-21,0,2018-19,27,PHO,NBA,PG,19,15,503,4.8,12.2,.395,2.4,6.8,.347,2.5,5.4,.456,1.4,1.9,.750,0.5,4.2,4.7,5.9,1.1,0.0,2.8,4.4,13.5,100,119
Clint Capela,1994-05-18,1,2016-17,22,HOU,NBA,C,11,11,286,8.0,14.3,.561,0.0,0.2,.000,8.0,14.1,.568,4.2,6.8,.615,4.5,12.2,16.7,2.1,1.4,4.9,1.4,4.9,20.2,124,102
Clint Capela,1994-05-18,1,2017-18,23,HOU,NBA,C,17,17,520,9.2,13.9,.660,0.0,0.0,,9.2,13.9,.660,2.5,5.3,.473,5.9,13.1,19.0,2.1,1.4,3.5,1.4,3.7,20.8,132,102
Luke Babbitt,1989-06-20,1,2017-18,28,MIA,NBA,SF,2,0,3,0.0,15.9,.000,0.0,0.0,,0.0,15.9,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,124
Joe Ingles,1987-10-02,0,2017-18,30,UTA,NBA,SF,82,81,2578,6.5,14.0,.467,4.0,9.0,.440,2.5,4.9,.516,1.3,1.6,.795,0.5,6.2,6.7,7.6,1.8,0.4,3.1,3.5,18.3,115,106
Joe Ingles,1987-10-02,0,2018-19,31,UTA,NBA,PF,82,82,2568,6.7,14.9,.448,3.5,9.0,.391,3.2,5.9,.533,1.6,2.3,.707,0.7,5.5,6.1,8.7,1.8,0.4,3.6,3.4,18.5,110,107
Marcus Camby,1974-03-22,0,2012-13,38,NYK,NBA,PF,24,4,250,3.6,11.3,.321,0.0,0.0,,3.6,11.3,.321,1.7,4.1,.421,5.1,12.0,17.1,3.0,1.5,3.0,3.2,6.0,9.0,82,101
Marcus Camby,1974-03-22,1,2009-10,35,POR,NBA,C,6,6,178,4.9,11.7,.421,0.0,0.3,.000,4.9,11.4,.432,0.9,1.9,.500,4.9,13.6,18.5,4.3,1.2,2.2,0.9,5.6,10.8,109,112
Kentavious Caldwell-Pope,1993-02-18,0,2020-21,27,LAL,NBA,SG,67,67,1902,5.6,12.9,.431,3.1,7.5,.410,2.5,5.4,.460,2.5,2.9,.866,0.7,3.9,4.6,3.2,1.6,0.7,1.7,2.9,16.7,114,109
Kentavious Caldwell-Pope,1993-02-18,1,2015-16,22,DET,NBA,SG,4,4,161,7.6,17.2,.440,4.1,9.3,.444,3.4,7.9,.435,1.7,2.4,.714,0.7,5.1,5.8,3.8,2.4,0.3,0.7,2.4,20.9,117,119
José Calderón,1981-09-28,0,2013-14,32,DAL,NBA,PG,81,81,2468,7.1,15.6,.456,4.0,8.8,.449,3.1,6.7,.464,1.1,1.3,.825,0.6,3.4,4.0,7.8,1.4,0.2,2.1,2.8,19.2,120,112
José Calderón,1981-09-28,0,2014-15,33,NYK,NBA,PG,42,42,1270,6.1,14.7,.415,2.4,5.9,.415,3.6,8.8,.415,1.2,1.3,.906,0.8,4.4,5.1,8.2,1.3,0.0,3.1,3.2,15.8,103,113
Ersan İlyasova,1987-05-15,0,2010-11,23,MIL,NBA,PF,60,34,1505,7.9,18.0,.436,1.3,4.3,.298,6.6,13.7,.479,3.3,3.7,.894,3.7,9.2,13.0,2.0,1.8,0.9,2.2,5.6,20.3,105,101
Ersan İlyasova,1987-05-15,0,2011-12,24,MIL,NBA,PF,60,41,1655,9.1,18.5,.492,1.6,3.5,.455,7.5,15.0,.501,4.4,5.7,.781,6.1,10.3,16.4,2.2,1.3,1.4,2.4,4.1,24.2,118,103
Kyrie Irving,1992-03-23,0,2016-17,24,CLE,NBA,PG,72,72,2525,13.3,28.1,.473,3.5,8.7,.401,9.8,19.4,.505,5.9,6.5,.905,1.0,3.5,4.5,8.3,1.6,0.5,3.6,3.1,35.9,116,112
Kyrie Irving,1992-03-23,0,2017-18,25,BOS,NBA,PG,60,60,1931,13.8,28.1,.491,4.3,10.5,.408,9.5,17.6,.541,6.0,6.8,.889,0.9,5.0,5.9,7.9,1.7,0.4,3.6,3.2,37.9,118,106
Jarrett Jack,1983-10-28,1,2010-11,27,NOH,NBA,SG,6,0,111,6.1,17.2,.353,0.0,2.5,.000,6.1,14.7,.414,5.6,8.1,.688,0.5,7.1,7.6,6.6,0.5,0.5,4.1,2.0,17.7,85,115
Jarrett Jack,1983-10-28,1,2012-13,29,GSW,NBA,SG,12,4,426,9.3,18.5,.506,0.8,2.9,.292,8.5,15.6,.546,5.2,5.8,.896,0.8,5.5,6.4,6.7,1.3,0.5,4.6,3.1,24.7,110,108
Isaiah Canaan,1991-05-21,0,2018-19,27,MIN,NBA,PG,7,1,95,5.5,14.6,.379,3.5,9.6,.368,2.0,5.0,.400,2.0,2.0,1.000,0.0,2.5,2.5,9.6,1.0,0.5,2.0,2.0,16.6,117,118
Isaiah Canaan,1991-05-21,0,2018-19,27,MIL,NBA,PG,4,0,31,3.0,9.0,.333,3.0,7.5,.400,0.0,1.5,.000,0.0,0.0,,1.5,4.5,6.0,4.5,0.0,1.5,3.0,3.0,9.0,95,110
Clint Capela,1994-05-18,1,2018-19,24,HOU,NBA,C,11,11,331,6.9,12.3,.561,0.0,0.0,,6.9,12.3,.561,2.2,5.2,.429,6.1,10.8,16.9,2.4,0.4,1.8,2.4,3.9,16.0,115,107
Clint Capela,1994-05-18,1,2020-21,26,ATL,NBA,C,18,18,569,7.1,11.8,.603,0.0,0.0,,7.1,11.8,.603,1.5,3.4,.436,5.3,12.2,17.5,1.5,1.0,1.7,1.6,4.0,15.8,122,108
Joe Ingles,1987-10-02,0,2019-20,32,UTA,NBA,PF,72,45,2137,5.6,12.6,.445,3.2,8.0,.399,2.4,4.6,.525,1.7,2.1,.787,0.6,5.7,6.3,8.5,1.5,0.3,3.2,3.5,16.1,115,111
Joe Ingles,1987-10-02,0,2020-21,33,UTA,NBA,SF,67,30,1867,7.2,14.7,.489,4.8,10.6,.451,2.4,4.1,.590,2.0,2.3,.844,0.7,5.7,6.4,8.3,1.2,0.3,3.1,3.1,21.1,129,111
Marcus Camby,1974-03-22,1,2010-11,36,POR,NBA,C,6,6,167,3.5,7.6,.455,0.3,0.3,1.000,3.1,7.3,.429,0.0,0.7,.000,6.2,13.9,20.1,2.8,1.4,3.1,1.7,6.2,7.3,109,105
Marcus Camby,1974-03-22,1,2012-13,38,NYK,NBA,PF,3,0,3,18.5,18.5,1.000,0.0,0.0,,18.5,18.5,1.000,0.0,0.0,,18.5,18.5,36.9,0.0,0.0,0.0,18.5,18.5,36.9,92,96
Kentavious Caldwell-Pope,1993-02-18,1,2019-20,26,LAL,NBA,SG,21,21,608,6.4,15.3,.418,3.7,9.7,.378,2.8,5.7,.486,1.8,2.2,.815,0.6,2.9,3.6,2.3,1.7,0.3,1.2,3.2,18.3,113,112
Kentavious Caldwell-Pope,1993-02-18,1,2020-21,27,LAL,NBA,SG,5,5,146,3.9,10.2,.379,1.4,6.7,.211,2.5,3.5,.700,1.8,1.8,1.000,0.7,4.2,4.9,1.8,1.8,0.0,0.7,5.3,10.9,106,113
José Calderón,1981-09-28,0,2015-16,34,NYK,NBA,PG,72,72,2024,5.3,11.6,.459,2.1,5.2,.414,3.2,6.4,.496,1.1,1.2,.875,0.6,5.3,5.8,7.6,1.6,0.2,2.2,3.4,13.8,114,109
José Calderón,1981-09-28,0,2016-17,35,TOT,NBA,PG,41,13,539,5.0,12.2,.410,1.8,5.8,.313,3.2,6.4,.500,1.0,1.1,.917,1.4,5.4,6.7,8.0,1.0,0.1,3.7,3.3,12.8,100,113
Ersan İlyasova,1987-05-15,0,2012-13,25,MIL,NBA,PF,73,54,2012,9.3,20.2,.462,2.4,5.4,.444,7.0,14.8,.469,3.1,4.0,.796,3.9,9.2,13.1,2.9,1.7,0.9,1.9,4.7,24.2,114,104
Ersan İlyasova,1987-05-15,0,2013-14,26,MIL,NBA,PF,55,47,1478,8.4,20.5,.409,1.3,4.6,.282,7.1,15.9,.446,3.8,4.6,.823,3.8,8.3,12.1,2.5,1.6,0.3,2.2,4.8,21.9,103,111
Kyrie Irving,1992-03-23,0,2018-19,26,BOS,NBA,PG,67,67,2214,13.1,27.0,.487,3.8,9.4,.401,9.4,17.6,.533,4.7,5.3,.873,1.5,5.7,7.3,10.1,2.2,0.7,3.7,3.6,34.7,118,108
Kyrie Irving,1992-03-23,0,2019-20,27,BRK,NBA,PG,20,20,658,14.3,29.9,.478,4.0,10.2,.394,10.3,19.7,.522,6.8,7.3,.922,1.6,5.8,7.4,9.2,1.9,0.7,3.7,3.8,39.4,119,109
Jarrett Jack,1983-10-28,1,2014-15,31,BRK,NBA,PG,6,0,153,9.3,18.0,.519,1.7,5.0,.333,7.7,13.0,.590,4.3,4.3,1.000,0.7,7.7,8.3,9.0,2.3,0.3,6.7,4.7,24.7,102,105
Isaiah Canaan,1991-05-21,1,2016-17,25,CHI,NBA,SG,3,2,95,7.1,14.3,.500,2.7,7.7,.357,4.4,6.6,.667,2.2,3.3,.667,0.0,2.2,2.2,2.2,1.6,0.0,2.7,3.3,19.2,109,116
Joe Ingles,1987-10-02,1,2016-17,29,UTA,NBA,SF,11,11,334,3.9,9.7,.403,2.3,6.4,.366,1.6,3.3,.476,0.9,1.4,.667,0.3,6.1,6.4,5.6,3.4,0.8,2.5,4.4,11.1,101,108
Joe Ingles,1987-10-02,1,2017-18,30,UTA,NBA,SF,11,11,382,7.3,15.6,.471,4.5,9.9,.455,2.8,5.7,.500,1.4,2.2,.647,0.6,5.5,6.2,4.8,0.8,0.3,3.3,3.7,20.6,110,111
José Calderón,1981-09-28,0,2016-17,35,LAL,NBA,PG,24,11,292,5.3,12.8,.416,2.0,5.7,.353,3.3,7.2,.465,0.7,0.7,1.000,1.3,5.7,7.0,8.5,1.2,0.2,4.3,3.7,13.3,98,115
José Calderón,1981-09-28,0,2016-17,35,ATL,NBA,PG,17,2,247,4.6,11.4,.404,1.6,6.0,.267,3.0,5.4,.556,1.4,1.6,.875,1.4,5.0,6.4,7.4,0.8,0.0,3.0,2.8,12.2,103,110
Ersan İlyasova,1987-05-15,0,2014-15,27,MIL,NBA,PF,58,36,1319,10.2,21.5,.472,2.9,7.3,.389,7.3,14.2,.515,2.7,4.1,.645,3.1,7.6,10.7,2.2,1.4,0.7,1.7,5.8,25.9,111,103
Ersan İlyasova,1987-05-15,0,2015-16,28,TOT,NBA,PF,74,56,1881,7.5,17.7,.424,2.6,6.9,.371,4.9,10.8,.458,3.0,4.1,.721,3.9,6.9,10.8,1.8,1.4,0.9,1.9,4.6,20.5,109,106
Kyrie Irving,1992-03-23,0,2020-21,28,BRK,NBA,PG,54,54,1886,14.0,27.8,.506,3.9,9.7,.402,10.2,18.1,.561,5.1,5.6,.922,1.3,5.2,6.6,8.3,1.9,0.9,3.3,3.6,37.1,121,114
Kyrie Irving,1992-03-23,1,2014-15,22,CLE,NBA,PG,13,13,464,9.2,21.1,.438,3.1,6.8,.450,6.2,14.3,.432,6.6,7.9,.841,1.1,4.2,5.4,5.7,1.9,1.3,2.3,3.3,28.2,120,104
Joe Ingles,1987-10-02,1,2018-19,31,UTA,NBA,PF,5,5,151,3.9,11.9,.324,2.6,9.3,.276,1.3,2.6,.500,0.0,0.0,,1.0,6.8,7.7,8.1,3.5,0.0,2.6,4.5,10.3,94,106
Joe Ingles,1987-10-02,1,2019-20,32,UTA,NBA,PF,7,7,234,4.9,12.1,.407,3.1,9.0,.350,1.8,3.1,.571,1.3,1.3,1.000,0.2,5.2,5.4,7.4,0.9,0.2,0.9,3.4,14.4,130,121
José Calderón,1981-09-28,0,2017-18,36,CLE,NBA,PG,57,32,914,5.0,9.9,.503,2.4,5.2,.464,2.6,4.7,.545,1.3,1.6,.800,0.8,3.8,4.5,6.3,1.4,0.1,2.2,4.3,13.7,122,115
José Calderón,1981-09-28,0,2018-19,37,DET,NBA,PG,49,0,632,3.5,9.4,.375,1.1,4.4,.246,2.4,4.9,.492,0.7,0.9,.818,0.9,3.8,4.7,9.0,1.2,0.2,2.7,5.0,8.8,102,112
Ersan İlyasova,1987-05-15,0,2015-16,28,DET,NBA,PF,52,52,1434,7.6,17.9,.425,2.7,7.6,.363,4.9,10.3,.471,2.8,3.8,.725,3.5,6.4,9.9,1.9,1.3,1.0,2.1,4.2,20.7,109,106
Ersan İlyasova,1987-05-15,0,2015-16,28,ORL,NBA,PF,22,4,447,7.2,17.1,.418,2.0,4.9,.409,5.1,12.2,.422,3.6,5.0,.711,5.0,8.5,13.5,1.3,1.6,0.7,1.3,5.7,19.9,111,107
Kyrie Irving,1992-03-23,1,2015-16,23,CLE,NBA,PG,21,21,774,13.7,28.9,.475,3.5,7.9,.440,10.3,21.0,.489,5.3,6.0,.875,1.0,3.2,4.2,6.7,2.5,0.9,3.3,3.1,36.3,117,107
Kyrie Irving,1992-03-23,1,2016-17,24,CLE,NBA,PG,18,18,653,13.2,28.2,.468,3.3,9.0,.373,9.8,19.2,.512,5.8,6.4,.905,1.0,2.9,3.9,7.2,1.7,0.6,3.7,2.9,35.5,116,115
Joe Ingles,1987-10-02,1,2020-21,33,UTA,NBA,SF,11,6,306,6.4,12.9,.494,3.9,9.4,.414,2.4,3.4,.714,1.6,2.1,.769,0.2,5.4,5.5,6.2,1.1,0.0,1.5,3.1,18.2,137,124
José Calderón,1981-09-28,1,2013-14,32,DAL,NBA,PG,7,7,191,8.2,17.8,.462,3.0,6.3,.478,5.2,11.5,.452,0.3,0.3,1.000,0.5,1.9,2.5,8.5,0.3,0.0,1.9,4.4,19.7,118,118
José Calderón,1981-09-28,1,2016-17,35,ATL,NBA,PG,6,0,75,7.2,15.0,.478,2.6,7.8,.333,4.6,7.2,.636,0.0,0.0,,1.3,3.9,5.2,8.5,1.3,0.7,2.6,5.9,16.9,115,110
Ersan İlyasova,1987-05-15,0,2016-17,29,TOT,NBA,PF,82,52,2142,8.8,20.3,.431,3.2,9.2,.353,5.5,11.1,.496,3.7,4.7,.778,2.6,8.4,11.0,3.2,1.3,0.5,2.6,4.8,24.4,107,108
Ersan İlyasova,1987-05-15,0,2016-17,29,OKC,NBA,PF,3,0,62,4.7,12.7,.375,2.4,9.5,.250,2.4,3.2,.750,0.0,0.0,,1.6,11.1,12.7,0.8,2.4,0.8,3.2,4.0,11.9,83,104
Kyrie Irving,1992-03-23,1,2018-19,26,BOS,NBA,PG,9,9,330,10.0,26.1,.385,2.6,8.4,.310,7.4,17.6,.421,5.2,5.8,.900,0.7,5.1,5.8,9.2,1.7,0.6,4.1,3.8,27.9,98,104
Kyrie Irving,1992-03-23,1,2020-21,28,BRK,NBA,PG,9,9,325,11.8,25.1,.472,3.7,10.0,.369,8.1,15.1,.541,4.0,4.3,.929,1.8,6.2,8.0,4.8,1.4,0.8,1.7,2.9,31.4,119,111
José Calderón,1981-09-28,1,2017-18,36,CLE,NBA,PG,13,3,104,4.5,13.1,.346,2.0,9.1,.222,2.5,4.0,.625,1.0,1.0,1.000,1.0,4.5,5.5,4.5,2.5,0.0,2.5,7.6,12.1,92,111
José Calderón,1981-09-28,1,2018-19,37,DET,NBA,PG,3,0,10,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,23.7,4.7,0.0,0.0,0.0,0.0,229,117
Ersan İlyasova,1987-05-15,0,2016-17,29,PHI,NBA,PF,53,40,1447,9.6,21.8,.440,3.6,10.0,.359,6.0,11.8,.509,3.7,4.8,.768,2.4,8.2,10.6,3.3,1.1,0.5,2.6,4.5,26.5,107,110
Ersan İlyasova,1987-05-15,0,2016-17,29,ATL,NBA,PF,26,12,633,7.2,17.6,.412,2.5,7.2,.348,4.8,10.4,.455,4.0,5.1,.800,3.3,8.5,11.8,3.3,1.7,0.6,2.6,5.7,21.0,107,105
Ersan İlyasova,1987-05-15,0,2017-18,30,TOT,NBA,PF,69,43,1729,7.8,17.2,.452,2.6,7.1,.360,5.2,10.1,.517,3.0,3.8,.778,3.3,8.1,11.4,2.5,1.7,0.7,2.0,4.4,21.1,111,108
Ersan İlyasova,1987-05-15,0,2017-18,30,ATL,NBA,PF,46,40,1175,7.6,16.7,.459,2.5,7.1,.359,5.1,9.6,.532,3.0,3.7,.800,3.1,7.4,10.4,2.1,1.8,0.7,1.8,3.8,20.8,113,110
Shane Edwards,1987-05-31,0,2013-14,26,CLE,NBA,SF,2,0,12,4.3,12.9,.333,0.0,0.0,,4.3,12.9,.333,0.0,0.0,,4.3,4.3,8.6,0.0,0.0,0.0,4.3,4.3,8.6,64,114
Carsen Edwards,1998-03-12,0,2019-20,21,BOS,NBA,SG,37,0,351,5.8,17.6,.328,3.3,10.5,.316,2.5,7.2,.346,1.8,2.6,.684,0.8,5.6,6.5,3.3,1.7,0.6,2.1,4.7,16.6,92,109
Ersan İlyasova,1987-05-15,0,2017-18,30,PHI,NBA,PF,23,3,554,8.1,18.4,.439,2.6,7.2,.361,5.5,11.2,.488,2.9,3.9,.733,3.8,9.5,13.4,3.4,1.5,0.8,2.5,5.6,21.6,109,104
Ersan İlyasova,1987-05-15,0,2018-19,31,MIL,NBA,PF,67,7,1231,6.3,14.4,.438,2.2,6.0,.363,4.1,8.3,.493,2.3,2.8,.824,3.5,7.9,11.4,2.0,1.2,0.8,1.8,6.5,17.1,112,106
Carsen Edwards,1998-03-12,0,2020-21,22,BOS,NBA,SG,31,1,276,8.3,19.6,.423,3.2,11.2,.286,5.1,8.5,.604,1.9,2.3,.846,0.5,4.1,4.6,2.5,1.2,0.2,1.2,4.4,21.8,108,116
Carsen Edwards,1998-03-12,1,2019-20,21,BOS,NBA,SG,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,16.6,16.6,0.0,0.0,0.0,0.0,0.0,0.0,,106
Ersan İlyasova,1987-05-15,0,2019-20,32,MIL,NBA,PF,63,8,986,6.8,14.5,.466,2.3,6.3,.365,4.4,8.2,.545,3.3,4.0,.828,2.9,11.1,14.0,2.3,1.1,0.8,1.6,4.4,19.2,119,102
Ersan İlyasova,1987-05-15,0,2020-21,33,UTA,NBA,PF,17,1,148,6.9,17.8,.389,5.9,13.5,.439,1.0,4.3,.231,1.6,1.6,1.000,2.3,7.2,9.5,1.3,3.3,1.0,2.6,9.5,21.4,109,104
D.J. Mbenga,1980-12-30,0,2009-10,29,LAL,NBA,C,49,2,355,7.0,15.0,.466,0.0,0.0,,7.0,15.0,.466,1.3,2.8,.474,4.7,8.0,12.7,1.2,0.7,4.2,2.2,7.9,15.3,99,101
Zydrunas Ilgauskas,1975-06-05,0,2009-10,34,CLE,NBA,C,64,6,1339,7.6,17.2,.443,0.4,0.9,.478,7.2,16.3,.441,2.9,4.0,.743,4.5,9.1,13.5,1.9,0.5,2.0,2.5,7.2,18.6,102,104
Andre Iguodala,1984-01-28,0,2009-10,26,PHI,NBA,SF,82,82,3193,8.1,18.4,.443,1.5,5.0,.310,6.6,13.4,.492,5.2,7.1,.733,1.3,7.3,8.7,7.7,2.3,0.9,3.6,2.4,23.0,108,109
Serge Ibaka,1989-09-18,0,2009-10,20,OKC,NBA,PF,73,0,1323,7.8,14.4,.543,0.0,0.1,.500,7.8,14.3,.543,2.3,3.6,.630,5.4,10.1,15.5,0.4,1.0,3.8,2.7,7.6,18.0,109,101
Anthony Edwards,2001-08-05,0,2020-21,19,MIN,NBA,SG,72,55,2314,10.3,24.7,.417,3.5,10.6,.329,6.8,14.1,.483,4.3,5.6,.776,1.2,5.7,6.9,4.3,1.7,0.7,3.3,2.6,28.4,102,116
Jarell Eddie,1991-10-30,0,2015-16,24,WAS,NBA,SF,26,0,147,6.6,21.6,.308,5.0,15.6,.319,1.7,6.0,.278,2.7,2.7,1.000,0.7,7.0,7.6,1.7,1.7,0.3,0.3,1.7,20.9,98,107
Devin Ebanks,1989-10-28,0,2010-11,21,LAL,NBA,SG,20,0,118,9.4,22.9,.412,0.9,2.2,.400,8.5,20.6,.413,8.1,10.3,.783,6.7,5.4,12.1,0.9,1.8,2.2,2.7,3.1,27.8,109,104
Carsen Edwards,1998-03-12,1,2020-21,22,BOS,NBA,SG,2,0,5,20.0,30.0,.667,10.0,20.0,.500,10.0,10.0,1.000,0.0,0.0,,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,50.1,153,132
Ersan İlyasova,1987-05-15,1,2009-10,22,MIL,NBA,PF,7,0,157,8.6,17.8,.480,1.8,5.0,.357,6.8,12.8,.528,5.3,6.4,.833,7.5,11.4,18.9,1.1,1.8,0.4,3.6,5.0,24.2,115,105
Ersan İlyasova,1987-05-15,1,2012-13,25,MIL,NBA,PF,4,4,117,9.0,20.8,.435,1.8,4.5,.400,7.2,16.3,.444,0.9,0.9,1.000,4.5,8.6,13.1,3.2,2.3,0.5,2.7,3.6,20.8,98,109
D.J. Mbenga,1980-12-30,0,2010-11,30,NOH,NBA,C,41,0,330,3.8,8.0,.469,0.0,0.0,,3.8,8.0,.469,2.1,3.0,.722,5.7,8.4,14.1,1.0,1.0,4.4,3.4,8.5,9.7,97,102
D.J. Mbenga,1980-12-30,1,2009-10,29,LAL,NBA,C,3,0,12,8.9,26.8,.333,0.0,0.0,,8.9,26.8,.333,4.5,4.5,1.000,0.0,22.3,22.3,4.5,0.0,0.0,0.0,8.9,22.3,97,102
Zydrunas Ilgauskas,1975-06-05,0,2010-11,35,MIA,NBA,C,72,51,1145,7.5,14.7,.508,0.0,0.0,.000,7.5,14.7,.509,1.7,2.1,.783,5.0,8.3,13.2,1.2,1.1,2.7,2.4,8.5,16.6,107,102
Zydrunas Ilgauskas,1975-06-05,1,2009-10,34,CLE,NBA,C,7,0,69,3.8,9.8,.385,0.0,0.0,,3.8,9.8,.385,1.5,2.3,.667,5.3,3.0,8.3,2.3,0.0,5.3,0.8,7.5,9.0,109,108
Andre Iguodala,1984-01-28,0,2010-11,27,PHI,NBA,SF,67,67,2469,7.2,16.1,.445,1.3,3.8,.337,5.9,12.3,.479,4.4,6.4,.693,1.3,6.9,8.2,8.9,2.1,0.8,2.9,2.3,20.0,110,104
Andre Iguodala,1984-01-28,0,2011-12,28,PHI,NBA,SF,62,62,2209,7.0,15.3,.454,1.8,4.7,.394,5.1,10.6,.481,2.9,4.7,.617,1.4,7.9,9.2,8.2,2.6,0.7,2.8,2.2,18.7,108,98
Serge Ibaka,1989-09-18,0,2010-11,21,OKC,NBA,PF,82,44,2216,7.8,14.4,.543,0.0,0.0,.000,7.8,14.4,.544,3.2,4.3,.750,5.0,9.5,14.5,0.5,0.7,4.6,1.7,6.2,18.9,119,104
Serge Ibaka,1989-09-18,0,2011-12,22,OKC,NBA,PF,66,66,1792,7.5,14.1,.535,0.0,0.1,.333,7.5,14.0,.536,2.2,3.4,.661,5.6,8.8,14.3,0.8,1.0,6.9,2.3,5.2,17.4,113,98
Kadeem Allen,1993-01-15,0,2017-18,25,BOS,NBA,PG,18,1,107,2.8,10.3,.273,0.0,5.1,.000,2.8,5.1,.545,3.3,4.2,.778,1.9,3.3,5.1,5.6,1.4,0.9,4.2,7.0,8.9,78,106
Grayson Allen,1995-10-08,0,2018-19,23,UTA,NBA,SG,38,2,416,7.7,20.5,.376,3.7,11.4,.323,4.0,9.1,.443,5.2,6.9,.750,0.3,2.3,2.6,2.9,0.7,0.7,3.8,5.4,24.3,95,111
Rawle Alkins,1997-10-29,0,2018-19,21,CHI,NBA,SG,10,1,120,5.3,15.8,.333,1.2,4.8,.250,4.0,10.9,.370,3.2,4.8,.667,4.4,6.1,10.5,5.3,0.4,0.0,3.2,2.8,15.0,93,117
Jarell Eddie,1991-10-30,0,2016-17,25,PHO,NBA,SF,5,0,62,4.6,14.7,.316,3.1,12.4,.250,1.5,2.3,.667,6.2,6.9,.889,0.8,4.6,5.4,0.0,0.8,0.0,0.8,0.8,18.5,112,117
Jarell Eddie,1991-10-30,0,2017-18,26,TOT,NBA,SF,3,0,9,0.0,11.0,.000,0.0,11.0,.000,0.0,0.0,,0.0,0.0,,0.0,5.5,5.5,0.0,5.5,0.0,0.0,0.0,0.0,0,100
Devin Ebanks,1989-10-28,0,2011-12,22,LAL,NBA,SG,24,12,396,5.0,11.9,.416,0.0,1.2,.000,5.0,10.7,.463,3.1,4.7,.657,3.5,3.7,7.2,1.6,1.5,0.8,2.4,3.5,13.0,96,107
Devin Ebanks,1989-10-28,0,2012-13,23,LAL,NBA,SF,19,3,197,6.2,18.8,.329,1.5,5.7,.273,4.6,13.2,.353,2.8,3.6,.786,2.6,8.0,10.6,2.6,0.8,0.3,2.8,5.9,16.8,87,108
Ersan İlyasova,1987-05-15,1,2014-15,27,MIL,NBA,PF,6,6,142,7.3,22.1,.328,1.8,8.3,.217,5.4,13.8,.395,2.5,3.6,.700,2.2,6.2,8.3,1.1,1.8,1.1,1.8,3.6,18.9,82,106
Ersan İlyasova,1987-05-15,1,2016-17,29,ATL,NBA,PF,6,0,90,4.3,12.5,.348,0.5,2.7,.200,3.8,9.8,.389,3.8,4.9,.778,7.6,9.2,16.8,1.1,0.5,0.0,2.7,3.8,13.0,101,110
Nickeil Alexander-Walker,1998-09-02,0,2019-20,21,NOP,NBA,SG,47,1,591,7.7,20.8,.368,3.6,10.4,.346,4.1,10.4,.391,2.0,2.9,.676,0.7,5.9,6.6,7.0,1.3,0.6,4.2,4.5,20.9,93,113
Ty-Shon Alexander,1998-07-16,0,2020-21,22,PHO,NBA,SG,15,0,47,3.2,12.6,.250,2.1,9.5,.222,1.1,3.2,.333,1.1,2.1,.500,2.1,8.4,10.5,6.3,0.0,1.1,3.2,2.1,9.5,84,114
Kyle Alexander,1996-10-21,0,2019-20,23,MIA,NBA,C,2,0,13,3.8,7.5,.500,0.0,0.0,,3.8,7.5,.500,0.0,0.0,,7.5,3.8,11.3,0.0,0.0,0.0,3.8,3.8,7.5,96,116
D.J. Mbenga,1980-12-30,1,2010-11,30,NOH,NBA,C,5,0,26,4.3,4.3,1.000,0.0,0.0,,4.3,4.3,1.000,2.2,4.3,.500,4.3,6.5,10.8,2.2,4.3,6.5,2.2,15.1,10.8,137,102
Joe Alexander,1986-12-26,0,2009-10,23,CHI,NBA,SF,8,0,29,1.8,10.7,.167,0.0,1.8,.000,1.8,8.9,.200,3.6,5.3,.667,3.6,5.3,8.9,3.6,1.8,1.8,0.0,16.0,7.1,88,104
Jarrett Allen,1998-04-21,0,2017-18,19,BRK,NBA,C,72,31,1441,7.9,13.4,.589,0.2,0.5,.333,7.7,12.9,.599,3.8,5.0,.776,4.9,8.2,13.1,1.7,0.9,3.0,2.8,5.0,19.8,119,108
Zydrunas Ilgauskas,1975-06-05,1,2010-11,35,MIA,NBA,C,9,8,104,7.5,16.0,.467,0.0,0.0,,7.5,16.0,.467,2.1,3.2,.667,8.0,9.1,17.1,1.6,0.0,1.6,4.8,8.6,17.1,95,105
Andre Iguodala,1984-01-28,0,2012-13,29,DEN,NBA,SG,80,80,2779,7.2,16.0,.451,1.7,5.2,.317,5.5,10.8,.515,2.8,4.9,.574,1.5,6.2,7.7,7.9,2.5,0.9,3.7,2.3,18.9,105,105
Andre Iguodala,1984-01-28,0,2013-14,30,GSW,NBA,SF,63,63,2040,5.4,11.2,.480,1.5,4.3,.354,3.9,6.9,.558,2.1,3.2,.652,1.3,5.9,7.2,6.4,2.3,0.4,2.4,2.5,14.4,113,103
