Name,Born,Is_playoff,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
James Johnson,1987-02-20,0,2016-17,29,MIA,NBA,PF,76,5,2085,6.4,13.3,.479,1.5,4.4,.340,4.9,8.9,.548,2.6,3.7,.707,1.1,5.4,6.5,4.8,1.3,1.5,3.0,3.4,16.8
James Johnson,1987-02-20,0,2017-18,30,MIA,NBA,PF,73,41,1943,5.7,11.4,.503,1.1,3.4,.308,4.7,7.9,.587,2.1,3.0,.698,1.1,5.5,6.6,5.2,1.3,0.9,2.6,3.6,14.6
Manu Ginóbili,1977-07-28,1,2014-15,37,SAS,NBA,SG,7,0,131,4.1,11.8,.349,2.2,6.0,.364,1.9,5.8,.333,4.9,6.3,.783,1.1,5.5,6.6,8.8,1.1,1.6,3.8,5.2,15.4
Manu Ginóbili,1977-07-28,1,2015-16,38,SAS,NBA,SG,10,0,192,3.7,8.8,.426,1.7,3.9,.429,2.1,4.9,.423,3.4,4.3,.783,1.1,3.9,5.1,4.7,1.5,0.6,1.3,4.7,12.6
Taj Gibson,1985-06-24,0,2019-20,34,NYK,NBA,C,62,56,1025,5.9,10.0,.584,0.1,0.5,.286,5.7,9.6,.599,1.4,2.0,.732,3.9,5.5,9.4,1.8,0.9,1.1,1.7,4.3,13.3
Taj Gibson,1985-06-24,0,2020-21,35,NYK,NBA,C,45,3,936,3.8,6.1,.627,0.1,0.6,.200,3.7,5.5,.671,1.5,2.1,.727,3.8,5.8,9.6,1.4,1.2,1.9,0.8,3.8,9.3
Kendrick Perkins,1984-11-10,1,2014-15,30,CLE,NBA,C,8,0,33,2.2,8.7,.250,0.0,0.0,,2.2,8.7,.250,6.5,10.9,.600,2.2,7.6,9.8,0.0,0.0,3.3,4.4,6.5,10.9
Joe Johnson,1981-06-29,0,2017-18,36,HOU,NBA,SF,23,1,505,3.6,9.6,.381,1.2,4.3,.279,2.4,5.2,.466,1.4,1.5,.952,0.1,4.5,4.6,2.7,0.4,0.1,1.3,2.5,9.9
Joe Johnson,1981-06-29,1,2009-10,28,ATL,NBA,SG,11,11,440,6.3,16.3,.387,0.7,3.4,.220,5.6,12.9,.430,2.8,3.4,.810,1.6,2.9,4.6,4.5,0.8,0.2,2.0,1.8,16.1
James Johnson,1987-02-20,0,2018-19,31,MIA,NBA,PF,55,33,1164,5.1,11.7,.433,1.5,4.6,.336,3.5,7.1,.496,1.5,2.2,.714,0.7,4.8,5.4,4.2,1.1,0.8,2.3,3.5,13.2
James Johnson,1987-02-20,0,2019-20,32,TOT,NBA,"C,PF",32,1,619,6.0,12.5,.479,1.9,5.3,.363,4.1,7.2,.565,1.8,2.8,.646,1.5,5.4,6.9,4.3,1.5,1.9,2.8,4.7,15.7
James Johnson,1987-02-20,0,2019-20,32,MIA,NBA,PF,18,0,281,5.0,11.1,.448,2.0,5.8,.356,2.9,5.4,.548,1.0,1.8,.571,1.0,5.6,6.7,2.7,0.8,1.7,1.9,4.4,13.1
Manu Ginóbili,1977-07-28,1,2016-17,39,SAS,NBA,SG,16,1,284,5.1,12.3,.412,1.1,5.1,.225,3.9,7.2,.544,2.2,2.9,.739,1.3,3.7,4.9,4.9,2.0,0.3,1.5,3.5,13.4
Manu Ginóbili,1977-07-28,1,2017-18,40,SAS,NBA,SG,5,0,107,5.0,12.4,.405,2.0,6.1,.333,3.0,6.4,.474,3.0,3.7,.818,0.3,4.7,5.0,5.4,2.4,0.3,2.4,4.4,15.1
Taj Gibson,1985-06-24,1,2009-10,24,CHI,NBA,PF,5,5,145,4.0,9.4,.421,0.0,0.0,,4.0,9.4,.421,1.5,2.7,.545,2.2,6.5,8.7,0.7,0.2,0.7,0.5,4.2,9.4
Taj Gibson,1985-06-24,1,2010-11,25,CHI,NBA,PF,16,0,284,5.5,9.6,.566,0.0,0.1,.000,5.5,9.5,.573,1.1,1.9,.600,3.3,5.1,8.4,1.1,0.6,2.8,1.8,4.1,12.0
Joe Johnson,1981-06-29,1,2010-11,29,ATL,NBA,SG,12,12,497,6.3,14.3,.439,1.3,3.0,.429,5.0,11.3,.442,2.5,3.0,.810,1.3,2.7,4.0,2.9,0.9,0.1,2.2,1.4,16.4
Joe Johnson,1981-06-29,1,2011-12,30,ATL,NBA,SG,6,6,243,5.6,15.1,.373,1.3,5.3,.250,4.3,9.8,.439,2.7,3.6,.750,0.9,2.2,3.1,3.1,1.2,0.1,2.4,1.6,15.3
James Johnson,1987-02-20,0,2019-20,32,MIN,NBA,C,14,1,338,6.8,13.6,.500,1.8,4.9,.370,5.0,8.7,.573,2.4,3.6,.676,1.8,5.2,7.0,5.6,2.0,2.0,3.5,4.9,17.9
James Johnson,1987-02-20,0,2020-21,33,TOT,NBA,PF,51,12,1043,5.0,11.3,.446,1.1,4.1,.258,4.0,7.1,.556,1.6,2.6,.592,1.1,5.0,6.1,3.4,1.4,1.4,1.9,4.1,12.7
Taj Gibson,1985-06-24,1,2011-12,26,CHI,NBA,PF,6,0,137,5.5,12.1,.457,0.0,0.0,,5.5,12.1,.457,3.9,5.8,.682,3.9,6.3,10.2,1.1,1.1,2.6,0.8,5.0,15.0
Taj Gibson,1985-06-24,1,2012-13,27,CHI,NBA,PF,12,0,206,5.4,11.5,.470,0.0,0.3,.000,5.4,11.2,.484,2.8,3.8,.727,2.6,3.7,6.3,0.7,0.7,1.0,1.6,6.5,13.6
Joe Johnson,1981-06-29,1,2012-13,31,BRK,NBA,SG,7,7,271,5.7,13.7,.417,1.3,5.2,.256,4.4,8.5,.516,1.1,1.2,.889,0.5,2.4,2.9,2.5,1.1,0.0,1.6,1.7,13.8
Joe Johnson,1981-06-29,1,2013-14,32,BRK,NBA,SG,12,12,469,7.5,14.1,.533,1.7,4.1,.415,5.8,10.1,.580,2.8,3.3,.837,0.7,2.8,3.5,2.7,0.5,0.2,1.5,1.5,19.5
James Johnson,1987-02-20,0,2020-21,33,DAL,NBA,PF,29,1,504,4.8,10.4,.462,1.1,4.3,.250,3.7,6.1,.612,1.2,2.1,.586,1.0,5.1,6.1,3.6,1.7,1.6,1.9,4.2,11.9
James Johnson,1987-02-20,0,2020-21,33,NOP,NBA,PF,22,11,539,5.3,12.2,.434,1.1,4.0,.267,4.2,8.1,.516,1.9,3.1,.596,1.2,4.9,6.1,3.2,1.2,1.3,1.9,4.1,13.5
James Johnson,1987-02-20,1,2009-10,22,CHI,NBA,PF,4,0,20,0.0,3.6,.000,0.0,1.8,.000,0.0,1.8,.000,0.0,0.0,,1.8,0.0,1.8,1.8,0.0,0.0,3.6,19.8,0.0
Taj Gibson,1985-06-24,1,2013-14,28,CHI,NBA,PF,5,0,154,7.5,13.3,.561,0.0,0.0,,7.5,13.3,.561,6.3,8.4,.750,4.9,2.3,7.2,0.5,0.5,2.8,1.9,2.8,21.3
Taj Gibson,1985-06-24,1,2014-15,29,CHI,NBA,PF,12,2,276,4.4,9.4,.472,0.0,0.0,,4.4,9.4,.472,2.7,3.9,.700,3.3,5.3,8.6,1.6,0.5,1.6,1.4,3.3,11.6
Chris Johnson,1985-07-15,0,2010-11,25,TOT,NBA,C,14,1,138,2.3,5.5,.429,0.0,0.0,,2.3,5.5,.429,3.9,5.2,.750,3.1,5.2,8.3,0.8,0.8,2.3,2.6,5.5,8.6
B.J. Johnson,1995-12-21,0,2018-19,23,TOT,NBA,SF,7,0,49,6.6,13.2,.500,2.2,5.1,.429,4.4,8.1,.545,1.5,1.5,1.000,1.5,4.4,5.9,0.0,1.5,0.0,1.5,2.9,16.9
Joe Johnson,1981-06-29,1,2014-15,33,BRK,NBA,SG,6,6,249,4.9,13.6,.362,1.7,5.9,.293,3.2,7.7,.415,2.7,3.5,.792,0.7,5.9,6.7,4.2,1.0,0.0,0.7,2.3,14.3
Joe Johnson,1981-06-29,1,2015-16,34,MIA,NBA,SF,14,14,492,5.0,11.6,.430,1.0,3.4,.283,4.0,8.2,.491,1.5,1.8,.875,0.5,4.3,4.8,2.6,0.6,0.2,1.3,2.0,12.4
Carldell Johnson,1983-01-28,0,2011-12,29,NOH,NBA,PG,15,0,119,3.3,10.6,.314,1.2,4.5,.267,2.1,6.1,.350,0.3,0.9,.333,0.3,2.4,2.7,6.7,2.4,0.0,2.1,3.3,8.2
Armon Johnson,1989-02-23,0,2010-11,21,POR,NBA,PG,38,0,277,6.0,13.1,.455,0.6,1.6,.417,5.3,11.6,.461,1.7,2.9,.591,1.4,3.2,4.7,5.8,0.6,0.1,4.9,4.0,14.3
Chris Johnson,1990-04-29,0,2012-13,22,MEM,NBA,SF,8,0,102,3.9,8.8,.440,2.1,6.4,.333,1.8,2.5,.714,0.4,0.7,.500,1.8,2.1,3.9,0.7,1.4,0.0,1.1,1.8,10.2
James Johnson,1987-02-20,1,2013-14,26,MEM,NBA,SF,3,0,28,6.4,19.3,.333,2.6,6.4,.400,3.9,12.9,.300,9.0,12.9,.700,5.1,2.6,7.7,0.0,1.3,0.0,0.0,3.9,24.4
James Johnson,1987-02-20,1,2014-15,27,TOR,NBA,PF,2,0,12,6.0,18.0,.333,0.0,0.0,,6.0,18.0,.333,0.0,18.0,.000,0.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,12.0
Cameron Johnson,1996-03-03,0,2019-20,23,PHO,NBA,PF,57,9,1255,5.0,11.6,.435,3.0,7.8,.390,2.0,3.8,.526,1.3,1.6,.807,1.4,4.0,5.4,2.0,1.0,0.6,0.9,2.5,14.5
Brice Johnson,1994-06-27,0,2016-17,22,LAC,NBA,PF,3,0,9,8.0,28.0,.286,0.0,0.0,,8.0,28.0,.286,0.0,0.0,,4.0,8.0,12.0,4.0,8.0,4.0,4.0,0.0,16.0
Taj Gibson,1985-06-24,1,2016-17,31,OKC,NBA,PF,5,5,118,6.4,10.7,.600,0.0,0.0,,6.4,10.7,.600,2.1,2.4,.875,0.9,4.6,5.5,0.9,0.3,0.0,2.4,4.0,14.9
Taj Gibson,1985-06-24,1,2017-18,32,MIN,NBA,PF,5,5,123,4.1,6.4,.636,0.0,0.0,,4.1,6.4,.636,0.9,0.9,1.000,2.0,3.8,5.9,0.6,0.3,0.6,1.2,2.3,9.1
Chris Johnson,1985-07-15,0,2010-11,25,POR,NBA,C,10,1,106,2.4,6.1,.389,0.0,0.0,,2.4,6.1,.389,4.4,6.1,.722,3.7,5.4,9.2,0.7,1.0,2.0,2.7,6.1,9.2
Chris Johnson,1985-07-15,0,2010-11,25,BOS,NBA,C,4,0,32,2.3,3.4,.667,0.0,0.0,,2.3,3.4,.667,2.3,2.3,1.000,1.1,4.5,5.6,1.1,0.0,3.4,2.3,3.4,6.8
Chris Johnson,1985-07-15,0,2011-12,26,TOT,NBA,C,27,0,175,4.1,8.4,.488,0.0,0.0,,4.1,8.4,.488,3.1,3.9,.789,3.1,5.1,8.2,0.4,1.2,1.9,3.1,6.8,11.3
B.J. Johnson,1995-12-21,0,2018-19,23,ATL,NBA,SF,6,0,43,6.7,13.4,.500,2.5,5.0,.500,4.2,8.4,.500,1.7,1.7,1.000,1.7,5.0,6.7,0.0,1.7,0.0,1.7,2.5,17.6
B.J. Johnson,1995-12-21,0,2018-19,23,SAC,NBA,SF,1,0,6,6.0,12.0,.500,0.0,6.0,.000,6.0,6.0,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0
Joe Johnson,1981-06-29,1,2016-17,35,UTA,NBA,SF,11,2,326,6.4,14.7,.436,1.7,5.0,.333,4.7,9.7,.489,1.2,1.7,.733,0.9,3.9,4.7,3.0,0.7,0.1,1.4,2.3,15.7
Joe Johnson,1981-06-29,1,2017-18,36,HOU,NBA,SF,8,0,54,4.0,11.3,.353,0.0,2.0,.000,4.0,9.3,.429,0.0,0.0,,0.0,6.7,6.7,2.0,0.0,0.7,2.0,2.7,8.0
Armon Johnson,1989-02-23,0,2011-12,22,TOT,NBA,PG,9,0,124,5.8,12.5,.465,0.3,0.9,.333,5.5,11.6,.475,1.7,1.7,1.000,0.3,3.5,3.8,3.2,1.5,0.0,1.7,2.6,13.6
Armon Johnson,1989-02-23,0,2011-12,22,POR,NBA,PG,1,0,5,7.2,7.2,1.000,0.0,0.0,,7.2,7.2,1.000,0.0,0.0,,0.0,7.2,7.2,0.0,7.2,0.0,7.2,0.0,14.4
Chris Johnson,1990-04-29,0,2013-14,23,BOS,NBA,SF,40,0,789,3.9,9.8,.397,2.0,5.8,.339,1.9,4.0,.483,1.7,2.0,.860,1.4,3.0,4.4,1.4,1.2,0.2,1.0,2.9,11.4
Chris Johnson,1990-04-29,0,2014-15,24,TOT,NBA,SF,29,2,526,4.2,10.5,.403,1.9,6.5,.295,2.3,4.0,.576,1.0,1.1,.875,0.5,3.2,3.8,1.0,1.8,0.5,1.0,3.0,11.4
James Johnson,1987-02-20,1,2015-16,28,TOR,NBA,PF,10,0,98,4.4,9.2,.480,1.5,3.3,.444,2.9,5.9,.500,0.7,1.1,.667,1.1,4.4,5.5,2.2,1.1,0.0,2.6,4.8,11.0
James Johnson,1987-02-20,1,2017-18,30,MIA,NBA,PF,5,5,161,5.1,9.4,.548,1.6,2.9,.538,3.6,6.5,.552,2.0,3.1,.643,0.7,6.0,6.7,5.4,1.3,1.3,2.2,3.8,13.9
Cameron Johnson,1996-03-03,0,2020-21,24,PHO,NBA,PF,60,11,1437,5.1,12.1,.420,2.9,8.4,.349,2.2,3.7,.581,1.3,1.5,.847,0.8,4.2,5.0,2.2,0.9,0.4,1.0,2.1,14.4
Cameron Johnson,1996-03-03,1,2020-21,24,PHO,NBA,PF,21,0,443,4.5,8.9,.500,2.7,6.0,.446,1.8,2.9,.611,2.4,2.6,.906,1.3,4.1,5.4,1.3,1.5,0.3,1.2,2.3,14.0
Brice Johnson,1994-06-27,0,2017-18,23,TOT,NBA,PF,18,0,98,7.3,15.4,.476,0.0,0.4,.000,7.3,15.1,.488,1.1,1.8,.600,3.3,8.1,11.4,0.7,3.3,2.2,1.8,4.8,15.8
Brice Johnson,1994-06-27,0,2017-18,23,LAC,NBA,PF,9,0,38,6.6,10.4,.636,0.0,0.9,.000,6.6,9.5,.700,1.9,1.9,1.000,1.9,10.4,12.3,0.9,5.7,1.9,3.8,6.6,15.2
Brice Johnson,1994-06-27,0,2017-18,23,MEM,NBA,PF,9,0,60,7.8,18.6,.419,0.0,0.0,,7.8,18.6,.419,0.6,1.8,.333,4.2,6.6,10.8,0.6,1.8,2.4,0.6,3.6,16.2
Anthony Johnson,1974-10-02,0,2009-10,35,ORL,NBA,PG,31,0,406,4.3,9.8,.441,1.2,3.5,.333,3.2,6.4,.500,1.7,1.8,.950,0.7,3.5,4.3,5.6,1.0,0.1,2.3,2.8,11.5
Taj Gibson,1985-06-24,1,2020-21,35,NYK,NBA,C,5,3,138,3.1,5.2,.600,0.0,0.0,,3.1,5.2,.600,0.3,0.3,1.000,4.2,5.0,9.1,1.0,2.1,1.3,0.8,3.4,6.5
Julian Washburn,1991-12-18,0,2018-19,27,MEM,NBA,SF,18,3,254,2.3,6.8,.333,0.7,3.4,.208,1.6,3.4,.458,0.4,0.6,.750,1.1,4.7,5.8,2.0,1.8,0.3,1.0,2.3,5.7
Willie Warren,1989-10-22,0,2010-11,21,LAC,NBA,PG,19,0,134,3.5,9.4,.371,1.3,4.0,.333,2.1,5.4,.400,1.6,2.1,.750,0.3,3.0,3.2,7.3,1.6,0.0,2.1,4.3,9.9
Jameel Warney,1994-01-31,0,2017-18,24,DAL,NBA,PF,3,0,27,9.3,16.0,.583,0.0,0.0,,9.3,16.0,.583,4.0,6.7,.600,5.3,6.7,12.0,0.0,0.0,0.0,1.3,2.7,22.7
Chris Johnson,1985-07-15,0,2011-12,26,POR,NBA,C,20,0,93,4.3,8.9,.478,0.0,0.0,,4.3,8.9,.478,3.9,4.6,.833,3.1,3.9,7.0,0.4,0.4,3.1,2.7,7.7,12.4
Chris Johnson,1985-07-15,0,2011-12,26,NOH,NBA,C,7,0,82,4.0,7.9,.500,0.0,0.0,,4.0,7.9,.500,2.2,3.1,.714,3.1,6.6,9.7,0.4,2.2,0.4,3.5,5.7,10.1
Casper Ware,1990-01-17,0,2013-14,24,PHI,NBA,PG,9,0,116,5.6,13.0,.429,2.2,6.5,.333,3.4,6.5,.524,1.6,1.9,.833,0.0,2.8,2.8,3.1,2.5,0.0,1.6,3.4,14.9
B.J. Johnson,1995-12-21,0,2019-20,24,ORL,NBA,SF,10,0,83,3.9,13.9,.281,1.3,3.9,.333,2.6,10.0,.261,3.9,4.3,.900,1.3,5.2,6.5,1.3,1.3,0.0,2.6,1.3,13.0
B.J. Johnson,1995-12-21,1,2019-20,24,ORL,NBA,SF,1,0,4,9.0,18.0,.500,9.0,9.0,1.000,0.0,9.0,.000,0.0,0.0,,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,27.0
Hakim Warrick,1982-07-08,0,2009-10,27,TOT,NBA,PF,76,6,1557,6.1,12.7,.482,0.0,0.2,.143,6.1,12.6,.486,4.7,6.3,.737,2.9,4.3,7.3,1.2,0.6,0.4,1.8,2.9,16.9
T.J. Warren,1993-09-05,0,2014-15,21,PHO,NBA,SF,40,1,614,6.6,12.5,.528,0.3,1.2,.238,6.3,11.3,.560,0.8,1.1,.737,2.4,2.6,5.0,1.5,1.1,0.5,1.6,3.0,14.4
Brad Wanamaker,1989-07-25,0,2018-19,29,BOS,NBA,PG,36,0,343,5.2,11.0,.476,1.7,4.1,.410,3.6,6.9,.515,2.5,2.9,.857,0.3,4.0,4.3,5.9,1.3,0.2,2.0,3.6,14.7
Armon Johnson,1989-02-23,0,2011-12,22,NJN,NBA,PG,8,0,119,5.7,12.7,.452,0.3,0.9,.333,5.4,11.8,.462,1.8,1.8,1.000,0.3,3.3,3.6,3.3,1.2,0.0,1.5,2.7,13.6
Armon Johnson,1989-02-23,1,2010-11,21,POR,NBA,PG,2,0,0,,,,,,,,,,,,,,,,,,,,,
Chris Johnson,1990-04-29,0,2014-15,24,PHI,NBA,SF,9,2,187,3.7,11.6,.317,1.9,7.5,.256,1.7,4.0,.429,1.2,1.5,.750,0.6,4.4,5.0,0.6,1.7,1.0,1.7,3.7,10.4
Chris Johnson,1990-04-29,0,2014-15,24,UTA,NBA,SF,12,0,211,5.3,10.9,.484,2.2,6.5,.342,3.1,4.4,.692,1.0,1.0,1.000,0.5,2.6,3.1,1.2,2.0,0.0,1.0,3.1,13.8
Anthony Johnson,1974-10-02,1,2009-10,35,ORL,NBA,PG,1,0,5,7.2,14.4,.500,0.0,7.2,.000,7.2,7.2,1.000,0.0,0.0,,0.0,0.0,0.0,14.4,0.0,0.0,0.0,0.0,14.4
Chris Johnson,1985-07-15,0,2012-13,27,MIN,NBA,C,30,0,284,6.1,9.5,.640,0.0,0.0,,6.1,9.5,.640,2.7,4.3,.618,2.5,5.1,7.6,1.0,0.9,3.5,1.6,6.2,14.8
Chris Johnson,1985-07-15,1,2010-11,25,POR,NBA,C,4,0,19,1.9,1.9,1.000,0.0,0.0,,1.9,1.9,1.000,3.8,3.8,1.000,0.0,9.5,9.5,0.0,0.0,3.8,0.0,5.7,7.6
Hakim Warrick,1982-07-08,0,2009-10,27,MIL,NBA,PF,48,6,1024,6.4,13.3,.481,0.0,0.2,.167,6.4,13.1,.487,4.4,6.0,.727,3.1,4.4,7.5,1.2,0.6,0.4,2.0,2.9,17.2
Hakim Warrick,1982-07-08,0,2009-10,27,CHI,NBA,PF,28,0,533,5.6,11.6,.483,0.0,0.1,.000,5.6,11.5,.485,5.2,6.9,.755,2.7,4.2,6.9,1.1,0.5,0.5,1.6,2.9,16.4
T.J. Warren,1993-09-05,0,2015-16,22,PHO,NBA,SF,47,4,1070,7.4,14.8,.501,0.9,2.4,.400,6.5,12.5,.520,1.5,2.2,.703,1.9,3.0,4.9,1.5,1.2,0.5,1.1,3.2,17.3
T.J. Warren,1993-09-05,0,2016-17,23,PHO,NBA,SF,66,59,2048,7.1,14.3,.495,0.5,1.7,.265,6.6,12.6,.527,2.1,2.7,.773,2.2,3.8,6.0,1.3,1.3,0.7,1.0,3.1,16.7
Brad Wanamaker,1989-07-25,0,2019-20,30,BOS,NBA,PG,71,1,1369,4.3,9.5,.448,1.0,2.7,.363,3.3,6.8,.481,3.3,3.6,.926,0.6,3.2,3.8,4.7,1.6,0.4,2.0,3.5,12.8
Brad Wanamaker,1989-07-25,0,2020-21,31,TOT,NBA,PG,61,0,1053,3.9,10.2,.385,0.5,2.9,.188,3.4,7.3,.463,3.1,3.5,.891,0.6,3.0,3.6,5.9,1.5,0.4,2.4,3.2,11.5
Chris Johnson,1990-04-29,0,2014-15,24,MIL,NBA,SF,8,0,128,3.4,8.4,.400,1.4,5.1,.278,2.0,3.4,.583,0.6,0.6,1.000,0.6,2.5,3.1,1.4,1.4,0.6,0.0,2.0,8.7
Chris Johnson,1990-04-29,0,2015-16,25,UTA,NBA,SF,70,2,857,3.0,8.1,.371,1.1,4.2,.273,1.9,4.0,.474,1.4,1.8,.810,1.1,4.4,5.5,1.9,1.3,0.8,1.7,4.2,8.6
Luke Walton,1980-03-28,0,2009-10,29,LAL,NBA,SF,29,0,272,4.0,11.1,.357,0.9,2.3,.412,3.0,8.9,.343,0.3,0.5,.500,1.6,3.4,5.0,5.3,1.3,0.1,1.6,2.5,9.1
Hakim Warrick,1982-07-08,0,2010-11,28,PHO,NBA,PF,80,6,1416,5.8,11.3,.511,0.0,0.3,.091,5.8,11.1,.522,5.4,7.5,.721,2.2,5.3,7.5,1.8,0.8,0.2,2.0,2.5,17.0
Hakim Warrick,1982-07-08,0,2011-12,29,PHO,NBA,PF,35,0,503,5.3,12.9,.411,0.1,0.7,.100,5.2,12.2,.429,5.4,7.1,.768,2.2,4.4,6.6,2.1,0.6,0.2,2.6,2.5,16.1
T.J. Warren,1993-09-05,0,2017-18,24,PHO,NBA,SF,65,65,2142,8.9,17.9,.498,0.3,1.5,.222,8.6,16.4,.523,3.2,4.3,.757,2.1,3.5,5.6,1.4,1.1,0.7,1.4,2.5,21.4
T.J. Warren,1993-09-05,0,2018-19,25,PHO,NBA,SF,43,36,1360,7.9,16.2,.486,2.0,4.8,.428,5.8,11.4,.510,2.7,3.3,.815,0.8,3.8,4.6,1.7,1.4,0.8,1.4,3.2,20.4
Brad Wanamaker,1989-07-25,0,2020-21,31,GSW,NBA,PG,39,0,625,3.5,10.0,.353,0.7,3.5,.213,2.8,6.5,.429,2.9,3.2,.893,0.5,3.3,3.8,5.7,1.5,0.3,2.1,3.2,10.7
Brad Wanamaker,1989-07-25,0,2020-21,31,CHO,NBA,PG,22,0,428,4.5,10.6,.429,0.3,2.0,.125,4.3,8.6,.500,3.4,3.8,.889,0.8,2.4,3.3,6.3,1.4,0.4,2.9,3.3,12.7
Luke Walton,1980-03-28,0,2010-11,30,LAL,NBA,SF,54,0,484,2.8,8.6,.328,0.6,2.5,.235,2.2,6.1,.366,0.5,0.7,.700,0.7,4.3,5.0,4.6,0.7,0.3,2.3,2.8,6.8
Luke Walton,1980-03-28,0,2011-12,31,TOT,NBA,"PF,SF",30,0,364,2.4,6.4,.369,0.7,2.0,.350,1.7,4.5,.378,0.0,0.0,,1.3,3.6,4.8,3.5,0.5,0.1,2.7,4.1,5.4
Luke Walton,1980-03-28,0,2011-12,31,LAL,NBA,SF,9,0,65,3.3,7.8,.429,0.0,2.2,.000,3.3,5.5,.600,0.0,0.0,,3.3,4.4,7.8,2.8,1.1,0.0,1.1,5.0,6.6
Hakim Warrick,1982-07-08,0,2012-13,30,TOT,NBA,PF,28,14,489,4.9,12.1,.406,0.0,0.2,.000,4.9,11.9,.414,4.4,6.5,.682,1.5,5.0,6.6,1.8,1.0,0.4,2.1,2.7,14.3
Hakim Warrick,1982-07-08,0,2012-13,30,NOH,NBA,PF,1,0,7,5.1,10.3,.500,0.0,0.0,,5.1,10.3,.500,10.3,10.3,1.000,0.0,0.0,0.0,0.0,5.1,0.0,0.0,0.0,20.6
T.J. Warren,1993-09-05,0,2019-20,26,IND,NBA,SF,67,67,2202,8.7,16.3,.536,1.5,3.7,.403,7.2,12.6,.575,2.7,3.3,.819,1.1,3.5,4.6,1.6,1.3,0.6,1.4,3.1,21.7
T.J. Warren,1993-09-05,0,2020-21,27,IND,NBA,SF,4,4,117,8.3,15.7,.529,0.0,2.2,.000,8.3,13.5,.614,2.5,3.1,.800,0.6,3.7,4.3,1.5,0.6,0.0,1.2,4.9,19.1
Brad Wanamaker,1989-07-25,1,2018-19,29,BOS,NBA,PG,4,0,17,6.4,14.8,.429,2.1,2.1,1.000,4.2,12.7,.333,6.4,8.5,.750,0.0,2.1,2.1,6.4,2.1,0.0,4.2,0.0,21.2
Brad Wanamaker,1989-07-25,1,2019-20,30,BOS,NBA,PG,17,0,273,3.8,7.9,.483,1.6,3.6,.444,2.2,4.4,.515,1.8,2.1,.875,0.3,4.2,4.5,4.0,1.6,0.5,2.4,4.2,11.1
Luke Walton,1980-03-28,0,2011-12,31,CLE,NBA,PF,21,0,299,2.2,6.1,.353,0.8,1.9,.438,1.3,4.2,.314,0.0,0.0,,0.8,3.4,4.2,3.6,0.4,0.1,3.0,3.9,5.2
Luke Walton,1980-03-28,0,2012-13,32,CLE,NBA,PF,50,0,857,3.0,7.6,.392,0.8,2.8,.299,2.1,4.8,.447,0.4,0.8,.500,1.6,4.5,6.1,7.0,1.8,0.5,2.5,4.1,7.2
Luke Walton,1980-03-28,1,2009-10,29,LAL,NBA,SF,16,0,96,2.6,8.6,.304,0.7,3.4,.222,1.9,5.2,.357,0.7,1.5,.500,0.0,3.0,3.0,5.2,0.4,0.7,1.5,4.9,6.8
Hakim Warrick,1982-07-08,0,2012-13,30,CHA,NBA,PF,27,14,482,4.9,12.2,.405,0.0,0.2,.000,4.9,12.0,.413,4.3,6.4,.674,1.6,5.1,6.6,1.9,0.9,0.4,2.2,2.8,14.2
Hakim Warrick,1982-07-08,1,2009-10,27,CHI,NBA,PF,3,0,31,2.3,12.8,.182,0.0,1.2,.000,2.3,11.6,.200,5.8,7.0,.833,3.5,2.3,5.8,0.0,0.0,0.0,2.3,3.5,10.5
T.J. Warren,1993-09-05,1,2019-20,26,IND,NBA,SF,4,4,156,7.4,15.7,.471,1.6,4.4,.368,5.8,11.3,.510,2.1,2.1,1.000,1.2,4.6,5.8,2.8,2.1,0.2,2.5,3.7,18.5
Luke Walton,1980-03-28,1,2010-11,30,LAL,NBA,SF,1,0,4,0.0,18.0,.000,0.0,18.0,.000,0.0,0.0,,0.0,0.0,,0.0,9.0,9.0,0.0,0.0,0.0,18.0,0.0,0.0
Derrick Walton,1995-04-03,0,2017-18,22,MIA,NBA,PG,16,0,147,2.0,6.1,.320,1.7,4.2,.412,0.2,2.0,.125,1.5,1.5,1.000,0.5,3.4,3.9,3.9,1.7,0.7,0.5,1.7,7.1
PJ Dozier,1996-10-25,0,2017-18,21,OKC,NBA,PG,2,0,3,12.0,24.0,.500,0.0,0.0,,12.0,24.0,.500,0.0,0.0,,0.0,12.0,12.0,0.0,0.0,0.0,12.0,12.0,24.0
Milton Doyle,1993-10-31,0,2017-18,24,BRK,NBA,SG,10,0,125,3.7,13.5,.277,1.2,6.6,.174,2.6,6.9,.375,1.2,2.3,.500,0.9,4.3,5.2,2.9,1.7,0.6,0.6,3.7,9.8
Zabian Dowdell,1984-09-10,0,2010-11,26,PHO,NBA,PG,24,0,292,6.3,15.4,.408,0.4,1.2,.300,5.9,14.2,.417,2.0,2.1,.941,0.6,1.8,2.5,6.3,2.5,0.2,3.6,3.7,14.9
