Name,Born,Is_playoff,Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCount,On-Off,BadPass,LostBall,FoulShooting,FoulOffensive,DrawnShooting,DrawnOffensive,PGA,And1,Blkd
LeBron James,1984-12-30,1,2012-13,28,MIA,NBA,PF,23,960,,,4%,92%,5%,+7.3,+0.2,40,13,16,14,75,2,369,17,15
LeBron James,1984-12-30,1,2013-14,29,MIA,NBA,PF,20,763,,,5%,90%,5%,+4.3,+8.6,31,18,19,7,69,2,237,14,9
LeBron James,1984-12-30,1,2014-15,30,CLE,NBA,SF,20,844,,,48%,51%,1%,+4.1,+0.8,37,26,24,11,59,1,416,10,26
Jonas Valančiūnas,1992-05-06,1,2017-18,25,TOR,NBA,C,10,244,,,,,100%,+1.8,+12.5,5,5,7,8,17,0,28,3,7
Jonas Valančiūnas,1992-05-06,1,2020-21,28,MEM,NBA,C,5,166,,,,,100%,-9.6,+0.2,1,4,12,4,4,0,34,0,3
Beno Udrih,1982-07-05,1,2014-15,32,MEM,NBA,PG,10,175,98%,2%,,,,-11.1,-16.1,3,1,12,0,4,0,43,0,5
LeBron James,1984-12-30,1,2015-16,31,CLE,NBA,SF,21,822,,,58%,41%,2%,+13.7,+20.0,40,21,14,10,56,0,399,15,17
LeBron James,1984-12-30,1,2016-17,32,CLE,NBA,SF,18,744,,,60%,36%,5%,+12.9,+30.7,36,20,18,10,77,5,360,23,16
LeBron James,1984-12-30,1,2017-18,33,CLE,NBA,PF,22,922,,5%,63%,33%,,-0.8,+7.5,55,25,16,10,87,1,482,25,17
LeBron James,1984-12-30,1,2019-20,35,LAL,NBA,PG,21,762,42%,37%,21%,,,+11.4,+15.3,50,16,15,8,74,10,437,30,15
LeBron James,1984-12-30,1,2020-21,36,LAL,NBA,PG,6,224,59%,41%,,,,+1.0,+36.7,21,3,2,1,13,1,114,5,6
Greg Oden,1988-01-22,0,2009-10,22,POR,NBA,C,21,502,,,,,100%,+9.1,+5.9,3,13,38,12,31,4,44,10,11
Daniel Ochefu,1993-12-15,0,2016-17,23,WAS,NBA,C,19,75,,,,8%,92%,-19.6,-21.7,0,1,11,2,1,0,9,0,4
Royce O'Neale,1993-06-05,0,2017-18,24,UTA,NBA,SF,69,1150,1%,39%,60%,1%,,+9.9,+7.3,31,14,39,5,35,12,228,8,22
Greg Oden,1988-01-22,0,2013-14,26,MIA,NBA,C,23,212,,,,,100%,-5.8,-11.8,1,4,27,4,12,2,3,5,5
Greg Oden,1988-01-22,1,2013-14,26,MIA,NBA,C,3,7,,,,,100%,-20.0,-22.8,0,0,1,0,0,0,2,0,0
Patrick O'Bryant,1986-06-20,0,2009-10,23,TOR,NBA,C,11,51,,,,,100%,-20.6,-18.8,1,2,7,2,3,0,3,0,2
Daniel Ochefu,1993-12-15,1,2016-17,23,WAS,NBA,C,4,5,,,,,100%,0.0,+0.7,1,0,0,0,0,0,0,0,0
Royce O'Neale,1993-06-05,0,2018-19,25,UTA,NBA,SF,82,1671,,41%,56%,2%,,+6.3,+1.6,31,15,75,7,22,13,307,6,19
Royce O'Neale,1993-06-05,0,2019-20,26,UTA,NBA,SF,71,2049,,49%,47%,4%,,+5.8,+8.5,21,17,89,9,16,19,454,4,11
Royce O'Neale,1993-06-05,0,2020-21,27,UTA,NBA,SF,71,2241,4%,37%,58%,,,+10.9,+3.7,49,10,87,8,14,22,475,2,9
Fabricio Oberto,1975-03-21,0,2009-10,34,WAS,NBA,C,57,650,,,,21%,79%,-3.9,+2.0,14,6,73,13,7,19,112,1,2
Kyle O'Quinn,1990-03-26,0,2012-13,22,ORL,NBA,C,57,638,,,,15%,85%,-5.3,+2.9,19,4,63,5,21,2,110,5,20
Jermaine O'Neal,1978-10-13,0,2009-10,31,MIA,NBA,C,70,1991,,,,1%,99%,+4.9,+4.1,26,39,127,27,113,31,211,27,62
Shaquille O'Neal,1972-03-06,0,2009-10,37,CLE,NBA,C,53,1240,,,,,100%,+3.6,-5.5,29,23,108,28,118,4,182,29,25
Johnny O'Bryant,1993-06-01,0,2014-15,21,MIL,NBA,PF,34,368,,,1%,80%,19%,-13.6,-15.8,7,9,24,5,15,1,40,4,10
Deyonta Davis,1996-12-02,0,2016-17,20,MEM,NBA,C,36,238,,,,1%,99%,-8.2,-9.5,1,2,23,4,10,1,4,4,1
Ed Davis,1989-06-05,0,2010-11,21,TOR,NBA,PF,65,1602,,,1%,56%,43%,-10.1,-5.5,18,11,128,7,66,2,83,20,35
Brandon Davies,1991-07-25,0,2013-14,22,PHI,NBA,PF,51,575,,,,38%,62%,-2.8,+9.3,14,8,52,10,26,4,64,5,11
Baron Davis,1979-04-13,0,2009-10,30,LAC,NBA,PG,75,2523,91%,9%,,,,-4.6,+6.9,131,45,105,17,109,19,1306,26,58
Gigi Datome,1987-11-27,0,2013-14,26,DET,NBA,SF,34,238,,18%,82%,,,+8.0,+12.8,5,2,9,1,2,2,26,0,0
Anthony Davis,1993-03-11,0,2012-13,19,NOH,NBA,PF,64,1846,,,,61%,39%,-5.3,-1.2,29,29,77,21,112,10,144,32,47
Royce O'Neale,1993-06-05,1,2017-18,24,UTA,NBA,SF,11,259,,61%,38%,1%,,-14.4,-24.9,8,7,10,0,9,0,38,1,3
Royce O'Neale,1993-06-05,1,2018-19,25,UTA,NBA,SF,5,137,,39%,61%,,,-1.8,+17.1,4,2,4,3,1,0,20,0,2
Royce O'Neale,1993-06-05,1,2019-20,26,UTA,NBA,SF,7,249,,2%,32%,66%,1%,-1.9,-21.2,5,1,7,4,3,3,48,0,1
Fabricio Oberto,1975-03-21,0,2010-11,35,POR,NBA,C,5,45,,,,1%,99%,-21.5,-23.4,0,0,6,3,0,1,0,0,0
Kyle O'Quinn,1990-03-26,0,2013-14,23,ORL,NBA,C,69,1188,,,,30%,70%,-0.3,+7.8,33,13,90,22,39,5,170,9,21
Kyle O'Quinn,1990-03-26,0,2014-15,24,ORL,NBA,PF,51,824,,,,67%,33%,-6.8,-1.0,31,5,63,13,28,3,129,7,11
Kyle O'Quinn,1990-03-26,0,2015-16,25,NYK,NBA,PF,65,764,,,,29%,71%,-3.6,-0.9,29,9,62,13,25,2,156,6,18
Jermaine O'Neal,1978-10-13,0,2010-11,32,BOS,NBA,C,24,431,,,,45%,55%,+2.6,-3.8,0,5,38,8,23,2,25,5,7
Jermaine O'Neal,1978-10-13,0,2011-12,33,BOS,NBA,C,25,570,,,,59%,41%,+1.9,-1.2,3,7,47,9,15,9,22,3,12
Jermaine O'Neal,1978-10-13,0,2012-13,34,PHO,NBA,C,55,1029,,,,5%,95%,-6.7,+0.4,18,28,69,14,58,6,95,12,43
Shaquille O'Neal,1972-03-06,0,2010-11,38,BOS,NBA,C,37,752,,,,,100%,+13.8,+9.6,13,13,76,13,66,0,53,19,13
Shaquille O'Neal,1972-03-06,1,2009-10,37,CLE,NBA,C,11,243,,,,,100%,-2.8,-8.3,6,3,23,10,24,0,34,5,4
Shaquille O'Neal,1972-03-06,1,2010-11,38,BOS,NBA,C,2,12,,,,,100%,0.0,-1.3,0,0,4,0,1,0,2,0,0
Johnny O'Bryant,1993-06-01,0,2015-16,22,MIL,NBA,PF,66,857,,,,98%,2%,-6.4,-3.1,11,11,47,4,21,3,70,6,18
Johnny O'Bryant,1993-06-01,0,2016-17,23,TOT,NBA,PF,11,80,,,,8%,92%,-15.8,-16.2,1,3,5,2,3,0,16,0,0
Johnny O'Bryant,1993-06-01,0,2016-17,23,DEN,NBA,PF,7,46,,,,10%,90%,-20.8,-21.2,0,2,2,1,2,0,6,0,0
Deyonta Davis,1996-12-02,0,2017-18,21,MEM,NBA,C,62,943,,,,6%,95%,-7.4,-1.1,8,8,71,9,22,1,100,5,6
Deyonta Davis,1996-12-02,0,2018-19,22,ATL,NBA,C,9,118,,,,28%,72%,-12.6,-6.9,1,0,7,2,5,0,12,0,0
Deyonta Davis,1996-12-02,1,2016-17,20,MEM,NBA,C,3,11,,,,,100%,-33.3,-24.8,0,0,2,0,0,0,0,0,0
Ed Davis,1989-06-05,0,2011-12,22,TOR,NBA,PF,66,1534,,,,44%,56%,-8.0,-8.2,19,24,81,14,54,2,135,14,20
Ed Davis,1989-06-05,0,2012-13,23,TOT,NBA,"C,PF",81,1631,,,,36%,64%,-0.6,-1.7,10,19,96,21,86,2,147,19,37
Ed Davis,1989-06-05,0,2012-13,23,TOR,NBA,C,45,1087,,,,32%,68%,-4.7,-4.2,7,13,57,15,55,2,130,14,22
Brandon Davies,1991-07-25,0,2014-15,23,TOT,NBA,PF,27,423,,,,65%,35%,-19.3,-11.3,18,5,33,3,15,5,72,4,13
Brandon Davies,1991-07-25,0,2014-15,23,PHI,NBA,PF,20,379,,,,64%,36%,-17.0,-8.4,16,4,29,3,13,5,68,4,10
Brandon Davies,1991-07-25,0,2014-15,23,BRK,NBA,PF,7,44,,,,75%,25%,-39.5,-36.7,2,1,4,0,2,0,4,0,3
Baron Davis,1979-04-13,0,2010-11,31,TOT,NBA,PG,58,1649,88%,12%,,,,-0.8,+5.5,100,28,73,9,61,7,857,17,32
Baron Davis,1979-04-13,0,2010-11,31,LAC,NBA,PG,43,1269,88%,12%,,,,-0.4,+4.8,74,19,62,7,47,6,653,12,23
Baron Davis,1979-04-13,0,2010-11,31,CLE,NBA,PG,15,380,88%,12%,,,,-2.5,+7.8,26,9,11,2,14,1,204,5,9
Gigi Datome,1987-11-27,0,2014-15,27,TOT,NBA,SF,21,209,,2%,75%,23%,,+14.5,+15.3,3,4,4,1,0,1,19,0,0
Gigi Datome,1987-11-27,0,2014-15,27,DET,NBA,SF,3,17,,,100%,,,+11.3,+12.8,1,0,0,0,0,0,4,0,0
Gigi Datome,1987-11-27,0,2014-15,27,BOS,NBA,SF,18,192,,3%,73%,25%,,+14.8,+15.5,2,4,4,1,0,1,15,0,0
Anthony Davis,1993-03-11,0,2013-14,20,NOP,NBA,PF,67,2358,,,,54%,47%,-1.8,+1.9,31,27,113,30,210,16,238,44,68
Anthony Davis,1993-03-11,0,2014-15,21,NOP,NBA,PF,68,2455,,,,64%,36%,+5.6,+11.4,26,36,86,19,209,9,351,53,57
Anthony Davis,1993-03-11,0,2015-16,22,NOP,NBA,C,61,2164,,,,46%,54%,-4.7,-1.8,40,43,81,18,172,6,274,37,54
Royce O'Neale,1993-06-05,1,2020-21,27,UTA,NBA,SF,11,404,,48%,52%,,,-0.1,+1.1,3,1,13,3,4,9,63,2,2
Nate Darling,1998-08-30,0,2020-21,22,CHO,NBA,SG,7,26,27%,65%,8%,,,-66.9,-65.2,0,0,0,0,0,1,2,0,0
Marquis Daniels,1981-01-07,0,2009-10,29,BOS,NBA,SF,51,937,,42%,57%,1%,,+3.6,-0.7,11,19,42,2,29,8,159,10,25
Troy Daniels,1991-07-15,0,2013-14,22,HOU,NBA,SG,5,75,,66%,34%,,,+20.6,+16.1,3,0,3,0,0,1,13,0,1
Antonio Daniels,1975-03-19,0,2010-11,35,PHI,NBA,PG,4,35,100%,,,,,+20.5,+19.0,0,0,0,0,1,1,4,0,0
Kyle O'Quinn,1990-03-26,0,2016-17,26,NYK,NBA,C,79,1229,,,,16%,84%,-6.5,-3.8,31,15,108,16,38,5,259,14,27
Kyle O'Quinn,1990-03-26,0,2017-18,27,NYK,NBA,C,77,1387,,,,1%,99%,-2.1,+2.7,42,10,93,29,62,2,340,17,36
Kyle O'Quinn,1990-03-26,0,2018-19,28,IND,NBA,C,45,371,,,,5%,95%,+0.2,-3.5,19,3,42,6,8,0,129,1,6
Erick Dampier,1975-07-14,0,2009-10,34,DAL,NBA,C,55,1280,,,,,100%,+6.2,+4.9,19,15,99,12,45,2,75,7,25
Jermaine O'Neal,1978-10-13,0,2013-14,35,GSW,NBA,PF,44,883,,,,28%,72%,+1.8,-4.1,12,13,50,15,59,8,59,13,23
Jermaine O'Neal,1978-10-13,1,2009-10,31,MIA,NBA,C,5,117,,,,,100%,-14.1,-10.9,1,2,5,2,4,1,14,1,4
Johnny O'Bryant,1993-06-01,0,2016-17,23,CHO,NBA,PF,4,34,,,,5%,95%,-9.1,-9.6,1,1,3,1,1,0,10,0,0
Johnny O'Bryant,1993-06-01,0,2017-18,24,CHO,NBA,PF,36,379,,,,82%,19%,-10.3,-11.7,0,7,21,4,10,2,35,1,7
Johnny O'Bryant,1993-06-01,1,2014-15,21,MIL,NBA,PF,1,12,,,,100%,,-75.0,-65.1,0,0,0,0,0,0,0,0,1
Ed Davis,1989-06-05,0,2012-13,23,MEM,NBA,PF,36,544,,,,44%,56%,+7.5,+3.2,3,6,39,6,31,0,17,5,15
Ed Davis,1989-06-05,0,2013-14,24,MEM,NBA,PF,63,956,,,,49%,51%,+4.1,+2.7,8,15,60,11,47,1,59,11,25
Ed Davis,1989-06-05,0,2014-15,25,LAL,NBA,PF,79,1840,,,9%,67%,24%,-7.2,-0.1,12,26,123,11,102,2,218,25,51
Baron Davis,1979-04-13,0,2011-12,32,NYK,NBA,PG,29,595,94%,6%,,,,+3.2,-0.2,54,14,26,5,12,1,310,2,8
Baron Davis,1979-04-13,1,2011-12,32,NYK,NBA,PG,4,97,100%,,,,,-18.2,-3.0,7,2,4,3,2,1,27,1,0
Gigi Datome,1987-11-27,1,2014-15,27,BOS,NBA,SF,3,14,,,76%,24%,,-6.9,+3.8,0,0,1,0,0,0,2,0,0
Anthony Davis,1993-03-11,0,2016-17,23,NOP,NBA,C,75,2708,,,,36%,64%,+1.2,+9.7,54,73,86,34,284,11,380,73,55
Anthony Davis,1993-03-11,0,2017-18,24,NOP,NBA,PF,75,2727,,,,49%,51%,+5.2,+11.0,50,65,98,19,246,7,423,67,46
Anthony Davis,1993-03-11,0,2018-19,25,NOP,NBA,C,56,1850,,,,4%,96%,+3.2,+8.6,44,35,84,15,175,14,516,43,40
Marquis Daniels,1981-01-07,0,2010-11,30,BOS,NBA,SF,49,938,,28%,69%,3%,,+1.5,-5.9,12,8,30,7,30,3,146,9,18
Marquis Daniels,1981-01-07,0,2011-12,31,BOS,NBA,SG,38,484,1%,40%,58%,2%,,-0.5,-4.0,7,17,20,1,11,1,107,5,20
Marquis Daniels,1981-01-07,0,2012-13,32,MIL,NBA,SF,59,1085,,20%,78%,2%,,-3.8,-2.5,28,8,33,4,27,9,153,4,25
Troy Daniels,1991-07-15,0,2014-15,23,TOT,NBA,SG,47,397,7%,88%,5%,,,-12.4,-8.7,12,4,20,3,3,4,52,0,8
Troy Daniels,1991-07-15,0,2014-15,23,HOU,NBA,SG,17,108,3%,79%,18%,,,-18.6,-22.8,4,0,6,1,0,0,11,0,0
Troy Daniels,1991-07-15,0,2014-15,23,MIN,NBA,SG,19,154,14%,86%,,,,-5.1,+4.7,6,0,9,1,0,2,31,0,5
Kyle O'Quinn,1990-03-26,0,2019-20,29,PHI,NBA,C,29,313,,,,10%,90%,-5.3,-8.3,13,1,21,4,8,2,118,4,2
Kyle O'Quinn,1990-03-26,1,2018-19,28,IND,NBA,C,1,2,,,,,100%,+166.7,+174.3,1,0,0,0,0,0,0,0,0
Kyle O'Quinn,1990-03-26,1,2019-20,29,PHI,NBA,C,1,6,,,,100%,,-7.7,+5.2,0,0,0,1,0,0,3,0,0
Erick Dampier,1975-07-14,0,2010-11,35,MIA,NBA,C,51,815,,,,,100%,+7.4,-1.6,11,4,45,7,16,1,48,5,10
Erick Dampier,1975-07-14,0,2011-12,36,ATL,NBA,C,15,83,,,,8%,92%,+5.2,+1.4,1,0,5,2,0,0,8,0,0
Erick Dampier,1975-07-14,1,2009-10,34,DAL,NBA,C,5,118,,,,,100%,-10.7,-17.1,1,0,13,3,3,0,6,0,1
Jermaine O'Neal,1978-10-13,1,2010-11,32,BOS,NBA,C,9,197,,,,7%,93%,+19.0,+32.7,1,3,25,2,7,6,17,3,8
Jermaine O'Neal,1978-10-13,1,2013-14,35,GSW,NBA,PF,7,84,,1%,,8%,91%,-33.1,-39.1,0,2,7,2,5,1,3,0,2
Ed Davis,1989-06-05,0,2015-16,26,POR,NBA,PF,81,1684,,,,55%,45%,+1.3,+0.8,16,21,117,19,96,6,208,26,25
Ed Davis,1989-06-05,0,2016-17,27,POR,NBA,PF,46,789,,,,57%,43%,-6.4,-7.6,9,12,87,12,30,3,62,3,21
Ed Davis,1989-06-05,0,2017-18,28,POR,NBA,C,78,1471,,,,57%,43%,+4.2,+2.1,11,19,111,24,58,5,104,15,30
Joel Anthony,1982-08-09,0,2009-10,27,MIA,NBA,C,80,1322,,,,6%,94%,+1.4,-2.3,6,11,111,16,42,5,29,6,22
Anthony Davis,1993-03-11,0,2019-20,26,LAL,NBA,PF,62,2131,,,,60%,40%,+4.7,-3.0,70,47,99,16,179,16,487,54,41
Anthony Davis,1993-03-11,0,2020-21,27,LAL,NBA,PF,36,1162,,,,91%,10%,+4.9,+3.4,29,29,33,6,81,6,266,18,24
Anthony Davis,1993-03-11,1,2014-15,21,NOP,NBA,PF,4,172,,,,46%,54%,-6.0,+12.6,2,5,6,5,14,0,20,1,4
Marquis Daniels,1981-01-07,1,2009-10,29,BOS,NBA,SF,11,37,,47%,53%,,,+5.9,+2.9,1,1,3,0,3,0,2,0,0
Marquis Daniels,1981-01-07,1,2011-12,31,BOS,NBA,SG,15,92,,37%,59%,4%,,+15.7,+16.3,1,0,4,1,6,0,7,2,1
Marquis Daniels,1981-01-07,1,2012-13,32,MIL,NBA,SF,3,33,,30%,70%,,,-25.0,-10.3,1,0,0,0,0,0,9,0,1
Troy Daniels,1991-07-15,0,2014-15,23,CHO,NBA,SG,11,135,4%,96%,,,,-15.7,-12.7,2,4,5,1,3,2,10,0,3
Troy Daniels,1991-07-15,0,2015-16,24,CHO,NBA,SG,43,476,,52%,48%,,,-5.1,-9.1,11,10,27,0,3,0,48,0,3
Troy Daniels,1991-07-15,0,2016-17,25,MEM,NBA,SG,67,1183,4%,87%,10%,,,+1.1,+0.5,21,17,53,1,19,8,101,6,12
Erick Dampier,1975-07-14,1,2011-12,36,ATL,NBA,C,4,55,,,,,100%,-1.9,+3.8,0,2,4,1,2,0,0,1,2
Ed Davis,1989-06-05,0,2018-19,29,BRK,NBA,C,81,1446,,,,,100%,+4.0,+6.4,13,15,120,27,79,5,156,16,24
Ed Davis,1989-06-05,0,2019-20,30,UTA,NBA,C,28,303,,,,,100%,-16.5,-20.5,4,1,38,4,4,0,31,2,6
Ed Davis,1989-06-05,0,2020-21,31,MIN,NBA,C,23,299,,,,,100%,-7.8,-2.6,1,0,36,6,6,2,53,0,8
Joel Anthony,1982-08-09,0,2010-11,28,MIA,NBA,C,75,1463,,,,3%,97%,+7.0,-2.6,7,6,123,15,21,7,55,1,13
Joel Anthony,1982-08-09,0,2011-12,29,MIA,NBA,C,64,1349,,,,,100%,+10.3,+6.2,8,16,85,9,34,8,20,3,22
Joel Anthony,1982-08-09,0,2012-13,30,MIA,NBA,C,62,566,,,,15%,85%,+4.6,-5.2,3,7,20,8,14,2,36,2,5
Anthony Davis,1993-03-11,1,2017-18,24,NOP,NBA,PF,9,358,,,,,100%,+0.5,+5.1,4,13,12,6,25,0,35,8,6
Anthony Davis,1993-03-11,1,2019-20,26,LAL,NBA,PF,21,769,,,,40%,60%,+11.7,+17.4,20,16,28,10,76,6,183,18,16
Anthony Davis,1993-03-11,1,2020-21,27,LAL,NBA,PF,5,144,,,,80%,20%,-6.1,+2.9,2,3,5,0,15,0,34,3,1
Troy Daniels,1991-07-15,0,2017-18,26,PHO,NBA,SG,79,1622,13%,84%,3%,,,-12.3,-4.5,24,13,57,12,18,2,111,0,16
Troy Daniels,1991-07-15,0,2018-19,27,PHO,NBA,SG,51,760,9%,72%,19%,,,-7.7,+1.6,13,4,30,8,8,6,59,4,6
Troy Daniels,1991-07-15,0,2019-20,28,TOT,NBA,SG,47,532,8%,38%,53%,2%,,+2.4,-3.3,3,3,19,2,7,1,42,4,4
Ed Davis,1989-06-05,1,2012-13,23,MEM,NBA,PF,8,48,,,,39%,62%,-30.5,-33.8,0,1,1,1,2,0,0,0,3
Ed Davis,1989-06-05,1,2013-14,24,MEM,NBA,PF,7,25,,,,82%,18%,+6.9,+13.2,1,1,0,0,1,0,0,1,2
Ed Davis,1989-06-05,1,2015-16,26,POR,NBA,PF,11,205,,,,13%,87%,+0.5,+4.0,4,2,16,4,10,0,31,1,6
Joel Anthony,1982-08-09,0,2013-14,31,TOT,NBA,C,33,186,,,,40%,60%,-4.8,-1.9,0,0,13,2,3,0,6,0,2
Joel Anthony,1982-08-09,0,2013-14,31,MIA,NBA,C,12,37,,,,9%,91%,+12.1,+6.8,0,0,1,1,0,0,0,0,0
Joel Anthony,1982-08-09,0,2013-14,31,BOS,NBA,C,21,149,,,,48%,52%,-8.9,-4.0,0,0,12,1,3,0,6,0,2
Troy Daniels,1991-07-15,0,2019-20,28,LAL,NBA,SG,41,456,,37%,61%,2%,,+3.0,-3.3,2,3,15,1,7,1,35,4,4
Troy Daniels,1991-07-15,0,2019-20,28,DEN,NBA,SG,6,76,57%,43%,,,,-1.1,-3.4,1,0,4,1,0,0,7,0,0
Troy Daniels,1991-07-15,1,2013-14,22,HOU,NBA,SG,4,68,,83%,17%,,,+3.3,+4.4,0,2,7,0,2,0,2,0,2
Ed Davis,1989-06-05,1,2017-18,28,POR,NBA,C,4,71,,,,67%,33%,-0.8,+13.5,1,1,3,2,1,0,0,0,3
Ed Davis,1989-06-05,1,2018-19,29,BRK,NBA,C,3,41,,,,,100%,+26.5,+43.8,0,0,7,0,0,0,5,0,2
Joel Anthony,1982-08-09,0,2014-15,32,DET,NBA,C,49,406,,,,2%,98%,+2.2,+4.0,3,2,35,7,13,0,13,4,4
Joel Anthony,1982-08-09,0,2015-16,33,DET,NBA,C,19,96,,,,,100%,-7.7,-8.3,1,0,9,1,3,0,2,0,1
Joel Anthony,1982-08-09,0,2016-17,34,SAS,NBA,C,19,122,,,,18%,82%,-6.2,-14.6,2,0,6,1,2,0,7,0,1
Troy Daniels,1991-07-15,1,2015-16,24,CHO,NBA,SG,4,18,,25%,75%,,,-33.6,-24.4,0,0,1,0,0,0,0,0,1
Troy Daniels,1991-07-15,1,2016-17,25,MEM,NBA,SG,6,68,,100%,,,,+4.4,+18.6,0,1,0,1,0,0,4,0,0
Troy Daniels,1991-07-15,1,2019-20,28,DEN,NBA,SG,6,30,,82%,17%,1%,,+19.7,+23.1,0,0,0,0,0,1,5,0,1
Joel Anthony,1982-08-09,1,2009-10,27,MIA,NBA,C,5,79,,,,,100%,+7.3,+23.1,0,0,7,1,2,0,3,0,1
Joel Anthony,1982-08-09,1,2010-11,28,MIA,NBA,C,21,575,,,,,100%,+7.4,+9.8,2,4,29,6,14,2,23,1,8
Joel Anthony,1982-08-09,1,2011-12,29,MIA,NBA,C,17,329,,,,,100%,+5.4,-3.9,3,1,17,4,10,1,6,1,3
Joel Anthony,1982-08-09,1,2012-13,30,MIA,NBA,C,14,71,,,,18%,82%,-10.9,-19.4,0,0,9,2,0,0,0,0,2
Joel Anthony,1982-08-09,1,2016-17,34,SAS,NBA,C,3,15,,,,17%,84%,-12.6,-13.6,1,0,1,0,0,0,0,0,0
Thanasis Antetokounmpo,1992-07-18,0,2015-16,23,NYK,NBA,SF,2,6,,,100%,,,-46.2,-43.4,0,0,1,0,0,0,0,0,0
Kostas Antetokounmpo,1997-11-20,0,2018-19,21,DAL,NBA,PF,2,11,,,,,100%,+18.6,+20.4,0,1,0,0,1,0,0,0,1
Cole Anthony,2000-05-15,0,2020-21,20,ORL,NBA,PG,47,1273,91%,9%,,,,-12.1,-5.0,58,38,46,6,52,13,457,13,49
Ike Anigbogu,1998-10-17,0,2017-18,19,IND,NBA,C,11,30,,,,,100%,-24.7,-26.5,1,1,0,0,3,0,0,0,2
Thanasis Antetokounmpo,1992-07-18,0,2019-20,27,MIL,NBA,SF,20,129,,22%,65%,13%,,-3.1,-13.6,5,2,6,4,8,1,38,2,3
Thanasis Antetokounmpo,1992-07-18,0,2020-21,28,MIL,NBA,SF,57,551,,8%,60%,32%,1%,+3.3,-2.6,14,9,37,9,25,10,118,6,12
Thanasis Antetokounmpo,1992-07-18,1,2020-21,28,MIL,NBA,SF,13,45,,5%,58%,37%,,-0.6,-6.0,2,0,7,1,2,1,7,0,1
Kostas Antetokounmpo,1997-11-20,0,2019-20,22,LAL,NBA,PF,5,20,,,,28%,72%,+18.3,+12.6,0,1,1,0,1,0,5,0,0
Kostas Antetokounmpo,1997-11-20,0,2020-21,23,LAL,NBA,PF,15,56,,,,5%,95%,+17.1,+14.7,1,5,4,2,3,1,3,1,4
Ike Anigbogu,1998-10-17,0,2018-19,20,IND,NBA,C,3,6,,,,,100%,-23.7,-27.1,0,0,0,0,0,0,2,0,0
Giannis Antetokounmpo,1994-12-06,0,2013-14,19,MIL,NBA,SF,77,1897,,1%,74%,24%,,-5.2,+7.2,45,31,80,22,86,10,337,8,29
Kyle Anderson,1993-09-20,0,2014-15,21,SAS,NBA,SF,33,358,3%,17%,69%,12%,,-5.2,-12.9,5,2,13,1,8,1,63,4,6
Carmelo Anthony,1984-05-29,0,2009-10,25,DEN,NBA,SF,69,2634,,,83%,17%,,+5.3,+3.4,60,61,83,49,256,16,504,59,109
Ryan Anderson,1988-05-06,0,2009-10,21,ORL,NBA,PF,63,911,,,,95%,5%,+9.2,+1.2,19,14,38,10,38,6,86,9,22
Ivan Rabb,1997-02-04,0,2017-18,20,MEM,NBA,PF,36,516,,,7%,64%,29%,-9.8,-3.7,18,13,42,3,16,2,71,4,12
Justin Anderson,1993-11-19,0,2015-16,22,DAL,NBA,SF,55,647,2%,15%,77%,7%,,+1.4,+1.9,11,6,28,2,25,0,70,3,11
James Anderson,1989-03-25,0,2010-11,21,SAS,NBA,SF,26,286,,25%,73%,2%,,-7.8,-15.4,3,5,17,2,9,4,40,2,6
Chris Quinn,1983-09-27,0,2009-10,26,NJN,NBA,PG,25,223,100%,,,,,-10.4,-0.2,6,1,8,0,2,5,63,1,2
Immanuel Quickley,1999-06-17,0,2020-21,21,NYK,NBA,PG,64,1243,61%,39%,,,,+6.8,+6.6,27,14,42,6,58,4,310,14,25
Domantas Sabonis,1996-05-03,0,2016-17,20,OKC,NBA,PF,81,1632,,,,84%,16%,+0.3,-0.4,31,25,125,18,33,1,200,9,30
Giannis Antetokounmpo,1994-12-06,0,2014-15,20,MIL,NBA,SG,81,2541,,32%,47%,21%,,+0.4,-1.0,49,42,93,49,155,9,487,37,65
Giannis Antetokounmpo,1994-12-06,0,2015-16,21,MIL,NBA,PG,80,2823,40%,59%,1%,,,-3.0,+3.7,85,52,112,31,188,8,758,38,61
Giannis Antetokounmpo,1994-12-06,0,2016-17,22,MIL,NBA,SF,80,2845,,3%,65%,31%,,+1.0,+3.2,83,69,103,40,282,7,1057,62,74
Kyle Anderson,1993-09-20,0,2015-16,22,SAS,NBA,SF,78,1245,,1%,65%,34%,,+9.4,-3.1,35,7,43,7,35,9,277,8,16
Kyle Anderson,1993-09-20,0,2016-17,23,SAS,NBA,SF,72,1020,,21%,69%,9%,,+10.3,+3.2,15,11,28,2,25,7,215,3,15
Kyle Anderson,1993-09-20,0,2017-18,24,SAS,NBA,SF,74,1978,,,63%,37%,,+4.3,+2.7,58,15,44,3,66,10,481,16,31
Carmelo Anthony,1984-05-29,0,2010-11,26,TOT,NBA,SF,77,2751,,1%,81%,19%,,+3.5,-0.5,68,52,86,50,277,12,517,68,108
Carmelo Anthony,1984-05-29,0,2010-11,26,DEN,NBA,SF,50,1774,,,77%,23%,,+4.4,-1.2,46,37,53,32,190,9,334,42,87
Carmelo Anthony,1984-05-29,0,2010-11,26,NYK,NBA,SF,27,977,,2%,87%,11%,,+1.7,+0.8,22,15,33,18,87,3,183,26,21
